OBJECTID,BDEPT,BIN,AllBridges_2015April_Health_Index,Item_6A,Item_7,Item_8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item_16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item_26,AllBridges_2015April_Item_28A,AllBridges_2015April_Item_29,AllBridges_2015April_Item_49,AllBridges_2015April_Item_52,AllBridges_2015April_Item_58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
259,B11009,2TW,0.9978,ST 97 CABOT ST,ST128,NBI,DOT,42,34,27.7,70,53,42.9,12,5,56500,18.9,26.3,N,True,0,0,0,False,Beverly,MAPC
260,B11010,2TX,0.9905,ST  1 A/DODGE ST,ST128,NBI,DOT,42,34,28.8552,70,53,32.0172,12,5,56500,25.3,26.8,N,True,0,0,0,False,Beverly,MAPC
261,B11011,2TY,0.906,COMB  MBTA & TOZER RD,ST128,NBI,DOT,42,34,31.2096,70,53,6.1224,12,6,45860,36.3,31.1,5,True,0,0,0,False,Beverly,MAPC
262,D03018,2U0,0.6982,WATER WATERS RIVER,ST128,NBI,DOT,42,32,49.73,70,56,11.73,12,4,73800,18.9,29,4,True,0,0,0,True,Danvers,MAPC
263,D03019,2U1,0.4536,WATER CRANE RIVER,ST128,NBI,DOT,42,33,22.1724,70,55,52.5036,12,6,73800,10.4,27.1,N,True,0,0,0,False,Danvers,MAPC
264,D03021,2U3,0.9803,ST 35 HIGH ST,ST128,NBI,DOT,42,33,29.1132,70,55,44.2956,12,4,73800,23.5,26,N,True,0,0,0,False,Danvers,MAPC
265,D03022,2U4,0.7917,WATER PORTER RIVER,ST128,NBI,DOT,42,33,36.54,70,55,36.4872,12,4,81100,8.5,28,6,True,0,0,0,False,Danvers,MAPC
266,D03025,2U5,0.9237,ST 62 ELLIOT ST,ST128,NBI,DOT,42,33,55.242,70,55,22.674,12,4,73800,21.9,25.4,N,True,0,0,0,False,Danvers,MAPC
267,G05024,2U6,0.5362,ST133 ESSEX AVE,ST128,NBI,DOT,42,37,5.8979,70,43,17.3099,12,6,37500,22.3,25.6,N,True,0,0,0,False,Gloucester,MAPC
268,G05021,2U7,0.8573,HWY   CONCORD ST,ST128,NBI,DOT,42,37,27.38,70,42,35.24,12,6,37200,18.6,28,6,True,20,25,40,False,Gloucester,MAPC
269,G05017,2U8,0.9318,WATER ANNISQUAM RIVER,ST128,NBI,DOT,42,37,31.25,70,41,20.2,12,4,35100,262.7,20.7,6,True,20,25,40,False,Gloucester,MAPC
270,G05022,2U9,0.7405,HWY   MARSH ST,ST128,NBI,DOT,42,37,22.37,70,40,51.85,12,4,59800,14,26.9,6,True,0,0,0,True,Gloucester,MAPC
271,G05025,2UA,0.6623,HWY   MAPLEWOOD AVE,ST128,NBI,DOT,42,37,24.7692,70,40,10.2647,12,2,25100,14.9,29.6,5,True,0,0,0,False,Gloucester,MAPC
272,G05023,2UB,1,RR    MBTA,ST128,NBI,DOT,42,37,28.7112,70,39,51.5807,12,4,23500,10.7,29.7,8,True,0,0,0,False,Gloucester,MAPC
273,M02014,2UC,0.7471,HWY   PINE ST,ST128 NB,NBI,DOT,42,35,25.4147,70,47,35.9267,12,2,41300,26.5,13.4,7,True,0,0,0,False,Manchester,MAPC
274,M02014,2UD,0.747,HWY   PINE ST,ST128 SB,NBI,DOT,42,35,25.7999,70,47,36.9672,12,2,41300,26.5,13.4,7,True,0,0,0,False,Manchester,MAPC
275,P03015,2UE,0.9982,HWY   LOWELL ST,ST128,NBI,DOT,42,32,0.9996,70,57,2.5776,12,4,95900,30.5,23.9,6,True,0,0,0,False,Peabody,MAPC
276,P03021,2UF,0.9658,HWY   ACCESS RD,ST128,NBI,DOT,42,32,14.36,70,56,35.56,12,6,98500,30.8,29.9,6,True,0,0,0,False,Peabody,MAPC
277,P03050,2UG,0.6565,I  95 RAMP J,I  95 /ST128,NBI,DOT,42,31,32.772,70,58,19.7471,12,6,86900,31.4,49.9,7,True,0,0,0,False,Peabody,MAPC
278,D03009,2UH,0.8386,WATER IPSWICH RIVER,ST114 ANDOVER ST,NBI,DOT,42,34,26.2344,70,59,36.546,14,2,51700,11.6,14.9,5,True,0,0,0,False,Danvers,MAPC
279,M20010,2UK,0.9791,WATER EMERSON BROOK,ST114 N MAIN ST,NBI,DOT,42,36,11.4011,71,1,43.8384,14,2,33620,14.9,16.5,7,True,0,0,0,False,Middleton,MAPC
280,P03016,2UM,0.8698,ST128,ST114 ANDOVER ST,NBI,DOT,42,32,23.8524,70,56,17.1527,14,4,40700,26.2,20.2,5,True,0,0,0,False,Peabody,MAPC
281,S01001,2UN,0.190000075,WATER NORTH RIVER,ST114 NORTH ST,NBI,DOT,42,31,29.62,70,53,57.41,14,4,18400,7.3,0,N,True,0,0,0,True,Salem,MAPC
282,D03031,2VE,0.7901,ST114 ANDOVER ST,I  95 SB,NBI,DOT,42,33,34.9,70,58,27.82,11,3,72740,42.7,21,6,True,0,0,0,False,Danvers,MAPC
283,D03031,2VF,0.7901,ST114 ANDOVER ST,I  95 NB,NBI,DOT,42,33,34.28,70,58,25.95,11,3,72740,42.7,21,6,True,0,0,0,False,Danvers,MAPC
284,D03033,2VG,0.78,ST 62 MAPLE ST,I  95 NB,NBI,DOT,42,34,54.7,70,57,49.21,11,4,74891,38.4,21,5,True,0,0,0,True,Danvers,MAPC
285,D03033,2VH,0.7682,ST 62 MAPLE ST,I  95 SB,NBI,DOT,42,34,55.53,70,57,50.72,11,4,72740,39,23.8,6,True,0,0,0,False,Danvers,MAPC
286,P03044,2VT,0.5691,US  1 NB/NEWBURY ST,I  95 SB CONNECTOR,NBI,DOT,42,32,34.96,70,59,6.76,12,4,23500,34.1,13,6,True,0,0,0,False,Peabody,MAPC
287,P03040,2VU,0.7299,HWY   LOWELL ST,I  95 NB,NBI,DOT,42,32,47.8,70,58,55,11,4,79700,23.5,21.1,6,True,0,0,0,False,Peabody,MAPC
288,P03040,2VV,0.7493,HWY   LOWELL ST,I  95 SB,NBI,DOT,42,32,48.75,70,58,55.55,11,4,60000,23.5,21.1,6,True,0,0,0,False,Peabody,MAPC
289,P03036,2VW,0.7422,RR    MBTA,I  95 NB,NBI,DOT,42,32,53.28,70,58,52,11,4,79700,9.3,82.8,6,True,0,0,0,False,Peabody,MAPC
290,P03036,2VX,0.7402,RR    MBTA,I  95 SB,NBI,DOT,42,32,51.62,70,58,53.98,11,4,79700,9.3,82.8,6,True,0,0,0,False,Peabody,MAPC
291,P03046,2VY,0.9595,I  95 RAMP FROM US 1 NB,I  95,NBI,DOT,42,32,31.8192,70,59,2.4252,11,6,79700,66.4,41.1,7,True,0,0,0,False,Peabody,MAPC
292,P03047,2W0,0.8428,I  95 RAMP E,I  95 RAMP G,NBI,DOT,42,31,33.0672,70,58,42.2652,12,3,18000,32.6,13.9,7,True,0,0,0,False,Peabody,MAPC
293,P03048,2W1,0.739,ST128,I  95 RAMP G,NBI,DOT,42,31,29.1503,70,58,37.0127,12,3,16300,83.5,13.9,7,True,0,0,0,False,Peabody,MAPC
294,P03049,2W2,0.9924,I  95 RAMP J,I  95 RAMP G,NBI,DOT,42,31,26.4251,70,58,23.8007,12,3,18000,53.9,13.9,7,True,0,0,0,False,Peabody,MAPC
295,L19008,2W3,0.9559,WATER SAUGUS RIVER,I  95 /ST128,NBI,DOT,42,30,46.14,71,2,13.98,16,6,110600,11,41.5,N,True,0,0,0,False,Lynnfield,MAPC
296,L19004,2W4,0.9008,HWY   WALNUT ST,I  95 NB/ST128 NB,NBI,DOT,42,30,49.36,71,1,43.29,11,3,66700,17.7,20.5,N,True,0,0,0,False,Lynnfield,MAPC
297,L19004,2W5,0.9131,HWY   WALNUT ST,I  95 SB/ST128 SB,NBI,DOT,42,30,49.992,71,1,43.62,16,4,66700,17.7,20.5,N,True,0,0,0,False,Lynnfield,MAPC
298,L19007,2W6,0.9495,HWY   SUMMER ST,I  95 NB/ST128 NB,NBI,DOT,42,30,56.59,71,0,47.56,11,5,55400,18.3,20.5,N,True,0,0,0,False,Lynnfield,MAPC
299,L19007,2W7,0.9449,HWY   SUMMER ST,I  95 SB/ST128 SB,NBI,DOT,42,30,57.17,71,0,47.99,11,5,55400,18.3,20.5,N,True,0,0,0,False,Lynnfield,MAPC
300,L18019,31A,0.994,WATER GLENMERE LAKE,ST107 WESTERN AVE,NBI,DOT,42,29,9.8556,70,56,25.2636,14,2,29400,158.8,15.2,7,True,0,0,0,False,Lynn,MAPC
301,S05016,31C,0.7479,US  1 BROADWAY,ST129 WALNUT ST,NBI,DOT,42,29,20.2451,71,1,1.7724,14,2,24200,50.7,15.9,6,True,0,0,0,False,Saugus,MAPC
302,S01005,31M,0.6363,WATER FOREST RIVER,ST114 LAFAYETTE ST,NBI,DOT,42,29,48.6239,70,53,11.3819,14,2,18400,15.8,19.7,6,True,0,0,0,False,Salem,MAPC
303,S05015,31Y,0.9471,US  1 BROADWAY,HWY   MAIN ST,NBI,DOT,42,27,53.6327,71,1,30.1692,14,2,15400,30.5,16.1,6,True,0,0,0,False,Saugus,MAPC
304,S01017,32R,0.6706,RR    MBTA (STORAGE TUN),ST107 BRIDGE ST,634,DOT,42,31,25.9824,70,53,45.5855,14,2,17500,57.9,93,N,True,0,0,0,False,Salem,MAPC
305,S01018,32T,0.4408,COMB  ST107/BRG ST&MBTA,ST114 NORTH ST,634,DOT,42,31,29.406,70,53,57.4512,14,4,3400,42.1,22.1,5,True,20,25,36,True,Salem,MAPC
306,S01019,32U,0.7,RR    MBTA (TUNNEL),ST114 /WASHINGTON,634,DOT,42,31,26.076,70,53,45.4992,14,2,27500,11,304.8,N,True,0,0,0,False,Salem,MAPC
307,L18010,334,0.8437,RR    MBTA/BMRR,HWY   CHESTNUT ST,634,DOT,42,28,3.0396,70,56,8.4264,14,2,5000,19.5,16.1,7,True,0,0,0,False,Lynn,MAPC
308,C02014,33F,0.8139,WATER E BR NEPONSET RIV,HWY   NEPONSET ST,NBI,MUN,42,9,31.3128,71,9,16.7184,14,2,28300,6.1,18.3,N,True,0,0,0,False,Canton,MAPC
309,C02015,33G,0.8511,WATER E BR NEPONSET RIV,HWY   WASHNGTON ST,NBI,MUN,42,9,16.1964,71,8,44.2788,14,2,24300,10.4,21.3,7,True,0,0,0,False,Canton,MAPC
310,D05008,342,0.972,WATER MOTHER BROOK,HWY   WASHNGTON ST,NBI,DOT,42,15,18.3,71,9,53.3,14,4,32200,10.1,24.7,N,True,0,0,0,False,Dedham,MAPC
311,R01006,344,0.5444,ST 24 SB CURVE S,ST 24 NB CURVE G,NBI,DOT,42,12,3.7296,71,4,44.2703,12,2,38000,26.4,13.8,5,True,0,0,0,False,Randolph,MAPC
312,D05042,345,0.942,I  95 NB /ST128 NB,ST109 HIGH ST,NBI,DOT,42,14,40.4915,71,12,6.8363,14,2,25100,46.9,23.8,6,True,0,0,0,False,Dedham,MAPC
313,D05043,346,0.9629,I  95 SB/ST128 SB,ST109 HIGH ST,NBI,DOT,42,14,35.8799,71,12,18.9755,14,2,25100,22.8,23.5,6,True,0,0,0,False,Dedham,MAPC
314,B21001,347,0.8779,WATER MONATIQUOT RIVER,ST 53 QUINCY AVE,NBI,DOT,42,13,23.8439,70,58,8.4215,14,4,26250,19.2,14.9,7,True,0,0,0,False,Braintree,MAPC
315,W32023,348,0.7479,ST  3,ST 18 MAIN ST,NBI,DOT,42,11,40.5816,70,57,20.7468,14,4,72900,43.9,27.2,7,True,20,25,36,False,Weymouth,MAPC
316,W32028,349,1,WATER MILL RIVER,ST 18 MAIN ST,NBI,DOT,42,11,45.6432,70,57,20.6712,14,4,36500,11,57.3,N,True,0,0,0,False,Weymouth,MAPC
317,B21029,34A,0.9725,I  93,ST  3 SB,NBI,DOT,42,13,37.0704,71,1,13.5048,12,3,137000,57.9,14.4,6,True,0,0,0,False,Braintree,MAPC
318,D05033,34F,0.5638,WATER MOTHER BROOK,HWY   PROVDNCE HWY,NBI,DOT,42,15,18.3311,71,10,15.7943,14,5,58200,29,32.7,4,True,20,25,40,True,Dedham,MAPC
319,B21016,34G,0.8972,WATER MONATIQUOT RIVER,ST 37 WASHNGTON ST,NBI,DOT,42,11,45.0168,71,0,18.8604,14,5,37900,14.6,22.9,5,True,0,0,0,False,Braintree,MAPC
320,B21036,34H,0.9471,HWY   LIBERTY ST,ST  3,NBI,DOT,42,12,11.8691,70,59,5.5355,12,8,145600,19.7,36.1,6,True,0,0,0,False,Braintree,MAPC
321,B21035,34J,1,WATER MONATIQUOT RIVER,ST  3,NBI,DOT,42,12,24.9011,70,59,39.8039,12,8,142200,16.5,53.1,N,True,0,0,0,False,Braintree,MAPC
322,B21034,34K,0.523,HWY   UNION ST S ROTARY,ST  3,NBI,DOT,42,12,33.0983,70,59,46.2695,12,3,139500,44.5,35.4,6,True,0,0,0,False,Braintree,MAPC
323,B21033,34M,0.672,HWY   UNION ST N ROTARY,ST  3,NBI,DOT,42,12,41.1803,70,59,48.3719,12,6,137800,43.9,35.5,6,True,0,0,0,False,Braintree,MAPC
324,B21025,34P,0.7672,COMB  MBTA/CSX & REDS,ST  3,NBI,DOT,42,13,10.1351,71,0,1.2779,12,6,145000,36.6,36,7,True,0,0,0,False,Braintree,MAPC
325,B21061,34Q,0.8938,HWY   RAMP C (Q ADAMS),ST  3 NB,NBI,DOT,42,13,41.0124,71,0,36.4535,12,3,138500,23,17.5,4,True,0,0,0,True,Braintree,MAPC
326,B21059,34U,0.7356,ST  3 NB,HWY   RAMP L NB ON,NBI,DOT,42,13,39.9468,71,1,2.4888,12,2,36200,44.5,9.5,7,True,0,0,0,False,Braintree,MAPC
327,B21060,34V,0.7208,HWY   RAMP C (Q ADAMS),ST  3 SB,NBI,DOT,42,13,39.846,71,0,36.8999,12,4,138200,25.4,17.7,3,True,0,0,0,True,Braintree,MAPC
328,B21063,34W,0.9207,ST  3 & RAMPS C&F,HWY   RAMP CC,NBI,DOT,42,13,40.4328,71,0,37.8252,12,2,24000,101.5,10.8,7,True,0,0,0,False,Braintree,MAPC
329,B21066,34Y,1,WATER TOWN BROOK,ST  3 & RAMPS,NBI,DOT,42,13,37.0559,71,0,33.8471,12,13,155100,6.7,0,N,True,0,0,0,False,Braintree,MAPC
330,W32025,350,0.9731,HWY   PLEASANT ST,ST  3 SB,NBI,DOT,42,11,14.5392,70,55,59.6099,12,3,62000,20.7,17.6,7,True,0,0,0,False,Weymouth,MAPC
331,W32026,351,0.8114,HWY   PLEASANT ST,ST  3 NB,NBI,DOT,42,11,16.1844,70,55,57.9792,12,3,106400,18.6,13.4,6,True,0,0,0,False,Weymouth,MAPC
332,W32027,353,1,WATER MILL RIVER,ST  3,NBI,DOT,42,11,41.3088,70,57,22.9895,12,8,151000,9.1,46.9,N,True,0,0,0,False,Weymouth,MAPC
333,W32030,354,1,WATER MILL RIVER,ST  3 RAMPS D&E,NBI,DOT,42,11,36.924,70,57,28.2708,12,2,26250,9.1,29.6,N,True,0,0,0,False,Weymouth,MAPC
334,W32021,355,0.7215,HWY   SUMMER ST,ST  3,NBI,DOT,42,11,58.3763,70,58,12.3491,12,6,141900,19.1,35.5,7,True,0,0,0,False,Weymouth,MAPC
335,B21048,356,0.7021,ST 37 GRANITE ST,I  93 NB/US1NB,NBI,DOT,42,13,22.0907,71,1,51.1356,11,4,197000,32.3,22,7,True,0,0,0,False,Braintree,MAPC
336,B21029,357,0.9924,I  93 NB,I  93 SB CONNECTOR,NBI,DOT,42,13,37.1999,71,1,13.4472,12,3,63750,22,14.4,7,True,0,0,0,False,Braintree,MAPC
337,R01009,358,0.7148,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,DOT,42,12,18.3384,71,3,53.928,11,5,92667,49.7,22,5,True,0,0,0,False,Randolph,MAPC
338,R01005,359,0.7335,ST 24 NB,I  93 NB/US1SB,NBI,DOT,42,12,8.6868,71,4,51.1391,11,3,201000,64.6,17.7,5,True,0,0,0,True,Randolph,MAPC
339,R01007,35A,0.937,ST 24 SB,I  93 NB/US1NB,NBI,DOT,42,12,9.6084,71,4,41.2139,11,3,196000,25.9,17.7,5,True,0,0,0,False,Randolph,MAPC
340,C02031,35B,0.8262,WATER NEPONSET RIVER,I  95 NB,NBI,DOT,42,9,53.3484,71,10,35.5476,11,4,71500,29,17.1,7,True,0,0,0,False,Canton,MAPC
341,C02033,35C,0.8514,RR    AMTRAK/MBTA,I  95 NB,NBI,DOT,42,11,15.3275,71,9,19.7099,11,3,118000,24.4,17.1,7,True,0,0,0,False,Canton,MAPC
342,C02033,35D,0.8473,RR    AMTRAK/MBTA,I  95 SB,NBI,DOT,42,11,17.5451,71,9,19.9224,11,3,118000,24.4,17.1,7,True,0,0,0,False,Canton,MAPC
343,C02036,35H,0.7359,I  95 /US1/ST128,I  95 NB,NBI,DOT,42,12,27.2988,71,8,24,11,2,110000,90.2,29.8,5,True,0,0,0,False,Canton,MAPC
344,C02036,35J,0.7333,I  95 /US1/ST128,I  95 SB,NBI,DOT,42,12,28.3068,71,8,25.5336,11,2,110000,90.2,17.7,6,True,0,0,0,False,Canton,MAPC
345,C02031,35L,0.9955,WATER NEPONSET RIVER,I  95 SB,NBI,DOT,42,9,54.1511,71,10,37.0955,11,3,64700,29,17.1,7,True,0,0,0,False,Canton,MAPC
346,D05040,35R,0.67,OTHER REPLACED BY B2C,OTHER REMOVED,REM,DOT,42,15,50.7456,71,12,19.4867,11,4,155000,47.2,19.9,5,True,0,0,0,False,Dedham,MAPC
347,D05041,35T,0.4943,OTHER REPLACED BY B2D,OTHER REMOVED,NBI,DOT,42,15,52.884,71,12,24.3899,11,4,155000,47.5,19.9,5,True,0,0,0,False,Dedham,MAPC
348,N04022,35W,0.5308,HWY   CENTRAL AVE,I  95 NB/ST128 NB,NBI,DOT,42,18,38.6279,71,13,46.1711,11,4,161400,15.8,18.3,5,True,0,0,0,False,Needham,MAPC
349,N04022,35X,0.5205,HWY   CENTRAL AVE,I  95 SB/ST128 SB,NBI,DOT,42,18,38.2104,71,13,47.172,11,4,161400,15.8,18.3,5,True,0,0,0,False,Needham,MAPC
350,D05001,366,0.9823,WATER CHARLES RIVER,ST135 DEDHAM AVE,NBI,DOT,42,16,3.7452,71,13,5.3147,14,2,23800,17.1,10.7,N,True,0,0,0,False,Dedham,MAPC
351,C02037,368,0.8833,WATER NEPONSET RIVER,HWY   NEPONSET ST,NBI,DOT,42,10,7.32,71,10,3.9936,14,3,27500,35.1,19.7,7,True,0,0,0,False,Canton,MAPC
352,C02028,36A,0.5074,I  93 /US1,ST138 WASHNGTON ST,NBI,DOT,42,12,11.4767,71,7,9.3935,14,4,46000,51.2,25,7,True,0,0,0,False,Canton,MAPC
353,B21027,36E,0.335,ST  3,HWY   WASHNGTON ST,NBI,DOT,42,13,32.5595,71,0,16.9704,12,6,38700,56.4,13.4,6,True,0,0,0,False,Braintree,MAPC
354,B21010,36F,0.8726,RR    MBTA,HWY   WASHNGTON ST,NBI,DOT,42,13,34.7483,71,0,16.632,14,6,32100,33.9,27.8,7,True,0,0,0,False,Braintree,MAPC
355,C02001,36J,0.9994,WATER NEPONSET RIVER,HWY   GREENLDGE ST,NBI,DOT,42,12,33.1559,71,8,45.2076,19,2,800,17.7,15.3,N,True,0,0,0,False,Canton,MAPC
356,B21017,36U,0.6378,RR    MBTA/CSX,ST 37 WASHNGTON ST,634,DOT,42,11,12.7859,71,0,29.2607,14,2,32100,29.6,15.9,5,True,0,0,0,True,Braintree,MAPC
357,C02009,370,0.9973,RR    AMTRAK/MBTA,HWY   CHAPMAN ST,634,DOT,42,9,59.7959,71,9,14.7564,17,2,13800,37.5,17.6,7,True,0,0,0,False,Canton,MAPC
358,R01001,37A,0.9848,OTHER BIKE PATH,ST 28 N MAIN ST,634,DOT,42,10,2.6004,71,2,39.7967,14,4,35000,11.3,19.2,6,True,0,0,0,False,Randolph,MAPC
359,W32013,37B,0.448,RR    MBTA,ST 18 MAIN ST,634,DOT,42,9,29.2715,70,57,18.6624,14,2,48900,35.9,15.9,7,True,0,0,0,False,Weymouth,MAPC
360,M25011,37F,0.9743,WATER PINE TREE BROOK,HWY   BROOK RD,NBI,MUN,42,15,32.8536,71,5,2.5151,14,4,17500,9.8,22.9,7,True,0,0,0,False,Milton,MAPC
361,B16016,37H,0.4113,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,4.0763,71,3,32.9075,14,6,40000,129.2,30.8,6,True,0,0,0,True,Boston,MAPC
362,B16016,37K,0.5043,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,7.446,71,3,35.2835,14,6,40000,73.5,30.8,6,True,0,0,0,True,Boston,MAPC
363,B16016,37M,0.402,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,10.128,71,3,37.1376,14,6,40000,129.2,30.8,6,True,0,0,0,True,Boston,MAPC
364,B16016,37P,0.9939,OTHER WAREHOUSE,HWY   N WSHNGTN ST,NBI,MUN,42,22,13.7423,71,3,39.7799,14,6,66200,82.9,31.2,7,True,0,0,0,False,Boston,MAPC
365,B16016,37R,0.9843,HWY   WATER ST,HWY   N WSHNGTN ST,NBI,MUN,42,22,14.6496,71,3,40.7483,14,6,64400,18.3,42.1,7,True,0,0,0,False,Boston,MAPC
366,B16245,37U,0.4126,ST 99 SULLIVAN SQ UNDRPS,HWY   MISHAWUM ST,NBI,MUN,42,22,58.8971,71,4,22.782,14,1,5900,22.3,16.8,6,True,0,0,0,False,Boston,MAPC
367,B16245,37V,0.6691,ST 99 SULLIVAN SQ UNDRPS,HWY   SOUTH ROTARY,NBI,MUN,42,23,1.9283,71,4,24.3551,14,3,26200,18.9,19.6,6,True,0,0,0,False,Boston,MAPC
368,B16245,37X,0.6929,ST 99 SULLIVAN SQ UNDRPS,HWY   NORTH ROTARY,NBI,MUN,42,23,6.9072,71,4,23.2356,14,3,28000,18.6,19.7,7,True,0,0,0,False,Boston,MAPC
369,B16019,383,0.879,WATER CHELSEA RIVER,HWY   MERIDIAN ST,NBI,MUN,42,23,8.376,71,2,21.4944,14,2,23600,327.7,13.4,6,True,33,33,33,True,Boston,MAPC
370,B16029,388,0.9743,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.0652,71,4,18.4188,14,4,55000,251.46,29,8,True,9,12,18,False,Boston,MAPC
387,R05019,39D,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,23,47.6844,71,0,32.292,14,4,54000,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
388,R05020,39E,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,23,55.0824,71,0,26.5283,14,4,54010,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
389,R05021,39F,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,0.5687,71,0,22.1472,14,4,54000,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
390,R05054,39H,0.768,ST  1 A/RAMP A&B,ST  1 A/N SHORE RD,NBI,DOT,42,26,24.6516,70,58,7.3092,14,5,34800,33.2,27.2,7,True,0,0,0,False,Revere,MAPC
391,B16236,39M,0.505,OTHER RELIEF,ST  1 A/ON RAMP,NBI,DOT,42,22,45.4943,71,1,32.4804,16,1,15500,129.8,9.1,6,True,0,0,0,False,Boston,MAPC
392,B16236,39P,0.516,OTHER RELIEF,ST  1 A/OFF RAMP,NBI,DOT,42,22,44.6447,71,1,31.242,16,1,14800,92.7,9.1,6,True,0,0,0,False,Boston,MAPC
393,B16235,39T,0.7698,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,DOT,42,22,22.9368,71,2,6.6408,14,6,48853,115.8,28.4,6,True,0,0,0,False,Boston,MAPC
394,B16236,39U,0.9862,OTHER RELIEF,ST  1 A,NBI,DOT,42,22,44.7384,71,1,31.9187,12,6,43200,51.5,35.1,6,True,0,0,0,False,Boston,MAPC
395,B16235,39V,0.977,OTHER RELIEF,ST  1 A/NB,NBI,DOT,42,22,21.1151,71,2,3.4008,14,2,26600,62.2,13.7,7,True,0,0,0,False,Boston,MAPC
396,B16236,39W,0.9086,HWY   BNINGTN & NEPTUNE,ST  1 A,NBI,DOT,42,22,48.09,71,1,29.1575,16,6,57000,216.4,36.7,5,True,0,0,0,False,Boston,MAPC
397,B16235,39X,0.9845,OTHER RELIEF,ST  1 A/NB,NBI,DOT,42,22,20.9424,71,1,59.79,12,2,26600,80.5,17,7,True,0,0,0,False,Boston,MAPC
398,B16236,39Y,0.9782,HWY   SARATGA ST & U TRN,ST  1 A,NBI,DOT,42,22,53.5979,71,1,23.6351,12,5,57000,245.4,26.2,5,True,0,0,0,False,Boston,MAPC
399,B16235,3A0,0.6965,RR    BMRR,ST  1 A/SB,NBI,DOT,42,22,21.4392,71,2,0.6755,14,3,49100,211.5,13.9,6,True,0,0,0,False,Boston,MAPC
400,B16235,3A1,0.9906,OTHER RELIEF,ST  1 A/SB,NBI,DOT,42,22,24.8304,71,1,55.0452,14,2,49100,72.5,13.9,7,True,0,0,0,False,Boston,MAPC
401,B16022,3A3,0.4893,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,DOT,42,16,38.9387,71,3,11.8763,14,4,31800,57,15.5,5,True,6,11,17,True,Boston,MAPC
402,S17037,3A4,0.7187,HWY   CONNECTOR RAMP D&K,I  93 ST38 SB RMP,NBI,DOT,42,23,31.5,71,5,4.88,16,2,21400,56.4,10.7,7,True,0,0,0,False,Somerville,MAPC
403,C09015,3A5,0.6972,HWY   WEBSTER AVE,US  1 NE XWAY,NBI,DOT,42,24,14.6376,71,1,45.6599,12,6,101000,23.2,34.3,5,True,0,0,0,False,Chelsea,MAPC
404,C09007,3A6,0.6841,HWY   ARLINGTON & 5TH ST,"US  1 SB BTS 36,PR",NBI,DOT,42,23,39.9119,71,2,7.0763,17,3,27000,381.9,14.3,5,True,0,0,0,True,Chelsea,MAPC
405,C09011,3A7,0.7302,HWY   ORANGE & CARTER ST,US  1 NE XWAY,NBI,DOT,42,24,6.3576,71,2,14.9351,12,6,56000,309.1,27.4,5,True,0,0,0,True,Chelsea,MAPC
406,C09007,3A8,0.7318,RR    MBTA/BMRR,US  1 NE XWAY,NBI,DOT,42,23,45.3515,71,2,7.512,12,6,65000,32.9,28.7,6,True,0,0,0,False,Chelsea,MAPC
407,C09007,3AA,0.6902,HWY   SPRUCE ST,US  1,NBI,DOT,42,23,48.8904,71,2,11.6448,12,6,74500,246.3,28.7,6,True,0,0,0,True,Chelsea,MAPC
408,C09007,3AB,0.7563,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1",NBI,DOT,42,23,41.1251,71,2,5.9676,12,3,36500,266.4,14.3,6,True,0,0,0,True,Chelsea,MAPC
409,M01008,3AF,0.9918,HWY   LYNN ST,US  1,NBI,DOT,42,26,11.7923,71,1,16.6223,12,4,66200,20.4,24,7,True,0,0,0,False,Malden,MAPC
410,R05002,3AG,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,DOT,42,26,7.45,71,1,10.8,12,4,114000,42.3,24.3,5,True,0,0,0,False,Revere,MAPC
411,R05027,3AH,0.8939,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,DOT,42,24,23.9903,71,1,34.1796,12,6,66200,38.7,37.8,5,True,0,0,0,False,Revere,MAPC
