OBJECTID,BDEPT,BIN,AllBridges_2015April_Health_Index,Item_6A,Item_7,Item_8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item_16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item_26,AllBridges_2015April_Item_28A,AllBridges_2015April_Item_29,AllBridges_2015April_Item_49,AllBridges_2015April_Item_52,AllBridges_2015April_Item_58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
666,C01021,4DG,0.9937,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,DOT,42,23,49.0848,71,8,27.9636,14,4,72500,10.4,24.4,N,True,0,0,0,False,Cambridge,MAPC
667,C01020,4DH,0.958,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,DOT,42,23,31.6788,71,8,28.0139,14,4,68000,105.5,25.3,7,True,0,0,0,False,Cambridge,MAPC
668,C01011,4DJ,0.7174,RR    CSX,US  3 MEMORIAL DR,NBI,DOT,42,21,12.8052,71,6,32.4036,14,6,32800,14,31.4,6,True,0,0,0,False,Cambridge,MAPC
669,C01045,4DK,0.997,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.258,71,4,54.0084,14,2,49500,20.7,13.6,6,True,0,0,0,False,Cambridge,MAPC
670,C01040,4DL,0.7555,WATER BROAD CANAL,HWY   LAND BLVD,NBI,DOT,42,21,44.82,71,4,42.1427,14,2,13000,53.3,12.8,5,True,12,17,28,True,Cambridge,MAPC
671,C01008,4DM,0.6727,WATER BROAD CANAL,HWY   FIRST ST,NBI,DOT,42,21,45.0179,71,4,43.86,14,2,19000,36.6,16.9,5,True,0,0,0,True,Cambridge,MAPC
672,C01039,4DN,0.9275,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.1751,71,4,47.424,14,2,12900,156.1,12.8,5,True,0,0,0,False,Cambridge,MAPC
673,C01038,4DP,0.8812,WATER CHARLES RIVER,HWY   MEMORL DR EB,NBI,DOT,42,21,38.6424,71,4,46.6572,14,2,13000,267.6,12.8,4,True,0,0,0,True,Cambridge,MAPC
674,C01023,4DQ,0.9263,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,NBI,DOT,42,21,26.0207,71,5,33.5507,14,4,25000,15.8,33.2,7,True,0,0,0,False,Cambridge,MAPC
675,C01031,4DR,0.878,TR    RED LINE,US  3 /ST2&16/ALWF,NBI,DOT,42,23,46.38,71,8,26.6,14,4,72500,22.6,19.2,5,True,0,0,0,False,Cambridge,MAPC
676,M12003,4DT,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,DOT,42,25,4.9223,71,6,45.36,14,4,50400,19.5,19.2,N,True,0,0,0,False,Medford,MAPC
677,M12005,4DU,0.6699,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,DOT,42,25,5.3724,71,7,36.3431,14,3,29740,18.3,22.3,N,True,0,0,0,False,Medford,MAPC
678,M12008,4DV,0.9066,RR    BMRR,ST 28 FELLSWAY,NBI,DOT,42,24,51.0192,71,5,4.0812,14,4,25000,10.7,28.9,5,True,0,0,0,False,Medford,MAPC
679,M12017,4DW,0.5281,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,DOT,42,24,15.5735,71,4,37.1964,14,6,106000,53.3,28.8,5,True,0,0,0,False,Medford,MAPC
680,M12001,4DX,0.887,WATER MYSTIC RIVER,ST 28 FELLSWAY,NBI,DOT,42,23,58.96,71,5,0.97,14,6,94000,219.5,29.3,5,True,0,0,0,False,Medford,MAPC
681,M12019,4DY,0.9592,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,DOT,42,24,21.2363,71,5,47.1048,14,4,72800,93.6,33.1,5,True,0,0,0,False,Medford,MAPC
682,S17022,4E2,0.8491,RR    MBTA/BMRR,ST 28 MCGRATH HWY,NBI,DOT,42,23,3.7896,71,5,29,14,6,37700,53,32.9,7,True,0,0,0,False,Somerville,MAPC
683,S17024,4E3,0.7627,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,NBI,DOT,42,22,31.6,71,5,8.15,12,6,52000,121.9,26.8,5,True,0,0,0,False,Somerville,MAPC
684,S17025,4E4,0.5628,HWY   GILMAN ST,ST 28 MCGRATH HWY,NBI,DOT,42,23,6.67,71,5,27.63,14,6,32700,16.5,33.5,6,True,0,0,0,False,Somerville,MAPC
685,S17039,4E5,0.5666,HWY   WASHINGTON ST,ST 28 MCGRATH,NBI,DOT,42,22,48.88,71,5,23.08,12,4,38250,198.1,20.9,5,True,0,0,0,False,Somerville,MAPC
686,S17039,4E6,0.6344,HWY   MEDFORD ST,ST 28 SB/MCGRATH,NBI,DOT,42,22,38.5643,71,5,19.644,12,2,19000,235.9,10.4,5,True,0,0,0,False,Somerville,MAPC
687,E12005,4E7,0.9391,RR    MBTA/BMRR,ST 16 REV BCH PKWY,NBI,DOT,42,24,5.9,71,3,49.25,14,6,52800,70.7,25.2,7,True,0,0,0,False,Everett,MAPC
688,E12004,4E9,0.6967,WATER MALDEN RIVER,ST 16 REV BCH PKWY,NBI,DOT,42,24,13.73,71,4,21.33,14,6,73500,94.5,27.1,5,True,10,10,10,True,Everett,MAPC
689,E12008,4EA,0.627,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,NBI,DOT,42,24,7.35,71,3,39.75,14,3,44900,32.9,20.3,7,True,0,0,0,False,Everett,MAPC
690,E12009,4EB,0.5766,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,NBI,DOT,42,24,8.9,71,3,35.05,14,3,13700,36.6,19.8,7,True,0,0,0,False,Everett,MAPC
691,B16458,4ED,0.9878,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,NBI,DOT,42,21,59.8103,71,4,3.9719,12,4,50000,10.7,11.9,7,True,0,0,0,False,Boston,MAPC
692,B16457,4EE,0.7465,HWY   STORROW DR EB,HWY   STORRW DR WB,NBI,MDC,42,21,19.9404,71,4,30.8819,12,2,57770,10.7,11.6,6,True,0,0,0,True,Boston,MAPC
693,B16007,4EG,0.9529,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,NBI,DOT,42,21,9.4355,71,6,38.304,14,4,44000,220.7,19.2,6,True,0,0,0,False,Boston,MAPC
694,B16377,4EH,0.6085,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,NBI,DOT,42,21,39.4991,71,7,3.3995,14,5,40500,20.1,24.4,6,True,0,0,0,False,Boston,MAPC
695,B16462,4EK,0.6431,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,MDC,42,21,21.5,71,4,24.2,12,2,24000,9.4,9.1,6,True,0,0,0,False,Boston,MAPC
696,B16365,4EL,0.5698,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,NBI,DOT,42,20,56.8931,71,5,32.2943,12,4,54300,235.3,18.3,4,True,0,0,0,True,Boston,MAPC
697,B16013,4EM,0.9698,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,DOT,42,22,1.7579,71,4,8.7816,14,5,44000,27.7,25.7,8,True,0,0,0,False,Boston,MAPC
698,B16181,4EN,0.5547,RR    MBTA,HWY   W ROXBRY PKY,NBI,DOT,42,17,11.4864,71,8,51.8639,14,4,21500,11.3,18.9,5,True,0,0,0,True,Boston,MAPC
699,B16010,4EP,0.496,WATER CHARLES RIVER,HWY   WESTERN AVE,NBI,DOT,42,21,51.3072,71,7,0.858,14,3,30000,85.3,18.3,N,True,0,0,0,False,Boston,MAPC
700,B16130,4ER,0.7993,COMB  OLD COLNY&MBTA&RED,HWY   COLUMBIA RD,NBI,DOT,42,19,17.0724,71,3,9.0576,14,4,71000,68.3,21.9,7,True,0,0,0,False,Boston,MAPC
701,B16013,4ET,0.7154,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,DOT,42,22,7.0176,71,4,18.7176,14,6,44000,35.4,26.2,6,True,0,0,0,False,Boston,MAPC
702,B16033,4EU,0.8615,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,DOT,42,18,14.0831,71,2,52.1987,14,6,41300,140.2,27.4,6,True,0,0,0,True,Boston,MAPC
703,B16246,4EV,0.8589,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,NBI,DOT,42,22,18.3036,71,7,58.3103,14,4,41500,112.2,26.2,6,True,0,0,0,True,Boston,MAPC
704,B16367,4EX,0.585,COMB  WASH ST&AMTK&ORNG,ST203 ARBORWAY,NBI,DOT,42,18,5.4144,71,6,48.8483,14,4,34200,503.6,24.4,5,True,0,0,0,True,Boston,MAPC
705,B16012,4EY,0.9663,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,NBI,DOT,42,21,15.804,71,5,28.3164,14,4,28433,659.9,22.6,7,True,0,0,0,False,Boston,MAPC
706,B16009,4F0,0.513,"COMB  ST3,ST28 & CHARLES",ST  3 CAMBRIDGE ST,NBI,DOT,42,21,41.49,71,4,31.6919,14,6,55700,650.7,32.5,4,True,20,25,40,True,Boston,MAPC
707,B16400,4F1,0.5402,HWY   SOLDIERS FIELD RD,HWY   WESTERN AVE,NBI,DOT,42,21,41.7816,71,8,46.2731,14,4,50200,20.1,24.6,6,True,0,0,0,False,Boston,MAPC
708,B16011,4F2,0.5179,WATER CHARLES RIVER,HWY   N HARVARD ST,NBI,DOT,42,22,8.2703,71,7,23.3759,14,4,22800,70.7,19.3,N,True,0,0,0,True,Boston,MAPC
709,B16006,4F3,0.5482,WATER CHARLES RIVER,HWY   CAMBRIDGE ST,NBI,DOT,42,21,40.4748,71,7,0.3179,14,4,32100,64,18.7,N,True,0,0,0,True,Boston,MAPC
710,B16021,4F4,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,DOT,42,16,1.5635,71,5,37.7879,14,7,55000,33.5,36,N,True,0,0,0,False,Boston,MAPC
711,B16196,4F5,1,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,DOT,42,19,15.2759,71,3,3.3984,14,4,26400,33.5,16.3,7,True,0,0,0,False,Boston,MAPC
712,B16179,4F6,0.7959,COMB  I 93 RMP&MBTA&ORNG,HWY   AUSTIN ST,NBI,DOT,42,22,21.2016,71,4,13.386,14,4,30400,556.3,18.3,6,True,0,0,0,True,Boston,MAPC
713,B16390,4F7,0.9867,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,DOT,42,17,3.9731,71,2,22.3044,14,6,83200,310.3,29.9,7,True,0,0,0,False,Boston,MAPC
714,B16014,4F8,0.6764,WATER CHARLES RIVER,US 20 N BEACON ST,NBI,DOT,42,21,32.3423,71,9,41.5547,14,4,30500,62.5,24.1,N,True,0,0,0,False,Boston,MAPC
715,B16027,4F9,0.6804,WATER NEPONSET RIVER,HWY   NEPNST V PKY,NBI,DOT,42,14,4.3691,71,7,21.9072,14,2,28600,21,16.2,N,True,17,25,40,False,Boston,MAPC
716,B16459,4FA,1,WATER PATTENS COVE,HWY   MORRSSEY BLV,NBI,DOT,42,18,46.6451,71,2,47.4684,14,7,57900,9.3,47.5,8,True,0,0,0,False,Boston,MAPC
717,B16188,4FC,0.438,WATER MUDDY RIVER,HWY   BOYLSTON ST,NBI,DOT,42,20,48.1703,71,5,31.6752,14,4,41300,19.2,30.4,N,True,0,0,0,False,Boston,MAPC
718,B16052,4FE,0.6025,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,NBI,DOT,42,20,51.9612,71,5,32.5,14,4,62929,109.4,13.8,4,True,0,0,0,True,Boston,MAPC
719,B16365,4FF,0.6952,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,NBI,DOT,42,21,1.6451,71,5,33.9936,12,2,9143,152.4,9.1,4,True,22,27,36,True,Boston,MAPC
720,B16365,4FG,0.5767,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,DOT,42,21,1.3968,71,5,33.1259,12,2,13600,67.1,9.8,4,True,0,0,0,True,Boston,MAPC
721,B16365,4FH,0.5524,OTHER RELIEF,HWY   BWKR NB OFRP,NBI,DOT,42,21,2.5848,71,5,32.1791,12,2,10062,64,7.3,4,True,0,0,0,True,Boston,MAPC
722,B16365,4FJ,0.4974,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,DOT,42,21,1.8,71,5,31.5,12,2,15074,45.7,9.1,4,True,0,0,0,True,Boston,MAPC
723,B16365,4FK,0.4952,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,DOT,42,21,3.87,71,5,33.7416,12,2,32400,201.2,9.1,4,True,0,0,0,True,Boston,MAPC
724,B16365,4FL,0.9865,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,DOT,42,21,5.0544,71,5,34.7675,12,2,16700,128,8.6,7,True,0,0,0,False,Boston,MAPC
725,B16257,4FM,0.9215,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,DOT,42,21,44.4348,71,4,18.4656,12,2,9700,151.2,9.8,6,True,0,0,0,False,Boston,MAPC
726,B16258,4FN,0.8513,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,DOT,42,21,44.7912,71,4,15.8952,12,2,10500,47.2,9.8,7,True,0,0,0,True,Boston,MAPC
727,B16376,4FP,0.6703,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,NBI,DOT,42,22,6.0743,71,7,25.2875,14,4,32000,19.2,22.9,5,True,0,0,0,False,Boston,MAPC
728,B16390,4FQ,0.9495,OTHER RELIEF,ST  3 A/HNCK OFFRP,NBI,DOT,42,16,57.9431,71,2,15.1403,14,1,13600,67.7,8.7,7,True,0,0,0,False,Boston,MAPC
729,B16390,4FT,0.9983,OTHER RELIEF,ST  3 A/HANCK ONRP,NBI,DOT,42,16,59.0267,71,2,14.4816,14,2,16800,68,9.1,8,True,20,25,36,False,Boston,MAPC
730,S20024,4NM,0.928,HWY   WOODLAND RD,I  90 EB,NBI,DOT,42,16,50.1131,71,30,53.2044,11,3,48000,12.8,17.2,6,True,0,0,0,False,Southborough,MAPC
731,S20024,4NN,0.899,HWY   WOODLAND RD,I  90 WB,NBI,DOT,42,16,50.714412,71,30,53.4162,11,3,48000,12.8,17.2,6,True,0,0,0,False,Southborough,MAPC
732,S20023,4NP,0.7354,ST 85 CORDAVILLE RD,I  90 EB,NBI,DOT,42,16,40.677,71,31,30.6912,11,3,47093,35.1,17.2,5,True,0,0,0,False,Southborough,MAPC
733,S20023,4NQ,0.8979,ST 85 CORDAVILLE RD,I  90 WB,NBI,DOT,42,16,41.3832,71,31,30.7266,11,3,47093,35.61,17.2,5,True,0,0,0,False,Southborough,MAPC
734,S20022,4NR,0.8888,HWY   PARKERVILLE RD,I  90 EB,NBI,DOT,42,16,30.9606,71,32,9.2148,11,6,46936,13.72,17.2,5,True,0,0,0,False,Southborough,MAPC
735,S20022,4NT,0.8943,HWY   PARKERVILLE RD,I  90 WB,NBI,DOT,42,16,31.6884,71,32,9.1284,11,3,68385,14,17.2,6,True,0,0,0,False,Southborough,MAPC
736,H23014,4NU,0.9922,WATER SUDBURY RIVER,I  90,NBI,DOT,42,16,2.5608,71,33,46.4508,11,6,94186,9.1,0,N,True,0,0,0,False,Hopkinton,MAPC
737,H23013,4NV,0.7052,I  90,I  90 RMPS INT 11A,NBI,DOT,42,15,52.3115,71,34,10.2828,11,4,10000,83.9,15.9,7,True,0,0,0,False,Hopkinton,MAPC
738,H23015,4NW,0.7333,ST135 WOOD ST,I  90 EB,NBI,DOT,42,15,1.5942,71,35,8.5266,1,6,89239,39.1,17.2,6,True,0,0,0,False,Hopkinton,MAPC
739,H23015,4NX,0.6514,ST135 WOOD ST,I  90 WB,NBI,DOT,42,15,1.9686,71,35,9.4806,1,3,89239,39.1,17.2,6,True,0,0,0,False,Hopkinton,MAPC
740,F07060,4P0,0.94,I  90,I  90 RAMPS INT 13,NBI,DOT,42,18,46.3499,71,23,5.3592,12,3,45000,71.9,16.7,6,True,0,0,0,False,Framingham,MAPC
741,F07061,4P1,0.5312,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,DOT,42,18,27.3023,71,23,14.6724,12,2,45000,38.4,15.8,7,True,0,0,0,False,Framingham,MAPC
742,F07047,4P2,0.6887,RR    CSX,I  90 EB,NBI,DOT,42,18,47.5338,71,23,16.4148,11,4,52000,43,22.1,7,True,0,0,0,False,Framingham,MAPC
743,F07047,4P3,0.6833,RR    CSX,I  90 WB,NBI,DOT,42,18,48.4812,71,23,17.142,11,3,52000,43,19,6,True,0,0,0,False,Framingham,MAPC
744,F07058,4P5,0.7768,ST126 CONCORD ST,I  90 EB,NBI,DOT,42,18,55.3428,71,24,3.078,11,3,55000,38.1,19.5,6,True,0,0,0,False,Framingham,MAPC
745,F07058,4P6,0.8168,ST126 CONCORD ST,I  90 WB,NBI,DOT,42,18,56.0412,71,24,3.189,11,3,55000,38.1,19.5,6,True,0,0,0,False,Framingham,MAPC
746,F07046,4P7,0.7748,WATER SUDBURY RIVER,I  90 EB,NBI,DOT,42,18,51.5124,71,24,59.0358,11,3,55000,54.9,18.6,6,True,0,0,0,False,Framingham,MAPC
747,F07046,4P8,0.7068,WATER SUDBURY RIVER,I  90 WB,NBI,DOT,42,18,51.9546,71,24,59.5584,11,3,55000,54.9,18.6,6,True,0,0,0,False,Framingham,MAPC
748,F07057,4P9,0.6056,HWY   CENTRAL ST,I  90 EB,NBI,DOT,42,18,52.4016,71,24,55.5551,11,3,55000,20.5,19.1,6,True,0,0,0,False,Framingham,MAPC
749,F07057,4PA,0.6052,HWY   CENTRAL ST,I  90 WB,NBI,DOT,42,18,52.9955,71,24,55.422,11,3,55000,20.5,19.1,7,True,0,0,0,False,Framingham,MAPC
750,F07056,4PB,0.7857,HWY   EDGELL RD,I  90 EB,NBI,DOT,42,18,33.966,71,26,11.1335,11,3,52510,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
751,F07056,4PC,0.7593,HWY   EDGELL RD,I  90 WB,NBI,DOT,42,18,34.1531,71,26,11.328,11,3,52510,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
752,F07048,4PG,0.7932,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,DOT,42,18,40.8162,71,23,9.0702,12,6,35000,12.2,30,7,True,0,0,0,False,Framingham,MAPC
753,F07045,4PH,0.5989,WATER MDC RES 3,I  90 EB,NBI,DOT,42,18,1.9692,71,28,12.9935,11,3,82000,39.3,19.5,5,True,0,0,0,True,Framingham,MAPC
754,F07045,4PJ,0.6994,WATER MDC RES 3,I  90 WB,NBI,DOT,42,18,2.4911,71,28,13.206,11,3,82000,39.3,19.5,5,True,0,0,0,True,Framingham,MAPC
755,F07044,4PK,0.8712,RR    CSX,I  90,NBI,DOT,42,17,55.7592,71,28,32.0051,11,6,105000,17.7,45,N,True,0,0,0,False,Framingham,MAPC
756,F07050,4PL,0.799,I  90,ST  9 WORCESTER RD,NBI,DOT,42,17,48.5232,71,28,43.176,12,6,55000,101.5,31,6,True,0,0,0,False,Framingham,MAPC
757,F07051,4PM,0.9315,ST  9 WORCESTER RD,I  90 RAMP,NBI,DOT,42,17,48.6023,71,28,34.5108,12,2,2000,51.5,16.8,5,True,0,0,0,False,Framingham,MAPC
758,F07049,4PN,0.3903,I  90,I  90 RAMPS INT 12,NBI,DOT,42,17,38.6484,71,28,58.0476,12,3,10600,61.3,16.8,6,True,0,0,0,False,Framingham,MAPC
759,F07062,4PP,0.765,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,DOT,42,18,39.4019,71,23,9.9744,12,5,45000,24.6,29.7,6,True,0,0,0,False,Framingham,MAPC
760,N03036,4PQ,0.6595,I  90,ST 30 COMM RD,NBI,DOT,42,18,40.5684,71,22,27.462,14,2,15000,87.8,18,6,True,0,0,0,False,Natick,MAPC
761,N03038,4PR,0.9404,HWY   INDIAN ROCK ROAD,I  90 EB,NBI,DOT,42,19,42.5891,71,19,45.8111,11,3,62500,9.9,18.4,6,True,0,0,0,False,Natick,MAPC
762,N03038,4PT,0.99,HWY   INDIAN ROCK ROAD,I  90 WB,NBI,DOT,42,19,43.3272,71,19,45.7931,11,3,60000,9.9,18.4,6,True,0,0,0,False,Natick,MAPC
763,N03037,4PU,0.5851,ST 27 N MAIN ST,I  90 EB,NBI,DOT,42,18,51.6852,71,21,38.2139,11,3,67000,44.5,19.8,7,True,0,0,0,False,Natick,MAPC
764,N03037,4PV,0.6224,ST 27 N MAIN ST,I  90 WB,NBI,DOT,42,18,52.0668,71,21,38.9195,11,3,67000,44.5,19.8,7,True,0,0,0,False,Natick,MAPC
765,W29048,4PX,0.8265,ST 30 SOUTH AV& I95 RMPS,I  90 RAMP D,NBI,DOT,42,20,37.7592,71,15,49.5503,11,3,30518,140.8,13.6,7,True,0,0,0,False,Weston,MAPC
766,W29049,4PY,0.7968,HWY   NORUMBEGA RD,US 90 RAMP D,NBI,DOT,42,20,46.0572,71,15,46.5659,11,2,27875,20.1,11,5,True,0,0,0,False,Weston,MAPC
767,W29041,4Q2,0.6159,OTHER AQDCT AT WLLSLY ST,I  90,NBI,DOT,42,20,7.3499,71,18,24.4799,11,6,105000,7.7,19.2,N,True,0,0,0,False,Weston,MAPC
768,W29042,4Q3,0.9198,HWY   WELLESLEY ST,I  90 EB,NBI,DOT,42,20,7.3607,71,18,24.444,11,3,99459,19.8,18.4,7,True,0,0,0,False,Weston,MAPC
769,W29042,4Q4,0.9323,HWY   WELLESLEY ST,I  90 WB,NBI,DOT,42,20,7.3032,71,18,24.4223,11,3,99459,19.8,18.4,6,True,0,0,0,False,Weston,MAPC
770,W29044,4Q6,0.67,WATER AQDCT AT SHAYLR LN,I  90,NBI,DOT,42,20,18.3659,71,17,2.6555,11,6,99600,12.8,32.3,N,True,0,0,0,False,Weston,MAPC
771,W29045,4Q7,0.9614,HWY   RIDGEWAY RD,I  90 EB,NBI,DOT,42,20,19.6223,71,16,37.4915,11,4,100000,17.5,18.6,7,True,0,0,0,False,Weston,MAPC
772,W29045,4Q8,0.9393,HWY   RIDGEWAY RD,I  90 WB,NBI,DOT,42,20,20.1516,71,16,37.3188,11,4,100000,17.5,18.6,7,True,0,0,0,False,Weston,MAPC
773,W29053,4Q9,0.549,I  90,I  90 RAMP J,NBI,DOT,42,20,20.2,71,16,21.5,11,2,28965,73.5,11,7,True,0,0,0,False,Weston,MAPC
774,W29046,4QA,0.8423,OTHER MDC AQUEDUCT,I  90 RAMPS J & L,NBI,DOT,42,20,23.2908,71,16,19.4159,11,4,62600,15.8,34.7,4,True,0,0,0,True,Weston,MAPC
775,W29055,4QD,0.6895,I  90 & RAMP K,I  90 RAMP G,NBI,DOT,42,20,19.5,71,16,2,11,2,28578,69.8,9.1,5,True,0,0,0,False,Weston,MAPC
776,W29057,4QE,0.4601,OTHER MDC AQUEDUCT,I  90 RAMP G,NBI,DOT,42,20,29.4432,71,15,56.5704,11,2,25593,37.2,8.5,5,True,0,0,0,True,Weston,MAPC
777,W29056,4QF,1,OTHER MDC AQUEDUCT,I  90 RAMP H2,NBI,DOT,42,20,25.5228,71,15,58.212,11,2,24240,14.3,7.3,7,True,0,0,0,False,Weston,MAPC
778,W29058,4QG,0.4829,I  90 RAMPS A & B,I  90 RAMP G,NBI,DOT,42,20,27.9599,71,15,57.6899,11,2,25500,61.6,8.5,5,True,0,0,0,False,Weston,MAPC
779,W29061,4QH,0.6929,OTHER MDC AQUEDUCT,I  95 NB RAMP,NBI,DOT,42,20,24.7055,71,15,35.3483,17,2,30400,8.5,11.6,N,True,0,0,0,False,Weston,MAPC
780,N12064,4QJ,0.6779,COMB  I 95 & CHARLES RIV,I  90 RAMPS,NBI,DOT,42,20,25.4471,71,15,43.5168,11,4,49803,180.4,10.4,5,True,0,0,0,False,Newton,MAPC
781,N12066,4QK,0.6784,COMB  I 95 & CHARLES RIV,I  90,NBI,DOT,42,20,27.2472,71,15,40.536,11,6,122923,316.1,14,5,True,0,0,0,False,Newton,MAPC
782,N12065,4QL,0.5484,WATER CHARLES RIVER,I  90 RAMPS A & B,NBI,DOT,42,20,27.9024,71,15,35.172,11,4,49803,91.6,21.9,4,True,0,0,0,True,Newton,MAPC
783,N12073,4QM,0.932,HWY   CHARLES ST,I  90,NBI,DOT,42,20,33.1547,71,15,25.0919,11,6,104400,12.5,28,N,True,0,0,0,False,Newton,MAPC
784,N12067,4QN,0.5712,RR    CSX/MBTA,I  90,NBI,DOT,42,20,35.6964,71,15,16.7112,11,6,125700,35.4,27.7,5,True,0,0,0,False,Newton,MAPC
785,N12029,4QR,0.5668,COMB  I 90 & CSX/MBTA,ST 30 COMM AVE,NBI,DOT,42,20,48.1091,71,14,31.8587,14,2,21300,57,16.2,7,True,0,0,0,False,Newton,MAPC
786,N12027,4QW,0.511,COMB  I 90 & CSX/MBTA,ST 16 WB/WSHGTN ST,NBI,DOT,42,20,51.5292,71,13,55.4,12,5,25300,51.8,28.6,4,True,0,0,0,True,Newton,MAPC
787,N12015,4QX,0.3357,COMB  I 90 & CSX/MBTA,ST 16 EB/PUTNAM ST,NBI,DOT,42,20,52.1951,71,13,44.112,19,3,12200,64,20.2,7,True,0,0,0,False,Newton,MAPC
788,N12016,4R6,0.7929,COMB  I 90 & CSX/MBTA,HWY   CENTRE ST.,NBI,DOT,42,21,21.1572,71,11,17,14,4,32000,51.2,24.4,6,True,0,0,0,False,Newton,MAPC
789,N12014,4R8,0.603,COMB  I 90 & CSX/MBTA,HWY   WASHNGTON ST,NBI,DOT,42,21,24.5664,71,11,1.2911,14,3,39000,67.1,25.1,6,True,0,0,0,False,Newton,MAPC
790,N12071,4RB,0.4668,RR    CSX/MBTA,I  90,NBI,DOT,42,21,27.4895,71,10,25.8923,11,4,121547,58.8,16.5,5,True,0,0,0,True,Newton,MAPC
791,B27018,4RC,0.7277,COMB  I 90 & CSX/MBTA,HWY   CARLTON ST,NBI,DOT,42,20,58.596,71,6,33.47,14,4,29200,61.6,19.9,6,True,0,0,0,False,Brookline,MAPC
792,B16056,4RE,0.25,COMB  I 90 & MBTA/CSX,HWY   CAMBRIDGE ST,NBI,DOT,42,21,22.8,71,7,50.63,14,6,30100,144.5,23.5,4,True,0,0,0,True,Boston,MAPC
793,B16046,4RF,0.8485,COMB  I 90 &CSX &ORNG LN,ST 28 NB/COLUMBUS,NBI,DOT,42,20,52.4688,71,4,22,14,4,111,58.2,25.2,6,True,0,0,0,False,Boston,MAPC
794,B16353,4RG,0.9641,HWY   SERVICE RD,I  90,NBI,DOT,42,21,24.192,71,7,39.8315,11,8,134400,8.5,35.1,6,True,0,0,0,False,Boston,MAPC
795,B16354,4RH,0.9836,RR    CSX LEAD TRACK,I  90,NBI,DOT,42,21,24.87,71,7,37.3,11,8,134400,14,36.6,6,True,0,0,0,False,Boston,MAPC
796,B16060,4RJ,0.501,US 20 N BEACON ST,I  90 EB,NBI,DOT,42,21,27.81,71,9,14.65,11,4,104393,37.8,17.5,5,True,0,0,0,False,Boston,MAPC
797,B16060,4RK,0.6655,US 20 N BEACON ST,I  90 WB,NBI,DOT,42,21,28.4724,71,9,15.58,11,4,104393,37.8,17.5,4,True,0,0,0,True,Boston,MAPC
798,B16061,4RL,0.5776,HWY   PARSONS ST,I  90 EB,NBI,DOT,42,21,27.4932,71,9,28.03,11,4,125000,19.2,17.5,5,True,0,0,0,False,Boston,MAPC
