OBJECTID,AllBridges_2016April_BDEPT,AllBridges_2016April_BIN,AllBridges_2016April_Health_Index,AllBridges_2016April_Item_6A,AllBridges_2016April_Item_7,AllBridges_2016April_Item_8,AllBridges_2016April_Item_8_Bridge_Cat,AllBridges_2016April_Item_8_Owner,AllBridges_2016April_Item_16A,AllBridges_2016April_Item_16B,AllBridges_2016April_Item_16C,AllBridges_2016April_Item_17A,AllBridges_2016April_Item_17B,AllBridges_2016April_Item_17C,AllBridges_2016April_Item_26,AllBridges_2016April_Item_28A,AllBridges_2016April_Item_29,AllBridges_2016April_Item_49,AllBridges_2016April_Item_51,AllBridges_2016April_Item_52,AllBridges_2016April_Item_58,AllBridges_2016April_Item_104,AllBridges_2016April_Posting_2_Axle,AllBridges_2016April_Posting_3_Axle,AllBridges_2016April_Posting_5_Axle,AllBridges_2016April_Struct_Def,AllBridges_2016April_Town_Name
4527,M12005,4DU,0.6699,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,M120054DUDOTNBI,NBI,DOT,42,25,5.3724,71,7,36.3431,14,3,29740,18.3,15.1,22.3,N,TRUE,0,0,0,FALSE,Medford
4528,M12008,4DV,0.9066,RR    BMRR,ST 28 FELLSWAY,M120084DVDOTNBI,NBI,DOT,42,24,51.0192,71,5,4.0812,14,4,25000,10.7,24.4,28.9,4,TRUE,0,0,0,TRUE,Medford
4529,M12017,4DW,0.5281,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,M120174DWDOTNBI,NBI,DOT,42,24,15.5735,71,4,37.1964,14,6,106000,53.3,24.7,28.8,5,TRUE,0,0,0,FALSE,Medford
4530,M12001,4DX,0.8816,WATER MYSTIC RIVER,ST 28 FELLSWAY,M120014DXDOTNBI,NBI,DOT,42,23,58.96,71,5,0.97,14,6,103000,219.5,24.4,29.3,5,TRUE,0,0,0,FALSE,Medford
4531,M12019,4DY,0.9592,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,M120194DYDOTNBI,NBI,DOT,42,24,21.2363,71,5,47.1048,14,4,72800,93.6,28.7,33.1,5,TRUE,0,0,0,FALSE,Medford
4534,S17022,4.00E+02,0.6607,RR    MBTA/BMRR,ST 28 MCGRATH HWY,S170224E2DOTNBI,NBI,DOT,42,23,3.7896,71,5,29,14,6,37700,53,24.4,32.9,7,TRUE,0,0,0,TRUE,Somerville
4535,S17024,4.00E+03,0.7627,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,S170244E3DOTNBI,NBI,DOT,42,22,31.6,71,5,8.15,12,6,32700,121.9,21.9,26.8,5,TRUE,0,0,0,FALSE,Somerville
4536,S17025,4.00E+04,0.5628,HWY   GILMAN ST,ST 28 MCGRATH HWY,S170254E4DOTNBI,NBI,DOT,42,23,6.67,71,5,27.63,14,6,32700,16.5,25.9,33.5,6,TRUE,0,0,0,FALSE,Somerville
4537,S17039,4.00E+05,0.5666,HWY   WASHINGTON ST,ST 28 MCGRATH,S170394E5DOTNBI,NBI,DOT,42,22,48.88,71,5,23.08,12,4,32100,198.1,17.2,20.9,6,TRUE,0,0,0,FALSE,Somerville
4538,S17039,4.00E+06,0.6344,HWY   MEDFORD ST,ST 28 SB/MCGRATH,S170394E6DOTNBI,NBI,DOT,42,22,38.5643,71,5,19.644,12,2,19000,235.9,8.5,10.4,5,TRUE,0,0,0,FALSE,Somerville
4539,E12005,4.00E+07,0.9391,RR    MBTA/BMRR,ST 16 REV BCH PKWY,E120054E7DOTNBI,NBI,DOT,42,24,5.9,71,3,49.25,14,6,52800,70.7,22.6,25.2,7,TRUE,0,0,0,FALSE,Everett
4541,E12004,4.00E+09,0.6967,WATER MALDEN RIVER,ST 16 REV BCH PKWY,E120044E9DOTNBI,NBI,DOT,42,24,13.73,71,4,21.33,14,6,116500,94.5,22.6,27.1,5,TRUE,10,10,10,TRUE,Everett
4542,E12008,4EA,0.627,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,E120084EADOTNBI,NBI,DOT,42,24,7.35,71,3,39.75,14,3,44900,32.9,15.7,20.3,7,TRUE,0,0,0,FALSE,Everett
4543,E12009,4EB,0.5766,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,E120094EBDOTNBI,NBI,DOT,42,24,8.9,71,3,35.05,14,3,13700,36.6,15.4,19.8,7,TRUE,0,0,0,FALSE,Everett
4545,B16458,4ED,0.9878,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,B164584EDDOTNBI,NBI,DOT,42,21,59.8103,71,4,3.9719,12,4,35600,10.7,9.8,11.9,7,TRUE,0,0,0,FALSE,Boston
4546,B16457,4EE,0.6579,HWY   STORROW DR EB,HWY   STORRW DR WB,B164574EEMDCNBI,NBI,MDC,42,21,19.9404,71,4,30.8819,12,2,57770,10.7,7.3,11.6,4,TRUE,0,0,0,TRUE,Boston
4548,B16007,4EG,0.9529,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,B160074EGDOTNBI,NBI,DOT,42,21,9.4355,71,6,38.304,14,4,44000,220.7,12.2,19.2,6,TRUE,0,0,0,FALSE,Boston
4549,B16377,4EH,0.6085,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,B163774EHDOTNBI,NBI,DOT,42,21,39.4991,71,7,3.3995,14,5,40500,20.1,18.3,24.4,6,TRUE,0,0,0,FALSE,Boston
4551,B16462,4EK,0.6431,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,B164624EKMDCNBI,NBI,MDC,42,21,21.5,71,4,24.2,12,2,24000,9.4,7.3,9.1,5,TRUE,0,0,0,FALSE,Boston
4552,B16365,4EL,0.5702,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,B163654ELDOTNBI,NBI,DOT,42,20,56.8931,71,5,32.2943,12,4,54300,235.3,17.1,18.3,4,TRUE,0,0,0,TRUE,Boston
4553,B16013,4EM,0.9698,WATER CHARLES RIVER,ST 28 CHAS R DM RD,B160134EMDOTNBI,NBI,DOT,42,22,1.7579,71,4,8.7816,14,5,44000,27.7,18.4,25.7,8,TRUE,0,0,0,FALSE,Boston
4554,B16181,4EN,0.5547,RR    MBTA,HWY   W ROXBRY PKY,B161814ENDOTNBI,NBI,DOT,42,17,11.4864,71,8,51.8639,14,4,21500,11.3,12.2,18.9,5,TRUE,0,0,0,TRUE,Boston
4555,B16010,4EP,0.496,WATER CHARLES RIVER,HWY   WESTERN AVE,B160104EPDOTNBI,NBI,DOT,42,21,51.3072,71,7,0.858,14,3,20043,85.3,12.2,18.3,N,TRUE,0,0,0,FALSE,Boston
4557,B16130,4ER,0.7993,COMB  OLD COLNY&MBTA&RED,HWY   COLUMBIA RD,B161304ERDOTNBI,NBI,DOT,42,19,17.0724,71,3,9.0576,14,4,71000,68.3,15.2,21.9,7,TRUE,0,0,0,FALSE,Boston
4558,B16013,4ET,0.7154,WATER CHARLES RIVER,ST 28 CHAS R DM RD,B160134ETDOTNBI,NBI,DOT,42,22,7.0176,71,4,18.7176,14,6,44000,35.4,19.8,26.2,6,TRUE,0,0,0,FALSE,Boston
4559,B16033,4EU,0.8615,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,B160334EUDOTNBI,NBI,DOT,42,18,14.0831,71,2,52.1987,14,6,41300,140.2,23.8,27.4,6,TRUE,0,0,0,TRUE,Boston
4560,B16246,4EV,0.8589,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,B162464EVDOTNBI,NBI,DOT,42,22,18.3036,71,7,58.3103,14,4,52800,112.2,18.3,26.2,6,TRUE,0,0,0,TRUE,Boston
4562,B16367,4EX,0.5852,OTHER WASH ST&AMTK&ORNG,OTHER REMOVED 2015,B163674EXDOTREM,REM,DOT,42,18,5.4144,71,6,48.8483,14,4,34200,503.6,16.5,24.4,5,TRUE,0,0,0,FALSE,Boston
4563,B16012,4EY,0.967,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,B160124EYDOTNBI,NBI,DOT,42,21,15.804,71,5,28.3164,14,4,27500,659.9,15.8,22.6,7,TRUE,0,0,0,FALSE,Boston
4564,B16009,4F0,0.5136,"COMB  ST3,ST28 & CHARLES",ST  3 CAMBRIDGE ST,B160094F0DOTNBI,NBI,DOT,42,21,41.49,71,4,31.6919,14,6,55700,650.7,27.6,32.5,4,TRUE,20,25,40,TRUE,Boston
4565,B16400,4F1,0.5402,HWY   SOLDIERS FIELD RD,HWY   WESTERN AVE,B164004F1DOTNBI,NBI,DOT,42,21,41.7816,71,8,46.2731,14,4,50200,20.1,20.7,24.6,6,TRUE,0,0,0,FALSE,Boston
4566,B16011,4F2,0.5179,WATER CHARLES RIVER,HWY   N HARVARD ST,B160114F2DOTNBI,NBI,DOT,42,22,8.2703,71,7,23.3759,14,4,22800,70.7,12.2,19.3,N,TRUE,0,0,0,TRUE,Boston
4567,B16006,4F3,0.5482,WATER CHARLES RIVER,HWY   CAMBRIDGE ST,B160064F3DOTNBI,NBI,DOT,42,21,40.4748,71,7,0.3179,14,4,32100,64,12.2,18.7,N,TRUE,0,0,0,TRUE,Boston
4568,B16021,4F4,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,B160214F4DOTNBI,NBI,DOT,42,16,1.5635,71,5,37.7879,14,7,55000,33.5,26.8,36,N,TRUE,0,0,0,FALSE,Boston
4569,B16196,4F5,1,HWY   MT VERNON ST,HWY   MORRSSEY BLV,B161964F5DOTNBI,NBI,DOT,42,19,15.2759,71,3,3.3984,14,4,26400,33.5,14.6,16.3,7,TRUE,0,0,0,FALSE,Boston
4570,B16179,4F6,0.7825,COMB  I 93 RMP&MBTA&ORNG,HWY   AUSTIN ST,B161794F6DOTNBI,NBI,DOT,42,22,21.2016,71,4,13.386,14,4,36700,556.3,15.2,18.3,6,TRUE,0,0,0,TRUE,Boston
4571,B16390,4F7,0.9867,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,B163904F7DOTNBI,NBI,DOT,42,17,3.9731,71,2,22.3044,14,6,91150,310.3,24.4,29.9,7,TRUE,0,0,0,FALSE,Boston
4572,B16014,4F8,0.6764,WATER CHARLES RIVER,US 20 N BEACON ST,B160144F8DOTNBI,NBI,DOT,42,21,32.3423,71,9,41.5547,14,4,28707,62.5,16.5,24.1,N,TRUE,0,0,0,FALSE,Boston
4573,B16027,4F9,0.6804,WATER NEPONSET RIVER,HWY   NEPNST V PKY,B160274F9DOTNBI,NBI,DOT,42,14,4.3691,71,7,21.9072,14,2,29200,21,12.2,16.2,N,TRUE,17,25,40,FALSE,Boston
4574,B16459,4FA,1,WATER PATTENS COVE,HWY   MORRSSEY BLV,B164594FADOTNBI,NBI,DOT,42,18,46.6451,71,2,47.4684,14,7,35212,9.3,31.8,47.5,7,TRUE,0,0,0,FALSE,Boston
4576,B16188,4FC,0.438,WATER MUDDY RIVER,HWY   BOYLSTON ST,B161884FCDOTNBI,NBI,DOT,42,20,48.1703,71,5,31.6752,14,4,27400,19.2,21,30.4,N,TRUE,0,0,0,FALSE,Boston
4578,B16052,4FE,0.6025,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,B160524FEDOTNBI,NBI,DOT,42,20,51.9612,71,5,32.5,14,4,62929,109.4,11,13.8,4,TRUE,0,0,0,TRUE,Boston
4579,B16365,4FF,0.6927,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,B163654FFDOTNBI,NBI,DOT,42,21,1.6451,71,5,33.9936,12,2,9143,152.4,7.3,9.1,6,TRUE,22,27,36,TRUE,Boston
4580,B16365,4FG,0.578,WATER MUDDY RIVER,HWY   BWKR SB ONRP,B163654FGDOTNBI,NBI,DOT,42,21,1.3968,71,5,33.1259,12,2,13600,67.1,7.9,9.8,4,TRUE,0,0,0,TRUE,Boston
4581,B16365,4FH,0.5864,OTHER RELIEF,HWY   BWKR NB OFRP,B163654FHDOTNBI,NBI,DOT,42,21,2.5848,71,5,32.1791,12,2,10062,64,6.7,7.3,4,TRUE,0,0,0,TRUE,Boston
4582,B16365,4FJ,0.5572,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,B163654FJDOTNBI,NBI,DOT,42,21,1.8,71,5,31.5,12,2,15074,45.7,7.3,9.1,4,TRUE,0,0,0,TRUE,Boston
4583,B16365,4FK,0.4952,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,B163654FKDOTNBI,NBI,DOT,42,21,3.87,71,5,33.7416,12,2,32400,201.2,7.3,9.1,4,TRUE,0,0,0,TRUE,Boston
4584,B16365,4FL,0.9865,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,B163654FLDOTNBI,NBI,DOT,42,21,5.0544,71,5,34.7675,12,2,16700,128,7.9,8.6,7,TRUE,0,0,0,FALSE,Boston
4585,B16257,4FM,0.9142,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,B162574FMDOTNBI,NBI,DOT,42,21,44.4348,71,4,18.4656,12,2,15129,151.2,9.1,9.8,6,TRUE,0,0,0,FALSE,Boston
4586,B16258,4FN,0.8497,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,B162584FNDOTNBI,NBI,DOT,42,21,44.7912,71,4,15.8952,12,2,9569,47.2,9.1,9.8,7,TRUE,0,0,0,TRUE,Boston
4587,B16376,4FP,0.6703,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,B163764FPDOTNBI,NBI,DOT,42,22,6.0743,71,7,25.2875,14,4,32000,19.2,15.8,22.9,5,TRUE,0,0,0,FALSE,Boston
4588,B16390,4FQ,0.9495,OTHER RELIEF,ST  3 A/HNCK OFFRP,B163904FQDOTNBI,NBI,DOT,42,16,57.9431,71,2,15.1403,14,1,18864,67.7,5,8.7,7,TRUE,0,0,0,FALSE,Boston
4590,B16390,4FT,0.9983,OTHER RELIEF,ST  3 A/HANCK ONRP,B163904FTDOTNBI,NBI,DOT,42,16,59.0267,71,2,14.4816,14,2,23040,68,7.3,9.1,8,TRUE,20,25,36,FALSE,Boston
4592,W43027,4FV,0.833333333,I  95 /ST128,OTHER WATR MN@WASH,W430274FVWRAUTL,UTL,WRA,42,30,24,71,6,60,9,0,178901,65.5,0,3.1,N,TRUE,0,0,0,FALSE,Woburn
4809,S20024,4NM,0.928,HWY   WOODLAND RD,I  90 EB,S200244NMDOTNBI,NBI,DOT,42,16,50.1131,71,30,53.2044,11,3,48000,12.8,15.47,17.2,6,TRUE,0,0,0,FALSE,Southborough
4810,S20024,4NN,0.899,HWY   WOODLAND RD,I  90 WB,S200244NNDOTNBI,NBI,DOT,42,16,50.714412,71,30,53.4162,11,3,48000,12.8,15.4,17.2,6,TRUE,0,0,0,FALSE,Southborough
4811,S20023,4NP,0.7354,ST 85 CORDAVILLE RD,I  90 EB,S200234NPDOTNBI,NBI,DOT,42,16,40.677,71,31,30.6912,11,3,47093,35.1,16,17.2,5,TRUE,0,0,0,FALSE,Southborough
4812,S20023,4NQ,0.8979,ST 85 CORDAVILLE RD,I  90 WB,S200234NQDOTNBI,NBI,DOT,42,16,41.3832,71,31,30.7266,11,3,47093,35.61,16,17.2,5,TRUE,0,0,0,FALSE,Southborough
4813,S20022,4NR,0.8888,HWY   PARKERVILLE RD,I  90 EB,S200224NRDOTNBI,NBI,DOT,42,16,30.9606,71,32,9.2148,11,6,46936,13.72,16,17.2,5,TRUE,0,0,0,FALSE,Southborough
4814,S20022,4NT,0.8943,HWY   PARKERVILLE RD,I  90 WB,S200224NTDOTNBI,NBI,DOT,42,16,31.6884,71,32,9.1284,11,3,68385,14,16.1,17.2,6,TRUE,0,0,0,FALSE,Southborough
4815,H23014,4NU,0.9922,WATER SUDBURY RIVER,I  90,H230144NUDOTNBI,NBI,DOT,42,16,2.5608,71,33,46.4508,11,6,94186,9.1,0,0,N,TRUE,0,0,0,FALSE,Hopkinton
4816,H23013,4NV,0.7052,I  90,I  90 RMPS INT 11A,H230134NVDOTNBI,NBI,DOT,42,15,52.3115,71,34,10.2828,11,4,10000,83.9,14,15.9,7,TRUE,0,0,0,FALSE,Hopkinton
4817,H23015,4NW,0.7333,ST135 WOOD ST,I  90 EB,H230154NWDOTNBI,NBI,DOT,42,15,1.5942,71,35,8.5266,1,6,89239,39.1,16.3,17.2,6,TRUE,0,0,0,FALSE,Hopkinton
4818,H23015,4NX,0.6514,ST135 WOOD ST,I  90 WB,H230154NXDOTNBI,NBI,DOT,42,15,1.9686,71,35,9.4806,1,3,89239,39.1,16.3,17.2,6,TRUE,0,0,0,FALSE,Hopkinton
4820,F07060,4P0,0.94,I  90,I  90 RAMPS INT 13,F070604P0DOTNBI,NBI,DOT,42,18,46.3499,71,23,5.3592,12,3,45000,71.9,15.2,16.7,6,TRUE,0,0,0,FALSE,Framingham
4821,F07061,4P1,0.5312,ST 30 COCHITUATE RD,I  90 RAMP INT 13,F070614P1DOTNBI,NBI,DOT,42,18,27.3023,71,23,14.6724,12,2,45000,38.1,14.63,16.76,7,TRUE,0,0,0,FALSE,Framingham
4822,F07047,4P2,0.6887,RR    CSX,I  90 EB,F070474P2DOTNBI,NBI,DOT,42,18,47.5338,71,23,16.4148,11,4,52000,43,21.2,22.1,7,TRUE,0,0,0,FALSE,Framingham
4823,F07047,4P3,0.6833,RR    CSX,I  90 WB,F070474P3DOTNBI,NBI,DOT,42,18,48.4812,71,23,17.142,11,3,52000,43,18.1,19,6,TRUE,0,0,0,FALSE,Framingham
4825,F07058,4P5,0.7925,ST126 CONCORD ST,I  90 EB,F070584P5DOTNBI,NBI,DOT,42,18,55.3428,71,24,3.078,11,3,55000,38.1,18.6,19.5,6,TRUE,0,0,0,FALSE,Framingham
4826,F07058,4P6,0.8168,ST126 CONCORD ST,I  90 WB,F070584P6DOTNBI,NBI,DOT,42,18,56.0412,71,24,3.189,11,3,55000,38.1,18.6,19.5,6,TRUE,0,0,0,FALSE,Framingham
4827,F07046,4P7,0.7748,WATER SUDBURY RIVER,I  90 EB,F070464P7DOTNBI,NBI,DOT,42,18,51.5124,71,24,59.0358,11,3,55000,54.9,18,18.6,6,TRUE,0,0,0,TRUE,Framingham
4828,F07046,4P8,0.7068,WATER SUDBURY RIVER,I  90 WB,F070464P8DOTNBI,NBI,DOT,42,18,51.9546,71,24,59.5584,11,3,55000,54.9,18,18.6,6,TRUE,0,0,0,FALSE,Framingham
4829,F07057,4P9,0.6056,HWY   CENTRAL ST,I  90 EB,F070574P9DOTNBI,NBI,DOT,42,18,52.4016,71,24,55.5551,11,3,55000,20.5,18.2,19.1,6,TRUE,0,0,0,FALSE,Framingham
4830,F07057,4PA,0.6052,HWY   CENTRAL ST,I  90 WB,F070574PADOTNBI,NBI,DOT,42,18,52.9955,71,24,55.422,11,3,55000,20.5,18.2,19.1,7,TRUE,0,0,0,FALSE,Framingham
4831,F07056,4PB,0.7888,HWY   EDGELL RD,I  90 EB,F070564PBDOTNBI,NBI,DOT,42,18,33.966,71,26,11.1335,11,3,52510,37.2,17.1,18.6,7,TRUE,0,0,0,FALSE,Framingham
4832,F07056,4PC,0.7593,HWY   EDGELL RD,I  90 WB,F070564PCDOTNBI,NBI,DOT,42,18,34.1531,71,26,11.328,11,3,52510,37.2,17.1,18.6,7,TRUE,0,0,0,FALSE,Framingham
4836,F07048,4PG,0.7932,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,F070484PGDOTNBI,NBI,DOT,42,18,40.8162,71,23,9.0702,12,6,35000,12.2,12.8,30,7,TRUE,0,0,0,FALSE,Framingham
4837,F07045,4PH,0.5989,WATER MDC RES 3,I  90 EB,F070454PHDOTNBI,NBI,DOT,42,18,1.9692,71,28,12.9935,11,3,82000,39.3,18.33,19.5,5,TRUE,0,0,0,TRUE,Framingham
4838,F07045,4PJ,0.6994,WATER MDC RES 3,I  90 WB,F070454PJDOTNBI,NBI,DOT,42,18,2.4911,71,28,13.206,11,3,52510,39.3,18.33,19.5,4,TRUE,0,0,0,TRUE,Framingham
4839,F07044,4PK,0.8712,RR    CSX,I  90,F070444PKDOTNBI,NBI,DOT,42,17,55.7592,71,28,32.0051,11,6,105000,17.7,15.2,45,N,TRUE,0,0,0,FALSE,Framingham
4840,F07050,4PL,0.799,I  90,ST  9 WORCESTER RD,F070504PLDOTNBI,NBI,DOT,42,17,48.5232,71,28,43.176,12,6,55000,101.5,25.9,31,6,TRUE,0,0,0,FALSE,Framingham
4841,F07051,4PM,0.9315,ST  9 WORCESTER RD,I  90 RAMP,F070514PMDOTNBI,NBI,DOT,42,17,48.6023,71,28,34.5108,12,2,23790,51.5,15.8,16.8,5,TRUE,0,0,0,FALSE,Framingham
4842,F07049,4PN,0.3903,I  90,I  90 RAMPS INT 12,F070494PNDOTNBI,NBI,DOT,42,17,38.6484,71,28,58.0476,12,3,12725,61.3,15,16.8,6,TRUE,0,0,0,FALSE,Framingham
4843,F07062,4PP,0.765,HWY   SPEEN ST,I  90 RAMPS INT 13,F070624PPDOTNBI,NBI,DOT,42,18,39.4019,71,23,9.9744,12,5,45000,24.6,28,29.7,6,TRUE,0,0,0,FALSE,Framingham
4844,N03036,4PQ,0.6595,I  90,ST 30 COMM RD,N030364PQDOTNBI,NBI,DOT,42,18,40.5684,71,22,27.462,14,2,15000,87.8,13.4,18,6,TRUE,0,0,0,FALSE,Natick
4845,N03038,4PR,0.9404,HWY   INDIAN ROCK ROAD,I  90 EB,N030384PRDOTNBI,NBI,DOT,42,19,42.5891,71,19,45.8111,11,3,61387,9.9,16.9,18.4,6,TRUE,0,0,0,FALSE,Natick
4846,N03038,4PT,0.9815,HWY   INDIAN ROCK ROAD,I  90 WB,N030384PTDOTNBI,NBI,DOT,42,19,43.3272,71,19,45.7931,11,3,61387,9.9,16.9,18.4,6,TRUE,0,0,0,FALSE,Natick
4847,N03037,4PU,0.5653,ST 27 N MAIN ST,I  90 EB,N030374PUDOTNBI,NBI,DOT,42,18,51.6852,71,21,38.2139,11,3,67000,44.5,18.9,19.8,7,TRUE,0,0,0,FALSE,Natick
4848,N03037,4PV,0.6018,ST 27 N MAIN ST,I  90 WB,N030374PVDOTNBI,NBI,DOT,42,18,52.0668,71,21,38.9195,11,3,67000,44.5,18.9,19.8,6,TRUE,0,0,0,FALSE,Natick
4850,W29048,4PX,0.8265,ST 30 SOUTH AV& I95 RMPS,I  90 RAMP D,W290484PXDOTNBI,NBI,DOT,42,20,37.7592,71,15,49.5503,11,3,30518,140.8,12.2,13.6,7,TRUE,0,0,0,FALSE,Weston
4851,W29049,4PY,0.9866,HWY   NORUMBEGA RD,US 90 RAMP D,W290494PYDOTNBI,NBI,DOT,42,20,46.0572,71,15,46.5659,11,2,27875,20.1,9.6,11,5,TRUE,0,0,0,FALSE,Weston
4854,W29041,4Q2,0.6159,OTHER AQDCT AT WLLSLY ST,I  90,W290414Q2DOTNBI,NBI,DOT,42,20,7.3499,71,18,24.4799,11,6,105000,7.7,17.7,19.2,N,TRUE,0,0,0,FALSE,Weston
4855,W29042,4Q3,0.9198,HWY   WELLESLEY ST,I  90 EB,W290424Q3DOTNBI,NBI,DOT,42,20,7.3607,71,18,24.444,11,3,122774,19.8,16.5,18.4,7,TRUE,0,0,0,FALSE,Weston
4856,W29042,4Q4,0.9323,HWY   WELLESLEY ST,I  90 WB,W290424Q4DOTNBI,NBI,DOT,42,20,7.3032,71,18,24.4223,11,3,122774,19.8,16.5,18.4,6,TRUE,0,0,0,FALSE,Weston
4858,W29044,4Q6,0.67,WATER AQDCT AT SHAYLR LN,I  90,W290444Q6DOTNBI,NBI,DOT,42,20,18.3659,71,17,2.6555,11,6,122774,12.8,30.5,69.34,N,TRUE,0,0,0,FALSE,Weston
4859,W29045,4Q7,0.9614,HWY   RIDGEWAY RD,I  90 EB,W290454Q7DOTNBI,NBI,DOT,42,20,19.6223,71,16,37.4915,11,4,122800,17.5,17.7,18.6,7,TRUE,0,0,0,FALSE,Weston
4860,W29045,4Q8,0.9393,HWY   RIDGEWAY RD,I  90 WB,W290454Q8DOTNBI,NBI,DOT,42,20,20.1516,71,16,37.3188,11,4,122774,17.5,17.7,18.6,7,TRUE,0,0,0,FALSE,Weston
4861,W29053,4Q9,0.734,I  90,I  90 RAMP J,W290534Q9DOTNBI,NBI,DOT,42,20,20.2,71,16,21.5,11,2,28965,73.5,8.5,11,7,TRUE,0,0,0,FALSE,Weston
4862,W29046,4QA,0.8423,OTHER MDC AQUEDUCT,I  90 RAMPS J & L,W290464QADOTNBI,NBI,DOT,42,20,23.2908,71,16,19.4159,11,4,58921,15.8,32.3,34.7,4,TRUE,0,0,0,TRUE,Weston
4865,W29055,4QD,0.6895,I  90 & RAMP K,I  90 RAMP G,W290554QDDOTNBI,NBI,DOT,42,20,19.5,71,16,2,11,2,25800,69.8,6.7,9.1,5,TRUE,0,0,0,FALSE,Weston
4866,W29057,4QE,0.4601,OTHER MDC AQUEDUCT,I  90 RAMP G,W290574QEDOTNBI,NBI,DOT,42,20,29.4432,71,15,56.5704,11,2,29200,37.2,6.1,8.5,5,TRUE,0,0,0,TRUE,Weston
4867,W29056,4QF,1,OTHER MDC AQUEDUCT,I  90 RAMP H2,W290564QFDOTNBI,NBI,DOT,42,20,25.5228,71,15,58.212,11,2,24240,14.3,7.3,7.3,7,TRUE,0,0,0,FALSE,Weston
4868,W29058,4QG,0.4829,I  90 RAMPS A & B,I  90 RAMP G,W290584QGDOTNBI,NBI,DOT,42,20,27.9599,71,15,57.6899,11,2,24400,61.6,6.1,8.5,5,TRUE,0,0,0,FALSE,Weston
4869,W29061,4QH,0.6929,OTHER MDC AQUEDUCT,I  95 NB RAMP,W290614QHDOTNBI,NBI,DOT,42,20,24.7055,71,15,35.3483,17,2,21700,8.5,9.1,11.6,N,TRUE,0,0,0,FALSE,Weston
4870,N12064,4QJ,0.6395,COMB  I 95 & CHARLES RIV,I  90 RAMPS,N120644QJDOTNBI,NBI,DOT,42,20,25.4471,71,15,43.5168,11,4,67113,180.4,8.5,10.4,5,TRUE,0,0,0,TRUE,Newton
4871,N12066,4QK,0.6695,COMB  I 95 & CHARLES RIV,I  90,N120664QKDOTNBI,NBI,DOT,42,20,27.2472,71,15,40.536,11,6,144440,316.1,12.2,14,5,TRUE,0,0,0,FALSE,Newton
4872,N12065,4QL,0.5588,WATER CHARLES RIVER,I  90 RAMPS A & B,N120654QLDOTNBI,NBI,DOT,42,20,27.9024,71,15,35.172,11,4,67113,91.6,18.3,21.9,4,TRUE,0,0,0,TRUE,Newton
4873,N12073,4QM,0.932,HWY   CHARLES ST,I  90,N120734QMDOTNBI,NBI,DOT,42,20,33.1547,71,15,25.0919,11,6,125300,12.5,24.4,28,N,TRUE,0,0,0,FALSE,Newton
4874,N12067,4QN,0.5981,RR    CSX/MBTA,I  90,N120674QNDOTNBI,NBI,DOT,42,20,35.6964,71,15,16.7112,11,6,125700,35.4,24.4,27.7,5,TRUE,0,0,0,FALSE,Newton
4877,N12029,4QR,0.5668,COMB  I 90 & CSX/MBTA,ST 30 COMM AVE,N120294QRDOTNBI,NBI,DOT,42,20,48.1091,71,14,31.8587,14,2,21300,57,11,16.2,7,TRUE,0,0,0,FALSE,Newton
4881,N12027,4QW,0.5047,COMB  I 90 & CSX/MBTA,ST 16 WB/WSHGTN ST,N120274QWDOTNBI,NBI,DOT,42,20,51.5292,71,13,55.4,12,5,23600,51.8,21.9,28.6,4,TRUE,0,0,0,TRUE,Newton
4882,N12015,4QX,0.3357,COMB  I 90 & CSX/MBTA,ST 16 EB/PUTNAM ST,N120154QXDOTNBI,NBI,DOT,42,20,52.1951,71,13,44.112,19,3,12200,64,14.6,20.2,7,TRUE,0,0,0,FALSE,Newton
