OBJECTID,AllBridges_2014April_BDEPT,AllBridges_2014April_BIN,AllBridges_2014April_Health_Index,AllBridges_2014April_Item_6A,AllBridges_2014April_Item_7,AllBridges_2014April_Item_8_Bridge_Cat,AllBridges_2014April_Item_8_Owner,AllBridges_2014April_Item_16A,AllBridges_2014April_Item_16B,AllBridges_2014April_Item_16C,AllBridges_2014April_Item__17A,AllBridges_2014April_Item__17B,AllBridges_2014April_Item__17C,AllBridges_2014April_Item_26,AllBridges_2014April_Item_28A,AllBridges_2014April_Item_29,AllBridges_2014April_Item_49,AllBridges_2014April_Item_52,AllBridges_2014April_Item_58,AllBridges_2014April_Item_104,AllBridges_2014April_Posting_2_Axle,AllBridges_2014April_Posting_3_Axle,AllBridges_2014April_Posting_5_Axle,AllBridges_2014April_Struct_Def,AllBridges_2014April_Town_Name,AllBridges_2014April_RPA
798,B16061,4RM,0.6465,HWY   PARSONS ST,I  90 WB,NBI,DOT,42,21,28.1736,71,9,28.5,11,4,125000,19.2,17.5,6,True,0,0,0,False,Boston,MAPC
799,B16355,4RP,0.8781,COMB  I90 W ONRP A & CSX,I  90 WB ON-RAMP E,NBI,DOT,42,21,31.3488,71,7,18.4511,12,1,8150,53,10.1,5,True,0,0,0,False,Boston,MAPC
800,B16356,4RR,0.7963,COMB  I90 W ONRP A & CSX,I  90 EB ON-RAMP,NBI,DOT,42,21,32.2272,71,7,17.6231,12,2,75000,44.8,11.9,5,True,0,0,0,False,Boston,MAPC
801,B16369,4RT,0.7241,I  90 WB & RAMPS F D L,I  90 EB OFF- RAMP,NBI,DOT,42,21,28.9332,71,7,18.3539,12,2,26000,279.2,10.7,4,True,0,0,0,True,Boston,MAPC
802,B16366,4RU,0.6756,COMB  I90 E RPS BDL & CS,HWY   CAMBRIDGE ST,NBI,DOT,42,21,37.008,71,7,14.5883,14,4,30560,103.5,26.9,5,True,0,0,0,False,Boston,MAPC
803,B16357,4RV,0.8128,I  90,I  90 EB RAMP ON D,NBI,DOT,42,21,25.3872,71,7,14,12,2,19900,365.5,14.6,5,True,0,0,0,False,Boston,MAPC
804,B16358,4RW,0.5995,RR    CSX,I  90 WB RAMP OFF,NBI,DOT,42,21,22.1939,71,7,7.5036,12,3,19915,96.1,14.6,5,True,0,0,0,False,Boston,MAPC
805,B16359,4RX,0.4596,RR    CSX,I  90 EB,NBI,DOT,42,21,11.7359,71,6,58.2695,11,4,66468,757.1,16.5,4,True,0,0,0,True,Boston,MAPC
806,B16359,4RY,0.4596,RR    CSX,I  90 WB,NBI,DOT,42,21,10.2348,71,6,56.7648,11,4,66468,757.7,16.5,4,True,0,0,0,True,Boston,MAPC
807,B16055,4T0,0.4776,COMB  I 90 & MBTA/CSX,"US 20 COMM AV,MBTA",NBI,DOT,42,21,2.1672,71,6,40.5608,14,5,35200,115.8,22.1,4,True,0,0,0,True,Boston,MAPC
808,B16054,4T2,0.6922,COMB  I 90 & MBTA/CSX,HWY   BEACON ST,NBI,DOT,42,20,52.026,71,6,3.924,14,6,10900,108.2,31.2,4,True,0,0,0,True,Boston,MAPC
809,B16053,4T3,0.7117,COMB  I 90 & MBTA/CSX,HWY   BROOKLINE AV,NBI,DOT,42,20,52.3284,71,5,52.4544,14,2,11000,60.7,19,7,True,0,0,0,False,Boston,MAPC
810,B16360,4T4,0.8685,WATER MUDDY RIVER,I  90,NBI,DOT,42,20,52.2527,71,5,30.7967,11,4,101659,19.8,17.1,6,True,0,0,0,False,Boston,MAPC
811,B16051,4T5,0.5518,COMB  I 90 & MBTA/CSX,HWY   MASS AVE,NBI,DOT,42,20,51.6588,71,5,16.4796,14,4,38200,49.4,29,4,True,0,0,0,True,Boston,MAPC
812,B16050,4T6,0.7773,COMB  I 90 & MBTA/CSX,HWY   BOYLSTON ST,NBI,DOT,42,20,51,71,5,12,14,4,30700,137.2,25.1,7,True,0,0,0,False,Boston,MAPC
813,B16049,4T7,0.9072,I  90 EB RAMP OFF B,ST  9 HUNTINGTN AV,TNL,DOT,42,20,49.272,71,4,47.4708,14,8,20000,10.1,6.4,7,True,0,0,0,False,Boston,MAPC
814,B16049,4T8,0.8934,COMB  I 90 & MBTA/CSX,ST  9 HUNTINGTN AV,NBI,DOT,42,20,52.1592,71,4,43.4748,14,4,18000,93.6,37.6,5,True,0,0,0,False,Boston,MAPC
815,B16048,4TB,0.8082,COMB  I 90 & MBTA/CSX,HWY   DARTMOUTH ST,NBI,DOT,42,20,52.2852,71,4,34.5,16,4,9182,110.3,25.1,6,True,0,0,0,False,Boston,MAPC
816,B16045,4TD,0.9499,OTHER I 90,HWY   BERKELEY ST,NBI,DOT,42,20,52.3535,71,4,17.076,11,5,25600,68.6,25.1,5,True,0,0,0,False,Boston,MAPC
817,B16044,4TE,0.7093,COMB  I 90 & AMTRAK,HWY   ARLINGTON ST,NBI,DOT,42,20,51.8675,71,4,8.094,14,4,6595,52.4,19,5,True,0,0,0,False,Boston,MAPC
818,B16043,4TF,0.8558,COMB  I 90 & AMTRAK,HWY   TREMONT ST,NBI,DOT,42,20,51.7091,71,4,6.3191,14,5,15000,52.1,25.1,4,True,0,0,0,True,Boston,MAPC
819,B16079,4TG,0.8899,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,NBI,DOT,42,20,49.326,71,3,52,14,4,8900,59.7,20.2,7,True,0,0,0,False,Boston,MAPC
820,B16062,4TQ,0.7307,HWY   BROOKS ST,I  90 EB,NBI,DOT,42,21,27.0684,71,9,43.33,11,4,125000,16.5,17.5,5,True,0,0,0,True,Boston,MAPC
821,B16062,4TR,0.7078,HWY   BROOKS ST,I  90 WB,NBI,DOT,42,21,27.774,71,9,43.2108,11,4,125000,16.5,17.5,5,True,0,0,0,True,Boston,MAPC
822,W29050,9YT,0.9725,OTHER MDC PIPE@NRMBGA RD,I  90 RMP D INT 14,NBI,DOT,42,20,41.9568,71,15,47.9087,11,2,38000,10.85,11.58,N,True,0,0,0,False,Weston,MAPC
823,W29051,9YY,0.7032,OTHER MWRA AQUEDUCT,I  90 RAMPS A & B,NBI,DOT,42,20,26.646,71,15,41.6231,11,8,47050,22,26.2,N,True,0,0,0,False,Weston,MAPC
824,M25007,4UA,0.740740741,TR    RED HIGH SPEED LN,HWY   ADAMS ST,NBI,MBT,42,16,13.2888,71,4,5.0627,14,4,14100,17.4,43,6,True,0,0,0,False,Milton,MAPC
825,B16063,4V3,1,TR    GREEN LINE D,HWY   PARK DR,NBI,MBT,42,20,43.0908,71,6,15.9407,14,4,20300,27.7,31.7,6,True,0,0,0,False,Boston,MAPC
826,W13023,A7V,0.9368,ST  9 WORCESTER ST,I  95 SB/ST128 SB,NBI,DOT,42,19,0.0408,71,14,3.0948,11,4,87200,43.9,22.2,5,True,0,0,0,False,Wellesley,MAPC
827,R05009,A96,1,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,DOT,42,25,41.83,70,59,57.66,14,4,26300,20.0152,23.9776,8,True,0,0,0,False,Revere,MAPC
828,S05003,A84,1,WATER E BR PINES RIVER,ST107 SALEM TNPK,NBI,DOT,42,26,10.75,70,59,36,14,4,26300,20.0152,23.9776,8,True,0,0,0,False,Saugus,MAPC
829,W31005,4W5,0.9848,RR    MBTA/CSX,I  95 NB/US1SB,NBI,DOT,42,13,32.9735,71,10,38.5715,11,4,153000,50.8,24.8,7,True,0,0,0,False,Westwood,MAPC
830,D05048,AXG,1,HWY   UNIVERSITY AVE,I  95 /ST128,NBI,DOT,42,12,45.3492,71,8,56.5188,11,9,160200,41.1,51.6,7,True,0,0,0,False,Dedham,MAPC
831,B16017,4WU,0.99,US  1 NB/BOS LOWR B11-32,US  1 SB/BS U11-32,NBI,DOT,42,22,42.8699,71,3,11.5523,12,3,45400,627.9,12.7,7,True,0,0,0,False,Boston,MAPC
832,B16017,4WV,0.9712,HWY   CHRLTWN LOCAL STS,US  1 NB/ LO DECK,NBI,DOT,42,22,38.7047,71,3,15.4512,12,3,63100,576.7,12.7,7,True,0,0,0,False,Boston,MAPC
833,B16017,4WW,0.9466,HWY   CHELSEA STREET,US  1 NB/L MYSTC L,NBI,DOT,42,22,48.6335,71,3,6.1847,12,3,63100,133.8,12.7,6,True,0,0,0,False,Boston,MAPC
834,B16017,4WX,0.9538,US  1 NB/LIT MYSTIC LOWR,US  1 SB/L MYSTC U,NBI,DOT,42,22,48.6335,71,3,6.1847,12,3,45400,133.8,12.7,7,True,0,0,0,False,Boston,MAPC
835,B16017,4WY,0.9098,HWY   CHELSEA LOCAL STRE,US  1 NB/LOW DECK,NBI,DOT,42,23,24.2088,71,2,30.2711,12,3,63100,862.3,12.7,5,True,0,0,0,False,Boston,MAPC
836,B16017,4X0,0.9137,US  1 NB/CHEL LWR DECK,US  1 SB/UPPR DECK,NBI,DOT,42,23,25.7496,71,2,27.672,12,3,45400,1020.8,12.7,6,True,0,0,0,False,Boston,MAPC
837,B16017,4X1,0.6865,OTHER RELIEF,"US  1 NB,LOWR DECK",NBI,DOT,42,22,54.8508,71,3,0.5867,12,3,63100,326.7,12.7,7,True,0,0,0,False,Boston,MAPC
838,B16017,4X2,0.6792,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,NBI,DOT,42,22,54.8508,71,3,0.5867,12,3,45388,326.7,12.7,6,True,0,0,0,False,Boston,MAPC
839,B16017,4X3,0.7367,WATER MYSTIC RIVER,US  1 NB/LOWR DECK,NBI,DOT,42,23,6.378,71,2,50.2331,12,3,63100,464.5,12.7,7,True,0,0,0,False,Boston,MAPC
840,B16017,4X4,0.7367,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,NBI,DOT,42,23,6.378,71,2,50.233,12,3,45400,464.5,12.7,7,True,0,0,0,False,Boston,MAPC
841,D05004,AX9,1,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,DOT,42,15,15.2207,71,10,52.0212,14,2,14900,326,11,9,True,0,0,0,False,Dedham,MAPC
842,F06028,AX7,0.9892,HWY   NORTH ENTRANCE DR,US  1 NB/WASHGNTON,NBI,DOT,42,5,50.18,71,15,54.83,2,2,12800,59.6,14.55,8,True,0,0,0,False,Foxborough,MAPC
843,M07002,AMB,0.9705,WATER NORTH RIVER,ST  3 A/MAIN ST,NBI,DOT,42,9,40.0068,70,44,32.5032,14,2,18000,169,16.25,9,True,0,0,0,False,Marshfield,MAPC
844,L13001,AMD,1,RR    BMRR,ST119 GREAT RD,634,DOT,42,34,3.6114,71,30,33.1884,14,2,17000,45.2,16,6,True,0,0,0,False,Littleton,MAPC
845,Q01055,AN3,1,COMB  MBTA&REDS&PARKING,HWY   QNCY CTR CON,NBI,MUN,42,14,45.3227,71,0,12.7943,14,5,34900,63.9,48.7,7,True,0,0,0,False,Quincy,MAPC
846,F08026,ANW,0.9994,I 495,ST140 W CENTRAL ST,NBI,DOT,42,5,24.4176,71,25,38.0022,14,6,25000,71.2,32.5,6,True,0,0,0,False,Franklin,MAPC
847,F08031,ANX,0.9694,COMB  MBTA&MINE BRK  TRB,ST140 W CENTRAL ST,NBI,DOT,42,5,20.9004,71,25,55.2792,14,4,14500,175.3,21.6,7,True,0,0,0,False,Franklin,MAPC
848,D03020,AQ8,1,RR    MBTA/BMRR,ST128,NBI,DOT,42,33,25.35,70,55,48.75,12,4,98000,27.8,36.2,8,True,0,0,0,False,Danvers,MAPC
849,B21048,ARD,0.715,ST 37 GRANITE ST,I  93 SB/US1SB,NBI,DOT,42,13,23.088,71,1,51.9276,11,5,207000,32.2,22,6,True,0,0,0,False,Braintree,MAPC
850,R05061,ATA,0.6693,WATER TOWN LINE BROOK,US  1 CUTLER HWY,NBI,DOT,42,26,2.2451,71,1,5.5955,12,4,66200,26.5,0,N,True,0,0,0,False,Revere,MAPC
851,I01007,AWG,1,RR    MBTA,ST  1 A/HIGH ST,634,DOT,42,41,16.5876,70,50,50.8524,14,2,25200,55,17.71,8,True,0,0,0,False,Ipswich,MAPC
852,H25007,AWV,0.9981,WATER ASSABET RIVER,ST 62 MAIN ST,NBI,DOT,42,23,39.9984,71,32,49.9992,14,2,16000,32.2,17,7,True,0,0,0,False,Hudson,MAPC
853,B04011,AY9,1,ST 62 BURLINGTON RD,US  3 SB,NBI,DOT,42,30,7.33,71,14,36.66,12,4,60000,40.25,24.51,7,True,0,0,0,False,Bedford,MAPC
854,B04011,AYA,1,ST 62 BURLINGTON RD,US  3 NB,NBI,DOT,42,30,7.62,71,14,35.11,12,4,60000,40.25,25.06,7,True,0,0,0,False,Bedford,MAPC
855,B16686,AYL,1,"COMB  MBTA, ST & FT PT C",HWY   BROADWAY,NBI,DOT,42,20,36.75,71,3,34,14,4,25200,230,22.9,7,True,0,0,0,False,Boston,MAPC
856,D05027,B1F,0.9981,I  95 /ST 128,US  1 PROVDNCE HWY,NBI,DOT,42,13,42.7187,71,10,54.282,14,6,110000,101,30.9,8,True,0,0,0,False,Dedham,MAPC
857,M10007,B5F,1,WATER ASSABET RIVER,ST 27 /ST62/WALTHM,NBI,MUN,42,25,57.1722,71,26,57.375,14,4,34400,35,17.6,9,True,0,0,0,False,Maynard,MAPC
858,B16049,B88,0.9204,OTHER RELIEF,ST  9 HUNTINGTN AV,NBI,DOT,42,20,50.2187,71,4,45.984,14,4,11000,36.3,14.1,7,True,0,0,0,False,Boston,MAPC
859,H06011,B9H,1,ST  3 PILGRIM HWY,ST 53 WASHNGTON ST,NBI,DOT,42,9,3.7728,70,50,43.854,14,4,51000,73.152,21,8,True,0,0,0,False,Hanover,MAPC
860,B29012,BM1,0.9989,WATER VINE BROOK,HWY   MIDDLESEX TP,NBI,MUN,42,30,3.2759,71,14,2.5476,14,5,6207,7.82,24.5,N,True,0,0,0,False,Burlington,MAPC
861,B16528,6EK,-1,OTHER DORCHESTER AVE & V,HWY   HOV EB ITT,TNL,DOT,42,20,46.21,71,3,21.38,11,2,16500,1.8,0,N,True,0,0,0,False,Boston,MAPC
862,B16635,6HG,-1,OTHER RELIEF,I  93 RAMP R-T,BTS,DOT,42,21,8.49,71,3,28.1,11,2,7448,54.9,0,?,True,0,0,0,False,Boston,MAPC
863,W11001,26R,0.8303,OTHER REPLACED BY 6G2,OTHER REMOVED,REM,DOT,42,21,47.4408,71,22,30.7884,14,2,21000,27.1,10.6,0,True,0,0,0,False,Wayland,MAPC
864,F07006,274,0.6067,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,REM,DOT,42,17,58,71,25,34,14,4,52200,22.3,27.5,5,True,20,23,36,False,Framingham,MAPC
865,N03021,277,0.7123,OTHER REPLACED BY 8RG,OTHER REMOVED,REM,DOT,42,17,55.5324,71,22,19.1064,14,93,63000,21,27.5,5,True,0,0,0,False,Natick,MAPC
866,M10007,288,0.7459,OTHER REPLACED BY B5F,OTHER REMOVED,REM,DOT,42,25,57.2838,71,26,57.6018,14,2,11000,27.7,17.6,4,True,20,25,40,False,Maynard,MAPC
867,M21019,6YE,-1,WATER CHARLES RIVER,I 495,BRI,DOT,42,10,3.198,71,30,40.9787,12,0,0,3,0,,True,0,0,0,False,Milford,MAPC
868,B15008,70J,0.99,WATER ASSABET BROOK,I 495 NB,BRI,DOT,42,27,9.4824,71,34,43.4316,11,3,45000,3.1242,0,N,True,0,0,0,False,Bolton,MAPC
869,B15008,70K,1,WATER ASSABET BROOK,I 495 SB,BRI,DOT,42,27,10.5227,71,34,44.9471,11,3,45000,3,0,N,True,0,0,0,False,Bolton,MAPC
870,B15007,78A,1,WATER GREAT BROOK,I 495 NB,BRI,DOT,42,26,21.5087,71,35,20.0399,1,3,45000,3,0,N,True,0,0,0,False,Bolton,MAPC
871,B15007,78B,1,WATER GREAT BROOK,I 495 SB,BRI,DOT,42,26,22.0343,71,35,22.0524,11,3,46680,3,0,N,True,0,0,0,False,Bolton,MAPC
872,B15005,79G,0.777777778,WATER MILL BROOK,I 495 SB,CUL,DOT,42,24,48,71,36,30,1,4,73490,1.8,0,N,True,0,0,0,False,Bolton,MAPC
873,B15006,79H,0.777777778,WATER MILL BROOK,I 495 NB,CUL,DOT,42,24,48,71,36,30,11,4,54300,1.8,0,N,True,0,0,0,False,Bolton,MAPC
874,B16625,7GL,-1,I  93 RAMPS S/C,I  93 NB,TNL,DOT,42,21,41.41,71,3,16.26,11,4,79300,396.2,0,?,True,0,0,0,False,Boston,MAPC
875,B16549,7JB,-1,HWY   NORTHERN AV & HAUL,I  90 EB TWT,TNL,DOT,42,20,44.05,71,2,17.1,11,2,0,381.9,10.2,?,True,0,0,0,False,Boston,MAPC
876,B16617,7MH,-1,I  93 NB & RMP ST-S,I  93 RAMP CN-S,TNL,DOT,42,21,50.41,71,3,28.82,11,2,200,502.7,0,?,True,0,0,0,False,Boston,MAPC
877,B18003,7P1,0.777777778,WATER BEAVER BROOK,I 495 NB,BRI,DOT,42,29,36.6828,71,32,21.5556,11,3,73490,5.2,0,N,True,0,0,0,False,Boxborough,MAPC
878,B18003,7P2,0.777777778,WATER BEAVER BROOK,I 495 SB,BRI,DOT,42,29,37.9104,71,32,24.2987,11,3,73490,5.2,0,N,True,0,0,0,False,Boxborough,MAPC
879,L13009,7PK,-1,WATER BEAVER BROOK,ST  2 A/ST110/KING,BRI,DOT,42,32,21.6888,71,29,11.7563,14,2,9828,5.2,15.6,5,True,0,0,0,False,Littleton,MAPC
880,S31012,7QE,1,WATER HOP BROOK,HWY   DUTTON RD,BRI,MUN,42,22,8.1732,71,27,56.1708,17,2,1550,2.4,8.1,N,True,0,0,0,False,Sudbury,MAPC
881,M06013,7RA,0.777777778,WATER MILLHAM BROOK,I 495,CUL,DOT,42,21,30,71,35,6,1,4,73490,2.1,0,N,True,0,0,0,False,Marlborough,MAPC
882,B16398,AJ3,0.888888889,OTHER BOSTON SAND & GRAV,US  1 SB/BT 3-5,DES,DOT,42,22,0.3,71,3,0.9,11,1,18000,43.3,13.4,8,True,0,0,0,False,Boston,MAPC
883,B16398,AJ4,0.9924,RR    MBTA/BMRR,US  1 NB/RP CT 6-8,REM,DOT,42,22,12,71,3,54,12,1,33200,77.4,11,5,True,0,0,0,False,Boston,MAPC
884,B16398,AJ5,0.888888889,RR    MBTA/BMRR,US  1 SB/BT 5-6,DES,DOT,42,22,0.3,71,3,0.9,11,1,18000,48.2,9.4,8,True,0,0,0,False,Boston,MAPC
885,B16281,AJF,0.888888889,OTHER RELIEF,US  1 RAMP SB,DES,DOT,42,22,18,71,3,54,11,1,0,33.8,7.92,8,True,0,0,0,False,Boston,MAPC
886,A10011,2DL,0.8027,OTHER REPLACED BY AE2,OTHER REMOVED,REM,DOT,42,23,53.25,71,8,39.1776,12,4,75000,43.6,24.9,5,True,9,18,28,False,Arlington,MAPC
887,Q01001,2EA,0.669999921,WATER FORE RIVER,ST  3 A/WSHNGTN ST,CLO,DOT,42,14,39.5052,70,58,4.2888,14,4,41000,403.3,23.2,0,True,0,0,0,False,Quincy,MAPC
888,B04011,2FV,0.777,ST 62 BURLINGTON RD,US  3 SB,REM,DOT,42,30,7.0596,71,14,37.2012,12,2,59900,16.8,13.4,N,True,0,0,0,False,Bedford,MAPC
889,B04011,2FW,0.7464,ST 62 BURLINGTON RD,US  3 NB,REM,DOT,42,30,7.0596,71,14,37.2012,12,2,59900,16.8,13.4,N,True,0,0,0,False,Bedford,MAPC
890,B04012,2FX,0.9423,WATER SHAWSHEEN RIVER,US  3 SB,REM,DOT,42,30,32.562,71,15,2.9556,12,2,59900,20.4,13.3,7,True,0,0,0,False,Bedford,MAPC
891,B04012,2FY,0.9424,WATER SHAWSHEEN RIVER,US  3 NB,REM,DOT,42,30,32.5728,71,15,2.97,12,2,59000,20.4,13.3,6,True,0,0,0,False,Bedford,MAPC
892,B11004,2TP,0.5275,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,DOT,42,32,20.6556,70,53,15.3708,14,2,26559,150.6,16.1,6,True,0,0,0,False,Beverly,MAPC
893,B11004,2TQ,0.7767,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,DOT,42,32,20.7348,70,53,15.3816,14,2,26559,111.3,16.1,6,True,0,0,0,False,Beverly,MAPC
894,D03020,2U2,0.7435,RR    MBTA/BMRR,ST128,REM,DOT,42,33,24.786,70,55,50.5776,12,4,75000,26.2,25.6,4,True,0,0,0,False,Danvers,MAPC
895,P03010,2UL,1,OTHER REPLACED BY AF9,OTHER REMOVED,REM,DOT,42,32,6.0828,70,55,50.736,14,2,32000,11.9,14.6,7,True,0,0,0,False,Peabody,MAPC
896,D05046,34B,0.9101,I  95 SB/ST128 SB,US  1 PROVDNCE HWY,REM,DOT,42,13,40.7784,71,10,56.1576,14,6,24500,27,23.8,5,True,0,0,0,False,Dedham,MAPC
897,D05027,34C,0.5543,I  95 NB/ST128 NB,US  1 PROVDNCE HWY,REM,DOT,42,13,41.5056,71,10,55.848,14,6,82600,27.4,28.3,7,True,0,0,0,False,Dedham,MAPC
898,D05029,34D,0.6693,OTHER REPLACED BY AGU,OTHER REMOVED,REM,DOT,42,14,54.1212,71,10,18.7356,14,5,54400,26,23.8,5,True,0,0,0,False,Dedham,MAPC
899,D05030,34E,0.5919,OTHER REPLACED BY D05029,OTHER REMOVED,REM,DOT,42,14,47.688,71,10,21.1728,14,5,58000,21.6,23.9,4,True,17,20,27,False,Dedham,MAPC
900,C02041,35E,0,WATER NEPONSET RIVER,I  95 NB RAMP,REM,DOT,42,12,36,71,8,42,11,2,10,40.8,12.8,8,True,0,0,0,False,Canton,MAPC
901,C02026,35F,0.5525,WATER NEPONSET RIVER,I  95 NB/US1/ST128,REM,DOT,42,12,35.892,71,8,41.8452,11,4,157000,42.7,17.5,4,True,0,0,0,False,Canton,MAPC
902,C02027,35G,0.5458,WATER NEPONSET RIVER,I  95 SB/US1/ST128,REM,DOT,42,12,35.352,71,8,42.2124,11,3,166000,42.7,17.5,4,True,0,0,0,False,Canton,MAPC
903,C02040,35K,0.9701,I  95 /US1/ST128,I  95 RAMP T,REM,DOT,42,12,31.2732,71,8,35.142,19,2,0,94.5,11.2,7,True,0,0,0,False,Canton,MAPC
904,D05047,35M,0.7604,COMB  AMTRAK/MBTA & PRKG,I  95 NB/ST128 NB,REM,DOT,42,12,39.3012,71,8,49.0596,11,4,165000,66.4,18,4,True,0,0,0,False,Dedham,MAPC
905,D05047,35N,0.7538,COMB  AMTRAK/MBTA & PRKG,I  95 SB/ST128 SB,REM,DOT,42,12,38.6892,71,8,49.3404,11,4,165000,66.4,18,4,True,0,0,0,False,Dedham,MAPC
906,D05048,35P,0.8505,HWY   ACCESS RD,I  95 NB/ST128 NB,REM,DOT,42,12,44.0496,71,8,57.606,11,4,151000,40.2,18,6,True,0,0,0,False,Dedham,MAPC
907,D05048,35Q,0.7019,HWY   ACCESS RD,I  95 SB/ST128 SB,REM,DOT,42,12,43.4736,71,8,57.9264,11,4,150000,40.2,17.9,0,True,0,0,0,False,Dedham,MAPC
908,D05039,35V,0.5796,OTHER REPLACED BY  B8J,OTHER REMOVED,REM,DOT,42,16,2.0388,71,12,12.87,11,3,146000,98.5,18,5,True,0,0,0,False,Dedham,MAPC
909,W31005,35Y,0.4923,RR    MBTA/CSX,I  95 NB/US1SB,REM,DOT,42,13,32.1852,71,10,39.0792,11,4,150000,41.1,18.1,4,True,0,0,0,False,Westwood,MAPC
910,W31013,360,0.9619,RR    MBTA/CSX,I  95 SB/US1NB,REM,DOT,42,13,31.7784,71,10,39.972,11,3,155000,44.7,18,5,True,0,0,0,False,Westwood,MAPC
911,D05004,369,0.6898,OTHER REPLACED BY AX9,OTHER SPANNED OVER,CLO,DOT,42,15,14.4144,71,10,52.9608,14,2,19000,21.3,9.1,N,True,0,0,0,False,Dedham,MAPC
912,B16245,37J,0.6555,OTHER SUL SQ OP SB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.2352,71,4,30.5688,12,2,7500,121.3,10.1,5,True,0,0,0,False,Boston,MAPC
913,B16245,37L,0.5104,OTHER SUL SQ OP NB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.8472,71,4,30.2448,12,2,27772,242.9,10.1,5,True,0,0,0,False,Boston,MAPC
914,B16245,37N,0.374,OTHER SUL SQ OVP/RR&ST99,OTHER REMOVED 2004,REM,MUN,42,23,2.6808,71,4,28.2828,12,4,45000,266.7,20.1,4,True,0,0,0,False,Boston,MAPC
915,B16245,37Q,0.7059,OTHER SUL SQ OVERP/ST99,OTHER REMOVED 2004,REM,MUN,42,22,59.898,71,4,25.6836,12,4,26600,141.1,21.1,6,True,0,0,0,False,Boston,MAPC
916,B16184,38K,0.3424,WATER FORT POINT CHANNEL,HWY   NORTHERN AVE,CLP,MUN,42,21,16.1568,71,3,0.2412,19,3,0,193.9,18.9,3,True,0,0,0,False,Boston,MAPC
917,B16361,38R,0.4009,OTHER SUMMER ST/C ST,OTHER REMOVED,REM,MUN,42,20,49.614,71,2,39.3072,14,4,19900,20.4,30.6,6,True,0,0,0,False,Boston,MAPC
918,R05007,39A,0.5605,WATER PINES RIVER,ST107 SALEM TPK,REM,DOT,42,25,50.8152,70,59,53.4948,14,4,37400,39.3,25.9,5,True,0,0,0,False,Revere,MAPC
919,R05009,39G,0.7124,WATER DIAMOND CREEK,ST107 BROADWAY,REM,DOT,42,25,41.3472,70,59,58.4304,14,4,31800,11.4,25.5,5,True,0,0,0,False,Revere,MAPC
920,L18016,39J,0.5188,WATER SAUGUS RIVER,ST107 WESTERN AVE,CLO,DOT,42,27,2.25,70,58,48.4716,14,4,22600,64,18.3,5,True,0,0,0,False,Lynn,MAPC
921,S05003,39K,0.8486,WATER E BR PINES RIVER,ST107 SALEM TNPK,REM,DOT,42,26,10.644,70,59,38.724,14,4,35000,9.5,25.6,5,True,0,0,0,False,Saugus,MAPC
922,B16235,39L,0.6453,COMB  BLUE LINE & RELIEF,ST  1 A/RAMP NB,REM,DOT,42,22,26.886,71,1,50.5812,14,1,19900,18.6,9.1,0,True,0,0,0,False,Boston,MAPC
923,B16235,39N,0.6967,OTHER RELIEF,ST  1 A/RAMP EB,REM,DOT,42,22,18,71,1,60,14,1,35000,177.7,9.1,5,True,0,0,0,False,Boston,MAPC
924,B16235,39Q,0.4337,ST  1 A/NB,ST  1 A/RAMP EB,REM,DOT,42,22,24,71,1,54,12,1,34000,229.5,8.9,6,True,0,0,0,False,Boston,MAPC
925,B16235,39R,0.7456,ST  1 A/NB & EB RAMP,ST  1 A/RAMP WB,REM,DOT,42,22,25.1508,71,1,51.744,14,1,39000,107,9.1,6,True,0,0,0,False,Boston,MAPC
926,B16235,3A2,0.6978,OTHER RELIEF,ST  1 A/SB,REM,DOT,42,22,30.648,71,1,48.5508,12,2,37392,146.3,13.9,7,True,0,0,0,False,Boston,MAPC
927,R05031,3AD,0,ST 60 WB/SQUIRE RD,US  1 RD EB NOT US,CLO,DOT,42,25,50.8728,71,0,54.919,12,3,10,59.1,16.5,7,True,0,0,0,False,Revere,MAPC
928,R05031,3AE,0,HWY   TO ST60 WB/SQUIRE,US  1 RD WB NOT US,CLO,DOT,42,25,50.1168,71,0,54.8676,12,2,10,65.5,16.5,6,True,0,0,0,False,Revere,MAPC
929,R05034,3AL,0,ST 60 EB/SQUIRE RD,US  1 NE XWAY,CLO,DOT,42,25,44.7132,71,1,9.4908,12,2,66000,44.5,16.9,7,True,0,0,0,False,Revere,MAPC
930,B16232,3AR,0.5845,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,DOT,42,21,48,71,3,42,11,2,30000,180.7,10.4,5,True,0,0,0,False,Boston,MAPC
931,B16232,3AT,0.5854,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,DOT,42,21,48,71,3,42,11,2,66700,73.5,10.8,5,True,0,0,0,False,Boston,MAPC
