OBJECTID,allbridgesAug07_BDEPT,allbridgesAug07_BIN,allbridgesAug07_Health_Index,allbridgesAug07_Item_6A,allbridgesAug07_Item_7,allbridgesAug07_Item_8_Bridge_Cat,allbridgesAug07_Item_8_Owner,allbridgesAug07_Item_16A,allbridgesAug07_Item_16B,allbridgesAug07_Item_16C,allbridgesAug07_Item_17A,allbridgesAug07_Item_17B,allbridgesAug07_Item_17C,allbridgesAug07_Item_26,allbridgesAug07_Item_28A,allbridgesAug07_Item_29,allbridgesAug07_Item_49,allbridgesAug07_Item_52,allbridgesAug07_Item_58,allbridgesAug07_Item_104,allbridgesAug07_Posting_2_Axle,allbridgesAug07_Posting_3_Axle,allbridgesAug07_Posting_5_Axle,allbridgesAug07_Struct_Def,allbridgesAug07_Town_Name
3223,B21059,34U,0.757,ST  3 NB,HWY   RAMP L NB ON,NBI,MHD,42,13,36,71,1,18,12,2,22500,44.5,9.5,7,TRUE,0,0,0,FALSE,Braintree
3224,B21060,34V,0.7322,HWY   RAMP C (Q ADAMS),ST  3 SB,NBI,MHD,42,13,42,71,1,18,12,4,137000,25.4,17.7,5,TRUE,0,0,0,FALSE,Braintree
3225,B21063,34W,0.9818,ST  3 & RAMPS C&F,HWY   RAMP CC,NBI,MHD,42,13,36,71,1,18,12,2,24000,101.5,10.8,7,TRUE,0,0,0,FALSE,Braintree
3226,B21064,34X,0.6392,HWY   RAMP B NB QA ON RP,HWY   RAMP F,NBI,MHD,42,13,36,71,1,18,12,2,14400,41.5,9.5,7,TRUE,0,0,0,FALSE,Braintree
3227,B21066,34Y,1,WATER TOWN BROOK,ST  3 & RAMPS,NBI,MHD,42,13,36.1056,71,0,33.2712,12,13,140000,6.7,0,N,TRUE,0,0,0,FALSE,Braintree
3228,W32025,350,0.9698,HWY   PLEASANT ST,ST  3 SB,NBI,MHD,42,11,12.822,70,56,2.49,12,3,60000,20.7,17.6,7,TRUE,0,0,0,FALSE,Weymouth
3229,W32026,351,0.9666,HWY   PLEASANT ST,ST  3 NB,NBI,MHD,42,11,15.1152,70,56,1.1616,12,3,106200,18.6,13.4,6,TRUE,0,0,0,FALSE,Weymouth
3231,W32027,353,1,WATER MILL RIVER,ST  3,NBI,MHD,42,11,39.6708,70,57,26.4096,12,8,145000,9.1,46.9,N,TRUE,0,0,0,FALSE,Weymouth
3232,W32030,354,1,WATER MILL RIVER,ST  3 RAMPS D&E,NBI,MHD,42,11,35.5308,70,57,29.2212,12,2,23700,9.1,29.6,N,TRUE,0,0,0,FALSE,Weymouth
3233,W32021,355,0.9049,HWY   SUMMER ST,ST  3,NBI,MHD,42,11,57.0948,70,58,14.8008,12,6,141500,19.1,35.5,7,TRUE,0,0,0,FALSE,Weymouth
3234,B21048,356,0.7021,ST 37 GRANITE ST,I  93 NB/US1NB,NBI,MHD,42,13,21.7416,71,1,52.3668,11,4,192000,32.3,22,7,TRUE,0,0,0,FALSE,Braintree
3235,B21029,357,0.5499,I  93 NB,I  93 SB CONNECTOR,NBI,MHD,42,13,37.2972,71,1,14.2572,12,3,202000,20.4,14.2,7,TRUE,0,0,0,FALSE,Braintree
3236,R01009,358,0.9022,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,MHD,42,12,18.3384,71,3,55.0764,11,5,196000,49.7,22,6,TRUE,0,0,0,FALSE,Randolph
3237,R01005,359,0.7344,ST 24 NB,I  93 NB/US1SB,NBI,MHD,42,12,8.4708,71,4,53.2668,11,3,196700,64.6,17.7,5,TRUE,0,0,0,FALSE,Randolph
3238,R01007,35A,0.9087,ST 24 SB,I  93 NB/US1NB,NBI,MHD,42,12,9.5472,71,4,42.024,11,3,195000,25.9,17.7,5,TRUE,0,0,0,FALSE,Randolph
3239,C02031,35B,0.9609,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,10,36.3504,71,9,57.7116,11,4,110000,29,17.1,7,TRUE,0,0,0,FALSE,Canton
3240,C02033,35C,0.8514,RR    AMTRAK/MBTA,I  95 NB,NBI,MHD,42,11,15.6624,71,9,21.042,11,3,110000,24.4,17.1,7,TRUE,0,0,0,FALSE,Canton
3241,C02033,35D,0.8524,RR    AMTRAK/MBTA,I  95 SB,NBI,MHD,42,11,16.7604,71,9,21.0708,11,3,110000,24.4,17.1,7,TRUE,0,0,0,FALSE,Canton
3242,C02041,35E,0,WATER NEPONSET RIVER,I  95 NB RAMP,CLO,MHD,42,12,36,71,8,42,11,2,10,40.8,12.8,8,TRUE,0,0,0,FALSE,Canton
3243,C02026,35F,0.5525,WATER NEPONSET RIVER,I  95 NB/US1/ST128,NBI,MHD,42,12,35.892,71,8,41.8452,11,4,157000,42.7,17.5,4,TRUE,0,0,0,TRUE,Canton
3244,C02027,35G,0.5458,WATER NEPONSET RIVER,I  95 SB/US1/ST128,NBI,MHD,42,12,35.352,71,8,42.2124,11,3,166000,42.7,17.5,4,TRUE,0,0,0,TRUE,Canton
3245,C02036,35H,0.7445,I  95 /US1/ST128,I  95 NB,NBI,MHD,42,12,27.2988,71,8,26.052,11,2,110000,90.2,29.8,6,TRUE,0,0,0,FALSE,Canton
3246,C02036,35J,0.8313,I  95 /US1/ST128,I  95 SB,NBI,MHD,42,12,27.6876,71,8,26.8404,11,2,110000,90.2,17.7,6,TRUE,0,0,0,FALSE,Canton
3247,C02040,35K,0.9701,I  95 /US1/ST128,I  95 RAMP T,NBI,MHD,42,12,31.2732,71,8,35.142,19,2,0,94.5,11.2,7,TRUE,0,0,0,TRUE,Canton
3248,C02031,35L,0.9955,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,10,36.7356,71,9,58.4892,11,3,111000,29,17.1,7,TRUE,0,0,0,FALSE,Canton
3249,D05047,35M,0.7604,COMB  AMTRAK/MBTA & PRKG,I  95 NB/ST128 NB,NBI,MHD,42,12,39.3012,71,8,49.0596,11,4,165000,66.4,18,4,TRUE,0,0,0,TRUE,Dedham
3250,D05047,35N,0.7538,COMB  AMTRAK/MBTA & PRKG,I  95 SB/ST128 SB,NBI,MHD,42,12,38.6892,71,8,49.3404,11,4,165000,66.4,18,4,TRUE,0,0,0,TRUE,Dedham
3251,D05048,35P,0.8505,HWY   ACCESS RD,I  95 NB/ST128 NB,NBI,MHD,42,12,44.0496,71,8,57.606,11,4,151000,40.2,18,6,TRUE,0,0,0,FALSE,Dedham
3252,D05048,35Q,0.7019,HWY   ACCESS RD,I  95 SB/ST128 SB,REM,MHD,42,12,43.4736,71,8,57.9264,11,4,150000,40.2,17.9,0,TRUE,0,0,0,FALSE,Dedham
3253,D05040,35R,0.6638,ST135 WEST ST,I  95 NB/ST128 NB,NBI,MHD,42,15,50.0292,71,12,21.2688,11,4,151000,47.2,19.9,5,TRUE,0,0,0,FALSE,Dedham
3254,D05041,35T,0.4943,ST135 WEST ST,I  95 SB/ST128 SB,NBI,MHD,42,15,52.0848,71,12,25.704,11,4,151000,47.5,19.9,6,TRUE,0,0,0,FALSE,Dedham
3255,D05038,35U,0.7438,WATER CHARLES RIVER,I  95 NB/ST128 NB,NBI,MHD,42,16,2.2008,71,12,11.5632,11,3,149000,89,18,6,TRUE,0,0,0,FALSE,Dedham
3256,D05039,35V,0.5796,WATER CHARLES RIVER,I  95 SB/ST128 SB,NBI,MHD,42,16,2.0388,71,12,12.87,11,3,142000,98.5,18,5,TRUE,0,0,0,FALSE,Dedham
3257,N04022,35W,0.5308,HWY   CENTRAL AVE,I  95 NB/ST128 NB,NBI,MHD,42,18,38.0808,71,13,49.4256,11,4,159000,15.8,18.3,6,TRUE,0,0,0,FALSE,Needham
3258,N04022,35X,0.5205,HWY   CENTRAL AVE,I  95 SB/ST128 SB,NBI,MHD,42,18,37.6452,71,13,50.1744,11,4,159000,15.8,18.3,6,TRUE,0,0,0,FALSE,Needham
3259,W31005,35Y,0.4923,RR    MBTA/CSX,I  95 NB/US1SB,REM,MHD,42,13,32.1852,71,10,39.0792,11,4,150000,41.1,18.1,4,TRUE,0,0,0,FALSE,Westwood
3260,W31013,360,0.9619,RR    MBTA/CSX,I  95 SB/US1NB,REM,MHD,42,13,31.7784,71,10,39.972,11,3,155000,44.7,18,5,TRUE,0,0,0,FALSE,Westwood
3269,D05004,369,0.6598,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,MHD,42,15,14.4144,71,10,52.9608,14,2,18900,21.3,9.1,N,TRUE,0,0,0,FALSE,Dedham
3270,C02028,36A,0.576,I  93 /US1,ST138 WASHNGTON ST,NBI,MHD,42,12,11.5344,71,7,10.2792,14,4,48000,51.2,25,7,TRUE,0,0,0,FALSE,Canton
3303,W32013,37B,0.6526,RR    MBTA,ST 18 MAIN ST,634,MHD,42,9,27.594,70,57,21.4956,14,2,43100,35.9,15.9,7,TRUE,0,0,0,FALSE,Weymouth
3309,B16016,37H,0.4274,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,10.8012,71,3,39.6828,14,6,38400,129.2,30.8,6,TRUE,0,0,0,TRUE,Boston
3310,B16245,37J,0.6555,OTHER SUL SQ OP SB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.2352,71,4,30.5688,12,2,7500,121.3,10.1,5,TRUE,0,0,0,FALSE,Boston
3311,B16016,37K,0.5328,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,8.5512,71,3,37.9008,14,6,38400,73.5,30.8,7,TRUE,0,0,0,TRUE,Boston
3312,B16245,37L,0.5104,OTHER SUL SQ OP NB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.8472,71,4,30.2448,12,2,27772,242.9,10.1,5,TRUE,0,0,0,FALSE,Boston
3313,B16016,37M,0.4084,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,6.0636,71,3,35.928,14,6,38400,129.2,30.8,6,TRUE,0,0,0,TRUE,Boston
3314,B16245,37N,0.374,OTHER SUL SQ OVP/RR&ST99,OTHER REMOVED 2004,REM,MUN,42,23,2.6808,71,4,28.2828,12,4,45000,266.7,20.1,4,TRUE,0,0,0,FALSE,Boston
3315,B16016,37P,0.9992,OTHER WAREHOUSE,HWY   N WSHNGTN ST,NBI,MUN,42,22,4.0368,71,3,34.3224,14,6,65400,82.9,31.2,7,TRUE,0,0,0,FALSE,Boston
3316,B16245,37Q,0.7059,OTHER SUL SQ OVERP/ST99,OTHER REMOVED 2004,REM,MUN,42,22,59.898,71,4,25.6836,12,4,26600,141.1,21.1,6,TRUE,0,0,0,FALSE,Boston
3317,B16016,37R,0.9998,HWY   WATER ST,HWY   N WSHNGTN ST,NBI,MUN,42,22,13.728,71,3,42.4512,14,6,63500,18.3,42.1,8,TRUE,0,0,0,FALSE,Boston
3319,B16245,37U,0.4593,ST 99 SULLIVAN SQ UNDRPS,HWY   MISHAWUM ST,NBI,MUN,42,22,48,71,4,12,14,1,3600,22.3,16.8,6,TRUE,0,0,0,FALSE,Boston
3320,B16245,37V,0.6711,ST 99 SULLIVAN SQ UNDRPS,HWY   SOUTH ROTARY,NBI,MUN,42,23,0.0348,71,4,26.238,14,3,23300,18.9,19.6,6,TRUE,0,0,0,FALSE,Boston
3322,B16245,37X,0.6929,ST 99 SULLIVAN SQ UNDRPS,HWY   NORTH ROTARY,NBI,MUN,42,23,7.3212,71,4,24.6432,14,3,25300,18.6,19.7,7,TRUE,0,0,0,FALSE,Boston
3325,B16003,381,0.943,WATER NEPONSET RIVER,HWY   ADAMS ST,NBI,MUN,42,16,15.0924,71,4,6.6324,14,2,20160,36.3,18.2,7,TRUE,0,0,0,FALSE,Boston
3332,B16029,388,0.3949,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.0652,71,4,18.4188,14,4,52000,251.46,28.6,4,TRUE,9,12,18,TRUE,Boston
3333,B16031,389,0.9856,WATER FORT POINT CHANNEL,HWY   SUMMER ST,NBI,MUN,42,21,3.366,71,3,8.1072,14,4,26000,153,30.5,7,TRUE,0,0,0,FALSE,Boston
3335,B16034,38B,0.9848,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,33,71,2,14.0136,19,4,16100,284.1,21.6,7,TRUE,0,0,0,FALSE,Boston
3341,B16124,38H,0.9903,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.56,71,2,57.5052,14,6,22900,17.5,30.5,8,TRUE,0,0,0,FALSE,Boston
3343,B16184,38K,0.3424,WATER FORT POINT CHANNEL,HWY   NORTHERN AVE,CLP,MUN,42,21,16.1568,71,3,0.2412,19,3,0,193.9,18.9,3,TRUE,0,0,0,FALSE,Boston
3346,B16237,38N,0.821,ST  2 COMMONWEALTH AVE,ST  2 A/MASS AVE,NBI,MUN,42,20,57.0012,71,5,21.2244,14,4,31500,15.5,29,4,TRUE,0,0,0,TRUE,Boston
3347,B16238,38P,0.9148,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,33.288,71,5,7.8936,14,4,21600,16.8,48.3,5,TRUE,0,0,0,FALSE,Boston
3349,B16361,38R,0.4009,OTHER SUMMER ST/C ST,OTHER REMOVED,REM,MUN,42,20,49.614,71,2,39.3072,14,4,19900,20.4,30.6,6,TRUE,0,0,0,FALSE,Boston
3357,B16189,391,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,34.8612,71,5,40.4304,14,1,2100,20.4,22.1,N,TRUE,0,0,0,FALSE,Boston
3365,Q01009,399,0.8707,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,MHD,42,16,44.7708,71,1,58.7532,14,4,36500,74,19.5,2,TRUE,15,19,29,TRUE,Quincy
3366,R05007,39A,0.6087,WATER PINES RIVER,ST107 SALEM TPK,NBI,MHD,42,25,50.8152,70,59,53.4948,14,4,34100,39.3,25.9,5,TRUE,0,0,0,TRUE,Revere
3367,R05017,39B,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,MHD,42,24,15.714,71,0,10.332,14,4,58000,42.4,24.5,6,TRUE,0,0,0,FALSE,Revere
3368,R05018,39C,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,MHD,42,24,24.9156,71,0,10.656,14,4,52000,53.9,24.4,6,TRUE,0,0,0,FALSE,Revere
3369,R05019,39D,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.5568,71,0,9.846,14,4,51900,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere
3370,R05020,39E,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.5568,71,0,9.846,14,4,51850,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere
3371,R05021,39F,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.5568,71,0,9.846,14,4,51900,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere
3372,R05009,39G,0.7127,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,MHD,42,25,41.3472,70,59,58.4304,14,4,29200,11.4,25.5,5,TRUE,0,0,0,TRUE,Revere
3374,L18016,39J,0.5288,WATER SAUGUS RIVER,ST107 WESTERN AVE,NBI,MHD,42,27,2.25,70,58,48.4716,14,4,22600,64,18.3,5,TRUE,20,25,40,TRUE,Lynn
3375,S05003,39K,0.8251,WATER E BR PINES RIVER,ST107 SALEM TNPK,NBI,MHD,42,26,10.644,70,59,38.724,14,4,35000,9.5,25.6,5,TRUE,0,0,0,TRUE,Saugus
3376,B16235,39L,0.6453,COMB  BLUE LINE & RELIEF,ST  1 A/RAMP NB,REM,MHD,42,22,26.886,71,1,50.5812,14,1,19900,18.6,9.1,0,TRUE,0,0,0,FALSE,Boston
3377,B16236,39M,0.5055,OTHER RELIEF,ST  1 A/ON RAMP,NBI,MHD,42,22,42,71,1,36,16,1,13800,129.8,9.1,6,TRUE,0,0,0,FALSE,Boston
3378,B16235,39N,0.6967,OTHER RELIEF,ST  1 A/RAMP EB,REM,MHD,42,22,18,71,1,60,14,1,35000,177.7,9.1,5,TRUE,0,0,0,FALSE,Boston
3379,B16236,39P,0.5146,OTHER RELIEF,ST  1 A/OFF RAMP,NBI,MHD,42,22,42,71,1,36,16,1,14000,92.7,9.1,6,TRUE,0,0,0,FALSE,Boston
3380,B16235,39Q,0.4337,ST  1 A/NB,ST  1 A/RAMP EB,REM,MHD,42,22,24,71,1,54,12,1,34000,229.5,8.9,6,TRUE,0,0,0,FALSE,Boston
3381,B16235,39R,0.7456,ST  1 A/NB & EB RAMP,ST  1 A/RAMP WB,REM,MHD,42,22,25.1508,71,1,51.744,14,1,39000,107,9.1,6,TRUE,0,0,0,FALSE,Boston
3382,B16235,39T,0.7141,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,MHD,42,22,22.9548,71,2,8.2608,14,6,40500,115.8,28.4,6,TRUE,0,0,0,FALSE,Boston
3383,B16236,39U,0.9708,OTHER RELIEF,ST  1 A,NBI,MHD,42,22,31.5012,71,1,47.5752,12,6,41000,51.5,26,6,TRUE,0,0,0,FALSE,Boston
3384,B16235,39V,0.934,OTHER RELIEF,ST  1 A/NB,NBI,MHD,42,22,21.3312,71,2,3.8508,14,2,20900,62.2,13.7,7,TRUE,0,0,0,FALSE,Boston
3385,B16236,39W,0.6349,HWY   BNINGTN & NEPTUNE,ST  1 A,NBI,MHD,42,22,46.5708,71,1,30.6768,16,6,54000,216.4,36.7,6,TRUE,0,0,0,FALSE,Boston
3386,B16235,39X,0.9517,OTHER RELIEF,ST  1 A/NB,NBI,MHD,42,22,25.41,71,1,54.9984,12,2,20900,80.5,17,7,TRUE,0,0,0,FALSE,Boston
3387,B16236,39Y,0.9786,HWY   SARATGA ST & U TRN,ST  1 A,NBI,MHD,42,22,53.2344,71,1,25.2228,12,6,53000,245.4,26.2,5,TRUE,0,0,0,FALSE,Boston
3388,B16235,3A0,0.7032,RR    BMRR,ST  1 A/SB,NBI,MHD,42,22,21.324,71,2,3.8292,14,3,41000,211.5,13.9,6,TRUE,0,0,0,FALSE,Boston
3389,B16235,3A1,0.9668,OTHER RELIEF,ST  1 A/SB,NBI,MHD,42,22,29.244,71,1,50.2212,14,2,20900,72.5,13.9,7,TRUE,0,0,0,FALSE,Boston
3390,B16235,3A2,0.6978,OTHER RELIEF,ST  1 A/SB,REM,MHD,42,22,30.648,71,1,48.5508,12,2,37392,146.3,13.9,7,TRUE,0,0,0,FALSE,Boston
3391,B16022,3A3,0.5108,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,MHD,42,16,38.262,71,3,12.4704,14,4,36000,57,15.5,5,TRUE,12,19,30,FALSE,Boston
3393,C09015,3A5,0.6058,HWY   WEBSTER AVE,US  1 NE XWAY,NBI,MHD,42,24,14.6016,71,1,46.2252,12,6,97000,23.2,34.3,5,TRUE,0,0,0,FALSE,Chelsea
3394,C09007,3A6,0.7083,HWY   ARLINGTON & 5TH ST,"US  1 BTS 36,PR1",NBI,MHD,42,23,43.2168,71,2,8.8512,17,3,90000,381.9,14.3,5,TRUE,0,0,0,TRUE,Chelsea
3395,C09011,3A7,0.6409,HWY   ORANGE & CARTER ST,US  1 NE XWAY,NBI,MHD,42,24,6.102,71,2,15.9,12,6,56000,309.1,27.4,6,TRUE,0,0,0,FALSE,Chelsea
3396,C09007,3A8,0.702,RR    MBTA/BMRR,US  1 NE XWAY,NBI,MHD,42,23,45.0924,71,2,9.546,12,6,82000,32.9,28.7,7,TRUE,0,0,0,FALSE,Chelsea
3397,C09011,3A9,0.6811,HWY   ORANGE ST,US  1 SB RAMP,NBI,MHD,42,24,6.7824,71,2,18.2868,17,1,14700,144.8,9.1,7,TRUE,0,0,0,FALSE,Chelsea
3398,C09007,3AA,0.6657,HWY   SPRUCE ST,"US  1 PR2, N ABUT",NBI,MHD,42,23,48.8544,71,2,13.2864,12,6,83000,246.3,28.7,6,TRUE,0,0,0,FALSE,Chelsea
3399,C09007,3AB,0.7096,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1",NBI,MHD,42,23,43.2168,71,2,8.8512,12,3,90000,266.4,14.3,5,TRUE,0,0,0,FALSE,Chelsea
3400,C09007,3AC,0.7467,HWY   ARLINGTON ST,US  1 RP ABUT-BT50,NBI,MHD,42,23,43.2168,71,2,8.8512,17,1,13000,97.5,11,7,TRUE,0,0,0,FALSE,Chelsea
3401,R05031,3AD,0,ST 60 WB/SQUIRE RD,US  1 RD NOT USED,CLO,MHD,42,25,0,71,0,60,12,3,10,59.1,16.5,7,TRUE,0,0,0,FALSE,Revere
3402,R05031,3AE,0,HWY   TO ST60 WB/SQUIRE,US  1 RD NOT USED,CLO,MHD,42,25,0,71,0,60,12,2,10,65.5,16.5,6,TRUE,0,0,0,FALSE,Revere
3403,M01008,3AF,0.9919,HWY   LYNN ST,US  1,NBI,MHD,42,26,11.6448,71,1,17.4648,12,4,91000,20.4,24,8,TRUE,0,0,0,FALSE,Malden
3404,R05002,3AG,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,MHD,42,26,8.0844,71,1,12.3492,12,4,105000,42.3,24.3,5,TRUE,0,0,0,FALSE,Revere
3405,R05027,3AH,0.8929,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,MHD,42,24,22.8996,71,1,36.0732,12,6,58000,38.7,37.8,5,TRUE,0,0,0,FALSE,Revere
3406,R05028,3AJ,0.7671,HWY   HYSIL AVE,US  1 NE XWAY,NBI,MHD,42,24,43.8228,71,1,49.9476,12,6,61000,17.7,34.9,6,TRUE,0,0,0,FALSE,Revere
3407,R05033,3AK,0.7664,HWY   MALDEN ST,US  1 NE XWAY,NBI,MHD,42,25,35.688,71,1,18.7824,12,6,71000,17.6,36,6,TRUE,0,0,0,FALSE,Revere
3408,R05034,3AL,0,ST 60 EB/SQUIRE RD,US  1 NE XWAY,CLO,MHD,42,25,44.7132,71,1,9.4908,12,2,66000,44.5,16.9,7,TRUE,0,0,0,FALSE,Revere
3409,R05038,3AM,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,MHD,42,25,44.1408,71,1,9.0012,12,4,75000,43.3,30.9,5,TRUE,0,0,0,FALSE,Revere
3410,R05039,3AN,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,MHD,42,25,52.4532,71,1,4.476,12,6,54600,147.2,27,5,TRUE,0,0,0,FALSE,Revere
3411,R05041,3AP,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,MHD,42,25,16.9284,71,1,42.492,12,6,81000,27.4,35.9,6,TRUE,0,0,0,FALSE,Revere
3412,S05037,3AQ,0.6596,ST 99 NB CONN,US  1 SB/BROADWAY,NBI,MHD,42,27,5.7384,71,1,25.7772,14,2,42800,24.7,13.8,7,TRUE,0,0,0,FALSE,Saugus
3413,B16232,3AR,0.5845,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,MHD,42,21,48,71,3,42,11,2,30000,180.7,10.4,5,TRUE,0,0,0,FALSE,Boston
3414,B16232,3AT,0.5854,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,MHD,42,21,48,71,3,42,11,2,66700,73.5,10.8,5,TRUE,0,0,0,FALSE,Boston
3415,B16232,3AU,0.586,I  93 NB OFF RAMP,I  93 SB UPR ON RP,CLO,MHD,42,21,48,71,3,42,11,2,26000,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston
3416,B16232,3AV,0.5852,I  93 SB OFF RAMP,I  93 NB UPR ON RP,CLO,MHD,42,21,48,71,3,42,11,2,37839,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston
3417,B16232,3AW,0.5574,COMB  PARKING & MBTA,I  93 SB OFF RP,CLO,MHD,42,21,48,71,3,36,11,2,26800,158.5,10.4,4,TRUE,0,0,0,FALSE,Boston
3418,B16232,3AX,0.6139,COMB  PARKING & MBTA,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,42,11,1,27850,158.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3419,B16232,3AY,0.6011,HWY   NASHUA ST & PARKNG,I  93 OFF RMP,CLO,MHD,42,21,58.2228,71,3,51.372,11,2,54650,61.6,16.5,5,TRUE,0,0,0,FALSE,Boston
3420,B16232,3B0,0.6243,HWY   NASHUA ST,I  93 OFF RMP,CLO,MHD,42,21,48,71,3,42,11,2,54650,36.9,10.4,5,TRUE,0,0,0,FALSE,Boston
3421,C09014,3B1,0.8638,HWY   ACCESS RAMP E,ST 16 EB,NBI,MHD,42,24,21.5856,71,1,40.6272,14,3,18500,22.5,13.9,6,TRUE,0,0,0,FALSE,Chelsea
3422,M25017,3B2,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,NBI,MHD,42,16,27.6744,71,3,3.1356,11,8,201000,44.2,39,7,TRUE,0,0,0,FALSE,Milton
3423,M12039,3B3,0.5191,ST 16 MYST VAL PKY,I  93,NBI,MHD,42,24,21.9132,71,6,0.0828,11,8,178144,99.1,43.3,6,TRUE,0,0,0,FALSE,Medford
3424,M12036,3B4,0.92,WATER MYSTIC RIVER,I  93,NBI,MHD,42,24,52.9668,71,6,15.8148,11,8,170000,78.6,43.3,5,TRUE,0,0,0,FALSE,Medford
3425,M12025,3B5,0.8989,HWY   RIVERSIDE AVE,I  93,NBI,MHD,42,24,58.5432,71,6,16.326,11,8,168000,62.8,45.2,5,TRUE,0,0,0,FALSE,Medford
3426,M12027,3B6,0.4198,ST 60 EB/SALEM ST,I  93,NBI,MHD,42,25,7.9464,71,6,16.2252,11,8,181000,48.8,43.3,5,TRUE,0,0,0,FALSE,Medford
3427,M12028,3B7,0.7348,ST 60 WB/SALEM ST,I  93,NBI,MHD,42,25,12.2232,71,6,15.9804,11,8,181000,48.8,43.3,5,TRUE,0,0,0,FALSE,Medford
3428,M12029,3B8,0.9686,HWY   WEBSTER ST,I  93,NBI,MHD,42,25,20.874,71,6,15.012,19,9,168000,40.8,45.2,6,TRUE,0,0,0,FALSE,Medford
3429,M12030,3B9,0.7556,HWY   VALLEY ST & FLLSWY,I  93,NBI,MHD,42,25,33.2832,71,6,13.6872,11,9,169000,41.1,45.3,5,TRUE,0,0,0,FALSE,Medford
3430,Q01044,3BA,0.9645,HWY   WEST ST,I  93 OFF RAMP NB,NBI,MHD,42,14,24,71,1,30,16,1,13900,29.8,7.6,7,TRUE,0,0,0,FALSE,Quincy
3431,Q01044,3BB,0.9636,HWY   WEST ST,I  93 SB ONRAMP,NBI,MHD,42,14,24,71,1,30,16,1,12800,30.1,7.2,7,TRUE,0,0,0,FALSE,Quincy
3432,Q01042,3BC,0.7115,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,MHD,42,14,28.3956,71,1,33.546,11,10,201100,22.6,36,7,TRUE,0,0,0,FALSE,Quincy
3433,Q01041,3BD,0.9579,HWY   WILLARD ST,I  93 /US1/ST3,NBI,MHD,42,14,40.9344,71,1,54.9912,16,10,202000,28.7,42.1,7,TRUE,0,0,0,FALSE,Quincy
3434,Q01044,3BE,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,MHD,42,14,23.9496,71,1,29.532,11,9,187000,30.4,37.3,7,TRUE,0,0,0,FALSE,Quincy
3435,B16281,3BF,1,I  93 SB,I  93 STB UPPR LVL,CLO,MHD,42,22,48,71,4,12,11,1,10,49.7,17.1,7,TRUE,0,0,0,FALSE,Boston
3436,B16281,3BG,0.9801,RR    BMRR & MBTA,I  93 SB BT 61-63,CLO,MHD,42,22,46.6644,71,4,36.2928,11,1,10,49.7,8.8,7,TRUE,0,0,0,FALSE,Boston
