psiyear,psi,route,direction,FederalAidRouteNumber,segmentid
2007,3.5,I495 SB,SB,I495,id353896
2007,3.67078282,I495 NB,NB,I495,id248242
2007,3.5999999,I93 SB,SB,I-93,id62709
2007,3.29999995,I90 EB,EB,I-90,id188449
2007,2.79999995,I495 SB,SB,I495,id66999
2007,3.65999999,I495 NB,NB,I495,id188558
2007,4.1999998,I95 SB,SB,I-95,id206575
2007,2.23194317,I93 NB,NB,I-93,id320844
2007,2.75113604,I95 NB,NB,I-95,id86896
2007,2.79999995,I95 SB,SB,I-95,id112720
2007,3.98669453,I95 NB,NB,I-95,id106835
2007,2.72,I495 NB,NB,I495,id248269
2007,2.72,I95 NB,NB,I-95,id82009
2007,2.90000009,I495 SB,SB,I495,id154116
2007,3.20000004,I95 SB,SB,I-95,id393973
2007,3.79999995,I95 SB,SB,I-95,id343353
2007,2.97679172,I95 NB,NB,I-95,id300048
2007,2.98956378,I93 NB,NB,I-93,id366825
2007,2.79999995,I90 WB,WB,I-90,id420628
2007,2.79999995,I95 SB,SB,I-95,id382830
2007,3.29999995,I90 EB,EB,I-90,id188450
2007,3.41771232,I95 NB,NB,I-95,id290224
2007,3.32065822,I93 NB,NB,I-93,id238227
2007,3.7125,I95 NB,NB,I-95,id387301
2007,3.70000004,I495 SB,SB,I495,id43858
2007,3.71161939,I93 NB,NB,I-93,id86086
2007,3.28205602,I95 NB,NB,I-95,id404674
2007,3.00586691,I495 NB,NB,I495,id247772
2007,3.5,I90 EB,EB,I-90,id62958
2007,3.40000009,I95 SB,SB,I-95,id436863
2007,3.22,I495 NB,NB,I495,id353394
2007,1.87579239,I93 NB,NB,I-93,id452430
2007,2.97315338,I95 NB,NB,I-95,id219924
2007,4.1999998,I95 SB,SB,I-95,id206539
2007,3.0999999,I93 SB,SB,I-93,id323413
2007,3.5,I93 SB,SB,I-93,id238755
2007,3,I95 SB,SB,I-95,id112788
2007,2.99885616,I95 NB,NB,I-95,id275090
2007,3.76692082,I95 SB,SB,I-95,id112785
2007,3.7125,I95 NB,NB,I-95,id206001
2007,3.14824431,I93 NB,NB,I-93,id322799
2007,4.1999998,I95 SB,SB,I-95,id206578
2007,3.20000004,I93 SB,SB,I-93,id319595
2007,3.40000009,I93 SB,SB,I-93,id367121
2007,3.40000009,I90 EB,EB,I-90,id401355
2007,3.40000009,I93 SB,SB,I-93,id431242
2007,3.70000004,I95 SB,SB,I-95,id390759
2007,4.32826229,I95 NB,NB,I-95,id262439
2007,3.93273534,I95 NB,NB,I-95,id246559
2007,2.79999995,I290 WB,WB,I290,id229166
2007,3.7125,I93 NB,NB,I-93,id87325
2007,2.74641516,I95 NB,NB,I-95,id82602
2007,2.51105851,I95 NB,NB,I-95,id290322
2007,3.14149256,I95 NB,NB,I-95,id148094
2007,3.40000009,I90 WB,WB,I-90,id62957
2007,2.62227246,I95 NB,NB,I-95,id219923
2007,3.5999999,I495 SB,SB,I495,id248781
2007,2.79999995,I90 WB,WB,I-90,id420632
2007,3.1,I95 NB,NB,I-95,id290588
2007,3.40000009,I93 SB,SB,I-93,id319574
2007,3.7125,I93 NB,NB,I-93,id252043
2007,3.20000004,I95 SB,SB,I-95,id405033
2007,2.56930399,I95 NB,NB,I-95,id82499
2007,3.0999999,I93 SB,SB,I-93,id319564
2007,2.7549396,I495 NB,NB,I495,id43330
2007,3.77876537,I95 SB,SB,I-95,id112755
2007,3.55066467,I495 NB,NB,I495,id188459
2007,3.5999999,I93 SB,SB,I-93,id62588
2007,2.20000004,I495 SB,SB,I495,id154118
2007,3.40000009,I93 SB,SB,I-93,id436869
2007,3.41028734,I495 NB,NB,I495,id188448
2007,3.40000009,I93 SB,SB,I-93,id367120
2007,4,I95 SB,SB,I-95,id148814
2007,3.79999995,I95 SB,SB,I-95,id393975
2007,3.40000009,I495 SB,SB,I495,id229161
2007,3.7125,I95 NB,NB,I-95,id82609
2007,3.20000004,I95 SB,SB,I-95,id276316
2007,4.1999998,I95 SB,SB,I-95,id206577
2007,2.70000004,I95 SB,SB,I-95,id108172
2007,0.06659583,I93 NB,NB,I-93,id55774
2007,3.7125,I95 NB,NB,I-95,id148066
2007,3.5,I90 WB,WB,I-90,id152254
2007,2.7153909,I93 NB,NB,I-93,id320825
2007,3.40000009,I95 SB,SB,I-95,id388747
2007,2.5999999,I95 SB,SB,I-95,id323428
2007,2.26558356,I495 NB,NB,I495,id228459
2007,3.68019898,I93 NB,NB,I-93,id56285
2007,3.20000004,I95 SB,SB,I-95,id404989
2007,3.0999999,I95 SB,SB,I-95,id436863
2007,3.7125,I95 NB,NB,I-95,id391785
2007,2.5,I95 SB,SB,I-95,id220649
2007,2.79999995,I495 SB,SB,I495,id67004
2007,3.79999995,I95 SB,SB,I-95,id291297
2007,3,I95 NB,NB,I-95,id272946
2007,3,I95 NB,NB,I-95,id275033
2007,3.5,I93 SB,SB,I-93,id252378
2007,2.20000004,I93 SB,SB,I-93,id87526
2007,3.17897882,I95 NB,NB,I-95,id322650
2007,2.83291124,I95 NB,NB,I-95,id82010
2007,3.5999999,I95 SB,SB,I-95,id300950
2007,2.5,I93 NB,NB,I-93,id320840
2007,3.79853546,I495 NB,NB,I495,id228227
2007,3.7125,I495 NB,NB,I495,id188605
2007,1.22936109,I95 SB,SB,I-95,id112754
2007,3.5,I93 SB,SB,I-93,id238748
2007,3.40000009,I95 SB,SB,I-95,id394014
2007,2.79999995,I90 EB,EB,I-90,id420146
2007,3.29999995,I495 SB,SB,I495,id208491
2007,3.474976,I95 NB,NB,I-95,id387255
2007,3.7125,I95 NB,NB,I-95,id391786
2007,4.1999998,I95 SB,SB,I-95,id220642
2007,2.49,I95 NB,NB,I-95,id112085
2007,3.70000004,I495 SB,SB,I495,id43841
2007,3.07944774,I95 NB,NB,I-95,id388418
2007,3.47221083,I93 NB,NB,I-93,id436090
2007,2.70000004,I95 SB,SB,I-95,id108110
2007,3.72103686,I95 NB,NB,I-95,id220441
2007,3.45727831,I95 NB,NB,I-95,id148229
2007,3.7125,I93 NB,NB,I-93,id350930
2007,3.7125,I93 NB,NB,I-93,id86906
2007,3.79657094,I95 NB,NB,I-95,id205073
2007,3.5999999,I90 WB,WB,I-90,id152252
2007,3.40000009,I93 SB,SB,I-93,id431237
2007,3.75078129,I95 NB,NB,I-95,id322648
2007,3,I95 SB,SB,I-95,id112789
2007,2.20000004,I495 SB,SB,I495,id148813
2007,2.79999995,I95 SB,SB,I-95,id247181
2007,2.24254413,I495 NB,NB,I495,id66851
2007,3.21211321,I95 NB,NB,I-95,id390992
2007,3.5,I95 SB,SB,I-95,id87523
2007,3.40000009,I95 SB,SB,I-95,id83032
2007,4.22496312,I495 NB,NB,I495,id307617
2007,3.83161489,I95 NB,NB,I-95,id107562
2007,3.45862167,I95 NB,NB,I-95,id388415
2007,2.63060733,I495 NB,NB,I495,id208122
2007,4,I95 SB,SB,I-95,id343354
2007,2.90000009,I495 SB,SB,I495,id154115
2007,2.79999995,I290 WB,WB,I290,id229158
2007,2.04785011,I95 NB,NB,I-95,id300034
2007,4.1999998,I95 SB,SB,I-95,id206580
2007,3.94461076,I95 NB,NB,I-95,id107567
2007,3.5,I95 SB,SB,I-95,id87521
2007,2.57949871,I495 NB,NB,I495,id353371
2007,2.65854818,I495 NB,NB,I495,id416718
2007,3.50945898,I93 NB,NB,I-93,id56277
2007,3.1691196,I95 NB,NB,I-95,id298995
2007,2.79999995,I90 EB,EB,I-90,id420060
2007,3.46332402,I95 NB,NB,I-95,id82609
2007,4.1999998,I495 SB,SB,I495,id35189
2007,3.5,I93 SB,SB,I-93,id381230
2007,3.40000009,I95 SB,SB,I-95,id83031
2007,3.20000004,I95 SB,SB,I-95,id404979
2007,3.29999995,I495 SB,SB,I495,id208464
2007,3.20000004,I90 WB,WB,I-90,id62219
2007,3.29999995,I90 WB,WB,I-90,id413647
2007,2.79999995,I90 WB,WB,I-90,id276402
2007,3.52469346,I93 NB,NB,I-93,id237527
2007,3.20000004,I90 WB,WB,I-90,id81259
2007,3.7125,I95 NB,NB,I-95,id342823
2007,3.2,I90 EB,EB,I-90,id452807
2007,3.5626305,I93 NB,NB,I-93,id430611
2007,3.38858558,I93 NB,NB,I-93,id430014
2007,3.5,I93 SB,SB,I-93,id252456
2007,3.5,I90 WB,WB,I-90,id152256
2007,3.20000004,I95 SB,SB,I-95,id420630
2007,4.1999998,I95 SB,SB,I-95,id206583
2007,3.29999995,I93 NB,NB,I-93,id452204
2007,3.7125,I95 NB,NB,I-95,id389503
2007,4.02185591,I290 EB,EB,I290,id228235
2007,3.4997918,I95 NB,NB,I-95,id300048
2007,4.1999998,I95 SB,SB,I-95,id388746
2007,2.65731708,I495 NB,NB,I495,id43516
2007,2.91089149,I95 NB,NB,I-95,id387513
2007,3.5999999,I93 SB,SB,I-93,id62711
2007,3.29999995,I95 SB,SB,I-95,id108110
2007,4.1149475,I95 NB,NB,I-95,id107555
2007,2.90000009,I95 SB,SB,I-95,id262916
2007,3.20000004,I90 EB,EB,I-90,id56236
2007,4.1999998,I95 SB,SB,I-95,id388730
2007,4.1999998,I95 SB,SB,I-95,id388746
2007,2.58865094,I95 NB,NB,I-95,id220477
2007,2.79999995,I93 SB,SB,I-93,id436828
2007,3.29999995,I93 SB,SB,I-93,id252432
2007,3.69444014,I495 NB,NB,I495,id153461
2007,3.56742471,I95 NB,NB,I-95,id390279
2007,3.20000004,I90 EB,EB,I-90,id62967
2007,3.5,I495 SB,SB,I495,id188880
2007,3.17541915,I95 SB,SB,I-95,id83082
2007,2.90000009,I90 EB,EB,I-90,id150120
2007,3.5,I93 SB,SB,I-93,id252436
2007,3.17479533,I495 NB,NB,I495,id188110
2007,3.29999995,I90 EB,EB,I-90,id188109
2007,2.49,I95 NB,NB,I-95,id422726
2007,2.45,I95 NB,NB,I-95,id111975
2007,2.97,I93 NB,NB,I-93,id323170
2007,2.79999995,I95 SB,SB,I-95,id112718
2007,3.14989325,I95 NB,NB,I-95,id391700
2007,2.59273078,I495 NB,NB,I495,id66678
2007,3.7125,I95 NB,NB,I-95,id205058
2007,3.44685082,I93 NB,NB,I-93,id320845
2007,2.20000004,I495 SB,SB,I495,id148805
2007,2.90000009,I93 SB,SB,I-93,id252042
2007,3.67490483,I95 NB,NB,I-95,id206062
2007,3.20000004,I90 WB,WB,I-90,id452975
2007,2.5,I95 SB,SB,I-95,id220650
2007,3.7125,I93 NB,NB,I-93,id86905
2007,3.70000004,I93 SB,SB,I-93,id70670
2007,2.20368925,I95 SB,SB,I-95,id83029
2007,2.79999995,I95 SB,SB,I-95,id436837
2007,3.29999995,I95 SB,SB,I-95,id393972
2007,3.40000009,I93 SB,SB,I-93,id62685
2007,3.5,I90 EB,EB,I-90,id151242
2007,3.67494421,I93 NB,NB,I-93,id430605
2007,3.70000004,I95 SB,SB,I-95,id291250
2007,2.20000004,I495 SB,SB,I495,id446673
2007,3.20000004,I93 SB,SB,I-93,id367152
2007,3.52852164,I93 NB,NB,I-93,id452429
2007,2.99129144,I95 NB,NB,I-95,id86890
2007,2.71493805,I95 NB,NB,I-95,id436084
2007,3.40000009,I93 SB,SB,I-93,id323410
2007,3.40000009,I90 WB,WB,I-90,id62959
2007,3.7125,I93 NB,NB,I-93,id318531
2007,3.20000004,I93 SB,SB,I-93,id319594
2007,3.20000004,I93 SB,SB,I-93,id367119
2007,2.86805371,I95 NB,NB,I-95,id82012
2007,3.3030528,I95 NB,NB,I-95,id205057
2007,2.40411601,I495 NB,NB,I495,id227392
2007,2.79999995,I95 SB,SB,I-95,id112790
2007,4.1010266,I95 NB,NB,I-95,id107555
2007,3.20000004,I95 SB,SB,I-95,id420625
2007,3.7125,I93 NB,NB,I-93,id436097
2007,3,I90 EB,EB,I-90,id353106
2007,3.20000004,I495 SB,SB,I495,id248781
2007,3.96524064,I95 NB,NB,I-95,id262470
2007,3.40000009,I90 EB,EB,I-90,id260271
2007,3.7579931,I95 NB,NB,I-95,id205905
2007,2.2,I495 NB,NB,I495,id228239
2007,2.79999995,I95 SB,SB,I-95,id112726
2007,2.04899478,I93 NB,NB,I-93,id238244
2007,4,I95 SB,SB,I-95,id148793
2007,3.29999995,I90 EB,EB,I-90,id188457
2007,3.70000004,I95 SB,SB,I-95,id291273
2007,4.1999998,I95 SB,SB,I-95,id388745
2007,3.02728813,I95 NB,NB,I-95,id82711
2007,3.41030465,I93 NB,NB,I-93,id238244
2007,3.40000009,I495 SB,SB,I495,id188886
2007,2.89667425,I95 NB,NB,I-95,id82711
2007,3.20000004,I495 SB,SB,I495,id248778
2007,2.72,I495 NB,NB,I495,id43331
2007,3.69849448,I93 NB,NB,I-93,id436099
2007,4.1999998,I95 SB,SB,I-95,id206580
2007,3.51903409,I95 NB,NB,I-95,id107562
2007,3,I90 EB,EB,I-90,id275016
2007,4.1999998,I95 SB,SB,I-95,id83084
2007,3.40000009,I93 SB,SB,I-93,id431240
2007,2.92117996,I495 NB,NB,I495,id208127
2007,2.79999995,I90 WB,WB,I-90,id420587
2007,3,I95 NB,NB,I-95,id391685
2007,2.66386717,I95 SB,SB,I-95,id423633
2007,3,I95 SB,SB,I-95,id300885
2007,2.90000009,I95 SB,SB,I-95,id262925
2007,3.71162328,I93 NB,NB,I-93,id436098
2007,4.5,I95 NB,NB,I-95,id112220
2007,3.0999999,I95 SB,SB,I-95,id276301
2007,3.0999999,I95 SB,SB,I-95,id436861
2007,2.0603985,I93 NB,NB,I-93,id318605
2007,3.75643531,I95 NB,NB,I-95,id148226
2007,3.5999999,I95 SB,SB,I-95,id291248
2007,3.40000009,I93 SB,SB,I-93,id238746
2007,2.90000009,I93 SB,SB,I-93,id252431
2007,3.5999999,I495 SB,SB,I495,id188888
2007,3.79999995,I95 SB,SB,I-95,id390759
2007,3.23983763,I495 NB,NB,I495,id228384
2007,3,I95 SB,SB,I-95,id112756
2007,3.60073623,I495 NB,NB,I495,id248242
2007,3.79999995,I495 SB,SB,I495,id43840
2007,3.14228925,I95 NB,NB,I-95,id299375
2007,2.72,I95 NB,NB,I-95,id403437
2007,3.40000009,I90 EB,EB,I-90,id259620
2007,3.20000004,I93 SB,SB,I-93,id367152
2007,4.5,I95 NB,NB,I-95,id262439
2007,3.79999995,I93 SB,SB,I-93,id319593
2007,3.40000009,I90 WB,WB,I-90,id452477
2007,3.40000009,I93 SB,SB,I-93,id436868
2007,2.5,I95 SB,SB,I-95,id220669
2008,3.29999995,I90 EB,EB,I-90,id413009
2008,4.21408617,I95 SB,SB,I-95,id112720
2008,1.60787272,I93 SB,SB,I-93,id452424
2008,0.14633391,I93 SB,SB,I-93,id238755
2008,2.47285557,I93 SB,SB,I-93,id62709
2008,2.78552006,I495 SB,SB,I495,id208469
2008,3.44617121,I495 SB,SB,I495,id188888
2008,3.63438098,I95 NB,NB,I-95,id82711
2008,3.57481602,I495 NB,NB,I495,id153473
2008,3.73761362,I95 SB,SB,I-95,id220668
2008,3.29999995,I90 WB,WB,I-90,id188876
2008,3.2,I90 EB,EB,I-90,id452696
2008,3.58573636,I495 NB,NB,I495,id188459
2008,2.78336564,I495 SB,SB,I495,id208468
2008,3.15696815,I95 NB,NB,I-95,id290322
2008,3.501525,I93 NB,NB,I-93,id366825
2008,3.70944704,I93 SB,SB,I-93,id252042
2008,3.84799608,I95 SB,SB,I-95,id404979
2008,1.31427146,I90 EB,EB,I-90,id52462
2008,4.48493023,I93 NB,NB,I-93,id318545
2008,4.31943039,I95 SB,SB,I-95,id262897
2008,4.07849278,I95 NB,NB,I-95,id112382
2008,3.89558622,I95 SB,SB,I-95,id291250
2008,3.99066,I95 NB,NB,I-95,id86896
2008,3.05664556,I93 SB,SB,I-93,id431242
2008,3.34712609,I95 SB,SB,I-95,id83082
2008,3.7125,I95 SB,SB,I-95,id206529
2008,1.26691654,I93 NB,NB,I-93,id318605
2008,2.72,I495 NB,NB,I495,id228227
2008,3.91939576,I95 NB,NB,I-95,id106890
2008,2.89188582,I93 NB,NB,I-93,id56288
2008,3.5205,I93 NB,NB,I-93,id251823
2008,3.10833,I95 SB,SB,I-95,id323428
2008,3.7125,I495 NB,NB,I495,id248242
2008,3.7125,I95 NB,NB,I-95,id205058
2008,3.7125,I95 SB,SB,I-95,id388747
2008,4.23301622,I290 EB,EB,I290,id228235
2008,3,I93 SB,SB,I-93,id431231
2008,3.24953493,I95 SB,SB,I-95,id112769
2008,2.92214627,I93 SB,SB,I-93,id367119
2008,2.79585657,I495 SB,SB,I495,id229155
2008,4.22968677,I93 SB,SB,I-93,id70670
2008,3.39364801,I95 NB,NB,I-95,id390279
2008,3.20000004,I90 WB,WB,I-90,id62219
2008,2.45466583,I495 SB,SB,I495,id66999
2008,2.22031746,I95 NB,NB,I-95,id387967
2008,3.47070881,I95 SB,SB,I-95,id220650
2008,2.29982754,I495 NB,NB,I495,id207646
2008,2.72,I495 NB,NB,I495,id207630
2008,3.48618692,I93 NB,NB,I-93,id70081
2008,3.05449642,I93 NB,NB,I-93,id366339
2008,2.65754573,I90 EB,EB,I-90,id452807
2008,3.52810226,I495 NB,NB,I495,id188558
2008,2.79999995,I90 WB,WB,I-90,id420633
2008,2.84689287,I495 NB,NB,I495,id43330
2008,2.48930198,I95 SB,SB,I-95,id420630
2008,3.80105582,I93 NB,NB,I-93,id68696
2008,3.58058183,I95 NB,NB,I-95,id148226
2008,3.5,I90 EB,EB,I-90,id452696
2008,3.79392878,I95 SB,SB,I-95,id390759
2008,3.5,I90 EB,EB,I-90,id260269
2008,4.04623285,I95 SB,SB,I-95,id108177
2008,3.20000004,I90 WB,WB,I-90,id452975
2008,2.66156884,I95 NB,NB,I-95,id420027
2008,3.6182739,I95 NB,NB,I-95,id322649
2008,2.76364617,I93 SB,SB,I-93,id62615
2008,3.71721906,I95 NB,NB,I-95,id342815
2008,1.21556419,I95 SB,SB,I-95,id423634
2008,3.62303871,I95 SB,SB,I-95,id323412
2008,3.67495531,I95 NB,NB,I-95,id148226
2008,3.67012054,I495 SB,SB,I495,id35189
2008,3.34874965,I95 NB,NB,I-95,id300034
2008,2.3298029,I93 SB,SB,I-93,id238746
2008,4.13689244,I93 SB,SB,I-93,id319575
2008,3.71082043,I93 SB,SB,I-93,id252432
2008,3.47209272,I95 NB,NB,I-95,id82499
2008,3.83020296,I95 NB,NB,I-95,id107567
2008,3.20000004,I90 WB,WB,I-90,id452477
2008,2.64571578,I93 SB,SB,I-93,id252385
2008,2.96559349,I95 SB,SB,I-95,id276384
2008,2.80567738,I93 SB,SB,I-93,id323410
2008,3.07372342,I495 SB,SB,I495,id188877
2008,2.97366271,I93 SB,SB,I-93,id238762
2008,3.50226606,I93 NB,NB,I-93,id320845
2008,3.25987822,I95 NB,NB,I-95,id404674
2008,3.29999995,I90 WB,WB,I-90,id413647
2008,0.45589992,I495 SB,SB,I495,id353862
2008,3.14786308,I495 NB,NB,I495,id208130
2008,2.64338921,I95 SB,SB,I-95,id420625
2008,0.06659583,I93 NB,NB,I-93,id55774
2008,2.83171804,I95 SB,SB,I-95,id206535
2008,3.37952261,I93 SB,SB,I-93,id436870
2008,3.38888888,I95 SB,SB,I-95,id148816
2008,3.66109176,I495 SB,SB,I495,id248781
2008,3.66161803,I95 SB,SB,I-95,id206580
2008,4.12685048,I95 SB,SB,I-95,id108172
2008,3.5,I90 WB,WB,I-90,id62956
2008,2.72772298,I95 NB,NB,I-95,id451994
2008,3.40000009,I93 SB,SB,I-93,id62742
2008,3.40000009,I90 EB,EB,I-90,id62958
2008,3.882236,I95 SB,SB,I-95,id343349
2008,0.70820577,I95 SB,SB,I-95,id112789
2008,3.97522908,I95 SB,SB,I-95,id247172
2008,3.66508627,I95 SB,SB,I-95,id83084
2008,3.83860455,I93 SB,SB,I-93,id319564
2008,2.76453277,I495 SB,SB,I495,id208487
2008,3,I90 WB,WB,I-90,id353894
2008,3.77285611,I95 SB,SB,I-95,id388745
2008,3.54866921,I93 NB,NB,I-93,id56281
2008,2.5701923,I95 NB,NB,I-95,id322789
2008,2.87614435,I495 NB,NB,I495,id66677
2008,2.54679214,I95 SB,SB,I-95,id394016
2008,2.78010377,I95 SB,SB,I-95,id388745
2008,3.20000004,I90 WB,WB,I-90,id62218
2008,3.04565762,I495 NB,NB,I495,id248269
2008,4.15988827,I95 NB,NB,I-95,id261232
2008,3.7125,I95 NB,NB,I-95,id205899
2008,3.00872954,I95 NB,NB,I-95,id82601
2008,3.5,I90 EB,EB,I-90,id62958
2008,3.35756167,I95 NB,NB,I-95,id422608
2008,3.40000009,I90 EB,EB,I-90,id259621
2008,3.40348236,I95 SB,SB,I-95,id291252
2008,2.76936508,I95 SB,SB,I-95,id112753
2008,3.48846135,I93 NB,NB,I-93,id56285
2008,4.13824227,I495 NB,NB,I495,id446317
2008,3,I90 WB,WB,I-90,id353893
2008,3.84663035,I95 SB,SB,I-95,id343354
2008,3.58640418,I93 NB,NB,I-93,id350930
2008,2.82048442,I95 SB,SB,I-95,id436830
2008,3.1875,I95 NB,NB,I-95,id272946
2008,1.90905008,I93 NB,NB,I-93,id238232
2008,3.20000004,I90 WB,WB,I-90,id81259
2008,3.65120607,I95 NB,NB,I-95,id205897
2008,3.90932089,I95 SB,SB,I-95,id390759
2008,2.72,I95 SB,SB,I-95,id300885
2008,4.26751448,I93 SB,SB,I-93,id319576
2008,3.56169533,I95 SB,SB,I-95,id206543
2008,1.36082817,I93 SB,SB,I-93,id351198
2008,1.90598934,I95 NB,NB,I-95,id220445
2008,3.20000004,I93 SB,SB,I-93,id351263
2008,1.35811004,I93 SB,SB,I-93,id62713
2008,2.58708206,I95 NB,NB,I-95,id219934
2008,0.85641448,I90 EB,EB,I-90,id62967
2008,2.3973608,I93 SB,SB,I-93,id62685
2008,4.15393458,I95 NB,NB,I-95,id112216
2008,4.13893683,I95 NB,NB,I-95,id246559
2008,3.5999999,I90 EB,EB,I-90,id151242
2008,3.20000004,I93 NB,NB,I-93,id55811
2008,3.49677195,I495 NB,NB,I495,id227392
2008,3.39409032,I95 SB,SB,I-95,id343353
2008,1.4175,I95 NB,NB,I-95,id206001
2008,3.91736754,I95 NB,NB,I-95,id107562
2008,4.15487781,I95 NB,NB,I-95,id262468
2008,3.6900885,I95 NB,NB,I-95,id391786
2008,3.66161803,I95 SB,SB,I-95,id206580
2008,4.15487781,I95 NB,NB,I-95,id262468
2008,3.46055049,I93 SB,SB,I-93,id238751
2008,3.70753758,I495 SB,SB,I495,id35188
2008,2.72,I95 SB,SB,I-95,id300950
2008,3.96284066,I95 SB,SB,I-95,id343325
2008,4.3199645,I93 NB,NB,I-93,id70089
2008,2.59097566,I95 SB,SB,I-95,id393973
2008,3.73310287,I95 SB,SB,I-95,id388746
2008,3.40238792,I93 NB,NB,I-93,id436086
2008,3.9,I95 SB,SB,I-95,id291248
2008,2.90000009,I90 WB,WB,I-90,id276402
2008,4.27446838,I93 SB,SB,I-93,id70699
2008,2.85564322,I95 SB,SB,I-95,id148795
2008,3.40000009,I93 NB,NB,I-93,id56378
2008,2.41264291,I95 NB,NB,I-95,id112085
2008,2.98977271,I95 SB,SB,I-95,id300882
2008,3.73188705,I95 SB,SB,I-95,id388747
2008,3.20000004,I90 WB,WB,I-90,id62964
2008,3.81747992,I95 NB,NB,I-95,id205905
2008,2.81974034,I93 NB,NB,I-93,id56288
2008,1.46533333,I95 SB,SB,I-95,id423607
2008,4.23880481,I95 SB,SB,I-95,id262921
2008,3.40000009,I90 WB,WB,I-90,id62945
2008,3.7125,I93 SB,SB,I-93,id87525
2008,3.88625258,I95 SB,SB,I-95,id291271
2008,3.8480206,I93 NB,NB,I-93,id86905
2008,3.9,I95 SB,SB,I-95,id291273
2008,4.11836,I95 NB,NB,I-95,id112220
2008,1.81067669,I95 SB,SB,I-95,id420631
2008,4.01963365,I93 SB,SB,I-93,id319574
2008,3.40000009,I93 NB,NB,I-93,id56379
2008,3.58485509,I93 NB,NB,I-93,id86903
2008,3.28576338,I95 SB,SB,I-95,id300930
2008,2.70996068,I93 SB,SB,I-93,id319595
2008,3.58878654,I95 SB,SB,I-95,id206581
2008,3.7125,I95 NB,NB,I-95,id147684
2008,2.90121908,I95 SB,SB,I-95,id453416
2008,4.48684782,I495 NB,NB,I495,id153473
2008,3.00119375,I93 SB,SB,I-93,id62599
2008,3.7125,I93 SB,SB,I-93,id431239
2008,0.92688524,I93 NB,NB,I-93,id58755
2008,2.91043575,I93 SB,SB,I-93,id367152
2008,4.20777096,I95 NB,NB,I-95,id262470
2008,1.39432869,I95 NB,NB,I-95,id205057
2008,3.69070114,I95 NB,NB,I-95,id205073
2008,3.40000009,I93 SB,SB,I-93,id62743
2008,3.52711869,I95 SB,SB,I-95,id83081
2008,3.53201254,I95 NB,NB,I-95,id300026
2008,2.90000009,I90 WB,WB,I-90,id152261
2008,3.31594596,I95 SB,SB,I-95,id83076
2008,3.96592343,I93 NB,NB,I-93,id70090
2008,3.79999995,I93 SB,SB,I-93,id319593
2008,2.31769034,I90 EB,EB,I-90,id453609
2008,3.29928755,I95 SB,SB,I-95,id148814
2008,3.65833799,I95 NB,NB,I-95,id436079
2008,2.530875,I95 NB,NB,I-95,id392743
2008,2.83374233,I93 SB,SB,I-93,id319536
2008,2.72,I495 SB,SB,I495,id229156
2008,3.32521188,I495 NB,NB,I495,id228237
2008,3.73506494,I95 NB,NB,I-95,id82609
2008,2.82289431,I95 SB,SB,I-95,id300950
2008,3.66961016,I95 SB,SB,I-95,id83084
2008,3.16468569,I95 NB,NB,I-95,id86890
2008,2.23116483,I93 SB,SB,I-93,id87537
2008,3.71209191,I93 SB,SB,I-93,id87526
2008,2.75,I93 SB,SB,I-93,id367121
2008,3.5205,I93 NB,NB,I-93,id431248
2008,3.64350528,I95 SB,SB,I-95,id206578
2008,2.65540438,I93 NB,NB,I-93,id317491
2008,3.7125,I95 NB,NB,I-95,id342661
2008,3.03466963,I495 NB,NB,I495,id247772
2008,3.7125,I495 SB,SB,I495,id35185
2008,3.29999995,I93 NB,NB,I-93,id452203
2008,3.18354815,I93 NB,NB,I-93,id320844
2008,3.06690169,I93 NB,NB,I-93,id238230
2008,4.16466431,I95 NB,NB,I-95,id106842
2008,3.62789892,I95 NB,NB,I-95,id387255
2008,3,I90 EB,EB,I-90,id275016
2008,4.13301763,I495 NB,NB,I495,id152853
2008,3.17774296,I95 NB,NB,I-95,id300034
2008,3.67626064,I495 NB,NB,I495,id228383
2008,2.6856,I95 NB,NB,I-95,id112218
2008,3.83723842,I95 NB,NB,I-95,id388410
2008,2.68153129,I93 NB,NB,I-93,id56275
2008,3.91418405,I95 NB,NB,I-95,id382414
2008,2.53032341,I95 SB,SB,I-95,id276383
2008,2.79789708,I93 SB,SB,I-93,id436836
2008,2.76839695,I93 SB,SB,I-93,id62926
2008,4.03846158,I93 SB,SB,I-93,id319594
2008,2.47060124,I95 SB,SB,I-95,id220649
2008,0.71738557,I93 SB,SB,I-93,id62936
2008,3.44054326,I93 SB,SB,I-93,id452458
2008,3.52951116,I93 SB,SB,I-93,id431237
2008,3.50254703,I93 NB,NB,I-93,id318538
2008,3.02903583,I93 SB,SB,I-93,id62711
2008,2.59034667,I495 NB,NB,I495,id43520
2008,3.68012414,I95 NB,NB,I-95,id342823
2008,3.79030973,I93 NB,NB,I-93,id86086
2008,3.7125,I95 SB,SB,I-95,id206577
2008,3.55842369,I93 SB,SB,I-93,id431229
2008,3.7125,I95 NB,NB,I-95,id205899
2008,3.29999995,I90 EB,EB,I-90,id413014
2008,4.29974724,I95 SB,SB,I-95,id262920
2008,2.70529849,I93 NB,NB,I-93,id251841
2008,3.70383327,I93 NB,NB,I-93,id430605
2008,3.0007036,I95 NB,NB,I-95,id391685
2008,3.40000009,I90 WB,WB,I-90,id401794
2008,3.15864719,I495 NB,NB,I495,id207615
