psiyear,psi,route,direction,FederalAidRouteNumber,segmentid
2009,2.55494986,I93 NB,NB,I-93,id366339
2009,3.71059292,I95 NB,NB,I-95,id290224
2009,3.64903117,I93 SB,SB,I-93,id431238
2009,4.34354386,I495 NB,NB,I495,id228239
2009,3.91439331,I93 SB,SB,I-93,id431238
2009,3.47718061,I495 SB,SB,I495,id248777
2009,3.1875,I93 SB,SB,I-93,id433491
2009,3.44059468,I93 SB,SB,I-93,id252456
2009,3.40000009,I93 NB,NB,I-93,id56378
2009,3.30785811,I93 NB,NB,I-93,id318531
2009,4.23748891,I95 NB,NB,I-95,id82012
2009,2.40286022,I95 NB,NB,I-95,id112085
2009,3.27304349,I93 NB,NB,I-93,id350268
2009,4.25036939,I495 NB,NB,I495,id43331
2009,3.11673914,I95 SB,SB,I-95,id300924
2009,4.41865195,I495 SB,SB,I495,id66999
2009,3.21471385,I93 NB,NB,I-93,id322799
2009,2.74854487,I95 SB,SB,I-95,id206583
2009,4.13984817,I93 SB,SB,I-93,id70670
2009,3.1875,I95 NB,NB,I-95,id391785
2009,3.59796645,I495 NB,NB,I495,id153467
2009,3.17572262,I90 EB,EB,I-90,id420063
2009,4.01640539,I93 NB,NB,I-93,id320832
2009,1.36378788,I95 SB,SB,I-95,id423634
2009,3.5,I90 EB,EB,I-90,id452696
2009,1.93293418,I290 EB,EB,I290,id227424
2009,3.58831139,I495 NB,NB,I495,id153461
2009,3.76936609,I495 SB,SB,I495,id208488
2009,3.10621439,I93 SB,SB,I-93,id323413
2009,2.04675,I95 SB,SB,I-95,id423632
2009,4.35514474,I495 SB,SB,I495,id208468
2009,4.11339509,I95 SB,SB,I-95,id388747
2009,3.54427882,I95 NB,NB,I-95,id205904
2009,2.89531572,I95 NB,NB,I-95,id392832
2009,0.95239197,I90 EB,EB,I-90,id62967
2009,4.08429902,I95 NB,NB,I-95,id106665
2009,4.2804089,I495 SB,SB,I495,id446672
2009,3.93369302,I95 SB,SB,I-95,id382830
2009,4.04392605,I95 SB,SB,I-95,id262920
2009,0.71825357,I93 NB,NB,I-93,id70089
2009,2.62945621,I95 NB,NB,I-95,id451995
2009,2.65258438,I95 SB,SB,I-95,id206580
2009,3.02735028,I495 SB,SB,I495,id148813
2009,3.06108258,I95 SB,SB,I-95,id148817
2009,3.66635814,I495 NB,NB,I495,id353371
2009,3.34043864,I93 NB,NB,I-93,id87086
2009,2.82263311,I495 SB,SB,I495,id229155
2009,3.76209808,I95 NB,NB,I-95,id262439
2009,3.95589717,I95 SB,SB,I-95,id148814
2009,2.28780657,I93 SB,SB,I-93,id436868
2009,2.73791317,I93 NB,NB,I-93,id430614
2009,3.44511434,I90 EB,EB,I-90,id353377
2009,3.16848071,I93 NB,NB,I-93,id433118
2009,3.14234782,I93 SB,SB,I-93,id436836
2009,2.9877465,I95 SB,SB,I-95,id388731
2009,4.5,I95 NB,NB,I-95,id420030
2009,3.21621293,I93 NB,NB,I-93,id238232
2009,4.10615031,I95 NB,NB,I-95,id219923
2009,3.07045198,I90 EB,EB,I-90,id188457
2009,3.30277418,I93 NB,NB,I-93,id365884
2009,2.88835862,I495 SB,SB,I495,id154116
2009,3.45815763,I95 NB,NB,I-95,id436079
2009,2.3973608,I93 SB,SB,I-93,id62685
2009,4.03941383,I90 WB,WB,I-90,id81259
2009,3.93574974,I95 NB,NB,I-95,id435088
2009,2.88453227,I95 SB,SB,I-95,id423617
2009,2.03493121,I93 NB,NB,I-93,id55918
2009,3.47337093,I93 NB,NB,I-93,id429983
2009,3.28543737,I93 SB,SB,I-93,id252378
2009,2.65258438,I95 SB,SB,I-95,id206580
2009,2.71117147,I93 SB,SB,I-93,id238746
2009,2.84843346,I95 NB,NB,I-95,id391700
2009,3.12743902,I95 SB,SB,I-95,id262916
2009,4.00901171,I90 EB,EB,I-90,id275079
2009,4.35665744,I495 SB,SB,I495,id208491
2009,3.6996847,I95 SB,SB,I-95,id388745
2009,2.12996698,I93 NB,NB,I-93,id58755
2009,3.86108288,I93 NB,NB,I-93,id56277
2009,3.55538465,I95 NB,NB,I-95,id298995
2009,3.27804232,I95 NB,NB,I-95,id82010
2009,3.05961574,I95 NB,NB,I-95,id290322
2009,2.92073222,I90 WB,WB,I-90,id62957
2009,3.39577122,I93 SB,SB,I-93,id252042
2009,4.19404474,I495 SB,SB,I495,id43841
2009,4.02588046,I90 EB,EB,I-90,id15939
2009,3.69076651,I90 EB,EB,I-90,id468017
2009,3.01344539,I495 SB,SB,I495,id148810
2009,3.54736647,I95 NB,NB,I-95,id300026
2009,3.7843452,I95 NB,NB,I-95,id342817
2009,2.1245435,I495 NB,NB,I495,id188223
2009,3.57806194,I95 SB,SB,I-95,id112754
2009,3.40000009,I93 SB,SB,I-93,id62743
2009,3.1523037,I93 SB,SB,I-93,id367152
2009,4.445847,I495 SB,SB,I495,id418277
2009,3.16047034,I93 SB,SB,I-93,id252385
2009,2.90228344,I95 SB,SB,I-95,id87521
2009,4.21119437,I95 NB,NB,I-95,id299106
2009,3.30281612,I95 NB,NB,I-95,id387255
2009,2.84547602,I93 SB,SB,I-93,id238762
2009,3.08562705,I93 SB,SB,I-93,id87534
2009,3.74613289,I95 NB,NB,I-95,id148226
2009,3.97224843,I95 NB,NB,I-95,id262437
2009,4.0040258,I495 SB,SB,I495,id188886
2009,4.35100818,I495 NB,NB,I495,id248269
2009,3.68369425,I95 NB,NB,I-95,id322789
2009,3.89127708,I95 SB,SB,I-95,id108110
2009,3.40000009,I93 NB,NB,I-93,id56379
2009,3.11490035,I95 SB,SB,I-95,id206581
2009,4.21947871,I90 EB,EB,I-90,id275016
2009,3.74515758,I95 NB,NB,I-95,id434563
2009,4.08527714,I95 NB,NB,I-95,id112088
2009,3.11911647,I95 SB,SB,I-95,id394014
2009,3.87402467,I95 SB,SB,I-95,id220476
2009,2.65385046,I95 NB,NB,I-95,id112218
2009,3.5343753,I495 SB,SB,I495,id248781
2009,1.85158398,I95 SB,SB,I-95,id148793
2009,2.39557523,I495 SB,SB,I495,id190559
2009,3.70508301,I90 WB,WB,I-90,id152261
2009,2.46919267,I95 SB,SB,I-95,id394017
2009,3.66707909,I93 SB,SB,I-93,id319564
2009,4.36258143,I495 SB,SB,I495,id43859
2009,3.59564461,I95 SB,SB,I-95,id436863
2009,2.41346286,I95 SB,SB,I-95,id206583
2009,3.9386116,I495 SB,SB,I495,id446673
2009,4.02492442,I95 SB,SB,I-95,id148816
2009,3.64083369,I495 SB,SB,I495,id35188
2009,0.97978789,I95 NB,NB,I-95,id206001
2009,3.89395947,I95 SB,SB,I-95,id388747
2009,3.40000009,I93 SB,SB,I-93,id62742
2009,4.40660024,I95 SB,SB,I-95,id420631
2009,4.5,I95 SB,SB,I-95,id420626
2009,3.50229473,I90 WB,WB,I-90,id62956
2009,2.81419523,I95 NB,NB,I-95,id390950
2009,3.17859139,I95 NB,NB,I-95,id111100
2009,3.79869714,I93 SB,SB,I-93,id431237
2009,3.54195409,I90 WB,WB,I-90,id62956
2009,4.5,I95 SB,SB,I-95,id276378
2009,3.99389549,I93 SB,SB,I-93,id70699
2009,3.07944303,I95 SB,SB,I-95,id388745
2009,3.14175302,I93 NB,NB,I-93,id251825
2009,3.98795697,I95 NB,NB,I-95,id436084
2009,0.63362926,I93 NB,NB,I-93,id320831
2009,3.95174098,I95 NB,NB,I-95,id246575
2009,3.37264982,I90 WB,WB,I-90,id152252
2009,3.70235631,I90 EB,EB,I-90,id275016
2009,3.65307528,I95 NB,NB,I-95,id323121
2009,3.07378435,I95 SB,SB,I-95,id206544
2009,3.60889313,I93 SB,SB,I-93,id319578
2009,4.47497659,I495 NB,NB,I495,id207630
2009,4.35406102,I495 SB,SB,I495,id208469
2009,3.53140375,I95 SB,SB,I-95,id390759
2009,2.61724445,I95 NB,NB,I-95,id403485
2009,3.21970644,I95 SB,SB,I-95,id436862
2009,3.12793876,I95 SB,SB,I-95,id394013
2009,3.91950826,I95 SB,SB,I-95,id436829
2009,3.660229,I95 NB,NB,I-95,id387513
2009,2.22474594,I93 NB,NB,I-93,id55834
2009,3.94323358,I95 SB,SB,I-95,id247181
2009,4.23969684,I495 NB,NB,I495,id228384
2009,3.88837319,I95 SB,SB,I-95,id220668
2009,1.15426545,I90 WB,WB,I-90,id452976
2009,3.90561939,I95 NB,NB,I-95,id262468
2009,3.71562456,I95 SB,SB,I-95,id343349
2009,3.39588891,I95 SB,SB,I-95,id405033
2009,3.16528119,I93 NB,NB,I-93,id366825
2009,2.6156944,I95 NB,NB,I-95,id82009
2009,1.08792149,I95 SB,SB,I-95,id436861
2009,3.48452323,I95 NB,NB,I-95,id387301
2009,3.17767523,I93 NB,NB,I-93,id322651
2009,3.96400632,I90 WB,WB,I-90,id276379
2009,3.63289624,I90 WB,WB,I-90,id188887
2009,3.80135666,I90 EB,EB,I-90,id413014
2009,2.72997429,I95 SB,SB,I-95,id453415
2009,4.23537596,I495 NB,NB,I495,id66686
2009,2.54801575,I90 EB,EB,I-90,id457317
2009,2.72894486,I93 SB,SB,I-93,id62709
2009,2.38183946,I93 SB,SB,I-93,id323424
2009,3.69030066,I495 SB,SB,I495,id229117
2009,4.09302728,I95 SB,SB,I-95,id262921
2009,2.92704409,I93 SB,SB,I-93,id319595
2009,2.7392906,I93 SB,SB,I-93,id367120
2009,2.4202401,I495 SB,SB,I495,id67000
2009,4.08558127,I495 NB,NB,I495,id307617
2009,0.1838396,I495 NB,NB,I495,id228547
2009,4.36495202,I93 NB,NB,I-93,id350930
2009,2.99390969,I95 NB,NB,I-95,id322649
2009,2.83543676,I95 SB,SB,I-95,id206538
2009,2.80282088,I95 SB,SB,I-95,id83027
2009,3.22674783,I93 NB,NB,I-93,id366309
2009,3.8714255,I90 WB,WB,I-90,id276380
2009,2.105862,I95 SB,SB,I-95,id276301
2009,3.28443053,I95 SB,SB,I-95,id436863
2009,3.20000004,I93 NB,NB,I-93,id55811
2009,3.08313928,I93 SB,SB,I-93,id323414
2009,3.99418501,I495 NB,NB,I495,id66677
2009,3.68947957,I495 SB,SB,I495,id248762
2009,3.98637795,I495 SB,SB,I495,id208487
2009,3.49449917,I90 WB,WB,I-90,id152256
2009,4.42238942,I495 NB,NB,I495,id412677
2009,3.41528605,I93 NB,NB,I-93,id430843
2009,3.71121241,I95 SB,SB,I-95,id108177
2009,4.04527105,I93 SB,SB,I-93,id238748
2009,3.97878061,I90 EB,EB,I-90,id275069
2009,3.08757225,I93 SB,SB,I-93,id238746
2009,3.16676964,I95 NB,NB,I-95,id111924
2009,3.4794063,I95 NB,NB,I-95,id112222
2009,3.2978614,I95 SB,SB,I-95,id423633
2009,4.45688404,I495 NB,NB,I495,id153473
2009,2.21186067,I93 NB,NB,I-93,id436090
2009,3.76497786,I90 EB,EB,I-90,id401356
2009,4.00060045,I90 EB,EB,I-90,id188449
2009,3.90961665,I95 SB,SB,I-95,id323427
2009,3.7125,I95 NB,NB,I-95,id205899
2009,3.21387898,I90 WB,WB,I-90,id261005
2009,1.88093473,I90 WB,WB,I-90,id452976
2009,4.46517432,I495 SB,SB,I495,id353896
2009,3.20000004,I90 WB,WB,I-90,id452975
2009,3.09721492,I93 SB,SB,I-93,id452298
2009,2.86662223,I90 EB,EB,I-90,id420146
2009,3.4460464,I495 NB,NB,I495,id152853
2009,3.77394621,I93 NB,NB,I-93,id430038
2009,3.82836921,I495 SB,SB,I495,id229169
2009,4.42187925,I93 NB,NB,I-93,id237527
2009,1.44450973,I495 NB,NB,I495,id239374
2009,1.98967237,I95 SB,SB,I-95,id423607
2009,1.92189951,I95 NB,NB,I-95,id422726
2009,4.34948516,I495 NB,NB,I495,id208130
2009,3.06255324,I93 NB,NB,I-93,id58755
2009,4.0576863,I93 SB,SB,I-93,id319577
2009,3.75042838,I95 NB,NB,I-95,id106890
2009,4.16103323,I95 NB,NB,I-95,id220445
2009,4.15591841,I95 NB,NB,I-95,id388574
2009,3.30926316,I93 NB,NB,I-93,id56288
2009,3.50393243,I95 NB,NB,I-95,id204444
2009,2.76773118,I90 WB,WB,I-90,id420633
2009,2.99007324,I95 NB,NB,I-95,id391685
2009,4.24954424,I95 NB,NB,I-95,id299375
2009,4.27082666,I90 EB,EB,I-90,id188450
2009,2.04210413,I95 SB,SB,I-95,id112786
2009,3.7633443,I95 NB,NB,I-95,id420027
2009,4.00474823,I95 SB,SB,I-95,id436837
2009,2.57167258,I93 NB,NB,I-93,id251264
2009,4.28285442,I93 SB,SB,I-93,id238762
2009,4.11790377,I90 WB,WB,I-90,id276402
2009,3.7125,I495 SB,SB,I495,id229161
2009,3.29667158,I95 SB,SB,I-95,id388746
2009,4.05456397,I90 WB,WB,I-90,id276380
2009,3.1875,I495 NB,NB,I495,id248242
2009,3.01484204,I90 EB,EB,I-90,id62963
2009,3.89938845,I95 NB,NB,I-95,id111503
2009,2.90462182,I95 SB,SB,I-95,id112783
2009,4.44148671,I495 SB,SB,I495,id208483
2009,3.103461,I93 SB,SB,I-93,id62712
2009,3.50105223,I90 WB,WB,I-90,id413675
2009,3.70809072,I95 NB,NB,I-95,id290779
2009,2.87389716,I95 NB,NB,I-95,id388411
2009,2.9,I95 NB,NB,I-95,id290588
2009,3.41629151,I93 SB,SB,I-93,id62711
2009,4.41634493,I93 NB,NB,I-93,id238227
2009,3.50570555,I95 NB,NB,I-95,id342823
2009,4.08577569,I95 NB,NB,I-95,id262439
2009,4.08876684,I95 SB,SB,I-95,id300950
2009,4.47682044,I495 NB,NB,I495,id207616
2009,3.86471309,I95 NB,NB,I-95,id106835
2009,3.67844213,I95 NB,NB,I-95,id82011
2009,3.20920441,I95 SB,SB,I-95,id83032
2009,4.3727365,I93 NB,NB,I-93,id238224
2009,3.14989463,I95 SB,SB,I-95,id343355
2009,3.5361723,I90 WB,WB,I-90,id401795
2009,3.1875,I93 SB,SB,I-93,id436869
2009,3.2,I90 EB,EB,I-90,id452696
2009,2.74731414,I93 NB,NB,I-93,id452599
2009,3.53151708,I93 SB,SB,I-93,id381230
2009,3.35499639,I93 NB,NB,I-93,id56288
2009,4.11785309,I90 EB,EB,I-90,id275016
2009,4.19794605,I93 NB,NB,I-93,id238230
2009,3.79134167,I95 SB,SB,I-95,id247172
2009,3.71530356,I95 NB,NB,I-95,id436080
2009,0.5523149,I90 EB,EB,I-90,id56243
2009,3.329928,I93 SB,SB,I-93,id252431
2009,2.78744623,I95 NB,NB,I-95,id390992
2009,3.79999995,I93 SB,SB,I-93,id319593
2009,1.78486858,I93 NB,NB,I-93,id56288
2009,3.74719187,I90 EB,EB,I-90,id151076
2009,2.14820742,I93 NB,NB,I-93,id452430
2009,2.52716287,I90 WB,WB,I-90,id62957
2009,1.36082817,I93 SB,SB,I-93,id351198
2009,2.31617062,I90 EB,EB,I-90,id453609
2009,2.56694708,I90 WB,WB,I-90,id62957
2009,0.60092307,I93 NB,NB,I-93,id238244
2009,3.25900176,I290 EB,EB,I290,id228232
2009,3.37605328,I95 SB,SB,I-95,id206528
2009,3.86458304,I95 SB,SB,I-95,id108107
2009,1.82310114,I93 NB,NB,I-93,id320844
2009,4.21130855,I93 NB,NB,I-93,id238227
2009,3.55434401,I95 SB,SB,I-95,id262924
2009,3.35574752,I93 SB,SB,I-93,id62711
2009,3.71331538,I95 NB,NB,I-95,id148226
2009,4.18057247,I90 EB,EB,I-90,id353106
2009,4.46357053,I495 NB,NB,I495,id188108
2009,2.99820973,I95 SB,SB,I-95,id206539
2009,4.34789274,I495 NB,NB,I495,id446218
2009,3.01453785,I90 WB,WB,I-90,id62959
2009,4.12217177,I93 SB,SB,I-93,id319575
2009,3.1944786,I93 NB,NB,I-93,id251823
2009,4.08159494,I95 SB,SB,I-95,id220649
2009,4.04497094,I93 NB,NB,I-93,id238224
2009,4.09302728,I95 SB,SB,I-95,id262921
2009,4.4034645,I495 NB,NB,I495,id188110
2009,1.54884896,I93 SB,SB,I-93,id238746
2009,3.55969168,I93 SB,SB,I-93,id238751
2009,3.76903922,I95 SB,SB,I-95,id83084
2009,2.77658332,I95 NB,NB,I-95,id388415
2009,3.72530675,I90 WB,WB,I-90,id468016
2009,4.48953218,I495 NB,NB,I495,id208127
2009,2.75430066,I95 SB,SB,I-95,id83076
2009,3.30306891,I90 EB,EB,I-90,id420038
2009,3.70568599,I95 SB,SB,I-95,id206577
2009,4.5,I95 SB,SB,I-95,id394015
2009,3.17027445,I95 NB,NB,I-95,id82609
2009,4.33815832,I495 SB,SB,I495,id67004
2009,4.31059275,I495 SB,SB,I495,id208464
2009,3.28917809,I290 WB,WB,I290,id229115
2009,3.71004853,I495 SB,SB,I495,id446674
2009,3.28128523,I95 SB,SB,I-95,id206537
2009,1.0565239,I93 SB,SB,I-93,id62710
2009,3.7125,I495 SB,SB,I495,id239715
2009,3.20351846,I93 NB,NB,I-93,id430611
2009,3.17959042,I495 NB,NB,I495,id153473
2009,4.44179983,I93 SB,SB,I-93,id238763
2009,3.7125,I90 WB,WB,I-90,id420587
2009,3.630119,I95 SB,SB,I-95,id206529
2009,3.91950528,I95 SB,SB,I-95,id220669
2009,2.76540458,I90 EB,EB,I-90,id420063
2009,3.20000004,I90 WB,WB,I-90,id62964
2009,3.83104933,I95 NB,NB,I-95,id112330
2009,4.02828992,I495 SB,SB,I495,id154117
2009,3.62717582,I95 NB,NB,I-95,id290446
2009,4.49328301,I495 NB,NB,I495,id227055
2009,4.5,I93 SB,SB,I-93,id367119
2009,4.03645602,I95 SB,SB,I-95,id276384
2009,1.31717895,I95 NB,NB,I-95,id111130
2009,2.72,I95 SB,SB,I-95,id453422
2009,2.73129151,I95 SB,SB,I-95,id87523
2009,1.36588237,I93 SB,SB,I-93,id62948
2009,3.58519765,I95 NB,NB,I-95,id434559
2009,4.5,I95 SB,SB,I-95,id276317
2009,4.40554416,I93 NB,NB,I-93,id318545
2009,3.58254552,I90 WB,WB,I-90,id152254
2009,4.17906666,I495 SB,SB,I495,id353895
2009,3.54610673,I93 SB,SB,I-93,id252436
2009,4.5,I95 NB,NB,I-95,id272946
2009,3.49048946,I90 WB,WB,I-90,id188889
2009,4.14969524,I495 SB,SB,I495,id43840
2009,3.06770574,I93 NB,NB,I-93,id436086
2009,3.76688794,I95 SB,SB,I-95,id262919
2009,3.51887714,I95 NB,NB,I-95,id388410
2009,3.99435242,I95 SB,SB,I-95,id220668
2009,0.71738557,I93 SB,SB,I-93,id62936
2009,3.52624396,I95 NB,NB,I-95,id388411
2009,3.45187285,I290 WB,WB,I290,id229166
2009,3.18208402,I95 SB,SB,I-95,id220650
2009,4.21180646,I95 SB,SB,I-95,id262925
2009,4.29878653,I495 SB,SB,I495,id208484
2009,3.68422326,I95 SB,SB,I-95,id83082
2009,4.32210526,I95 SB,SB,I-95,id393973
2009,2.9401789,I95 SB,SB,I-95,id343353
2009,3.1737743,I93 NB,NB,I-93,id56291
2009,3.32799733,I495 NB,NB,I495,id248242
2009,3.25663524,I90 EB,EB,I-90,id260271
2009,3.5,I90 EB,EB,I-90,id452696
2009,3.86535343,I95 NB,NB,I-95,id148066
2009,2.76839695,I93 SB,SB,I-93,id62926
2009,4.43705581,I495 SB,SB,I495,id413669
2009,3.20571393,I95 NB,NB,I-95,id82609
2009,3.82883972,I90 WB,WB,I-90,id353861
2009,3.53433193,I95 NB,NB,I-95,id388574
2009,4.27229357,I93 SB,SB,I-93,id70663
2009,4.10398634,I95 SB,SB,I-95,id300885
2009,3.49128625,I495 NB,NB,I495,id34695
2009,3.11557692,I95 SB,SB,I-95,id112756
2009,3.94200846,I95 NB,NB,I-95,id261232
2009,3.24921614,I93 SB,SB,I-93,id321287
2009,3.70568599,I95 SB,SB,I-95,id206577
2009,3.22081008,I90 WB,WB,I-90,id62218
2009,3.20000004,I93 SB,SB,I-93,id351263
2009,2.92211494,I95 NB,NB,I-95,id107562
2009,4.3918231,I495 NB,NB,I495,id228459
2009,3.67090321,I90 EB,EB,I-90,id260272
2009,3.44215275,I95 SB,SB,I-95,id390759
2009,2.21414939,I95 SB,SB,I-95,id404979
2009,4.5,I95 SB,SB,I-95,id276316
2009,3.24714716,I90 WB,WB,I-90,id152178
2009,3.28239403,I495 SB,SB,I495,id154115
2009,4.09697284,I95 NB,NB,I-95,id246559
2009,4.30965142,I93 NB,NB,I-93,id238248
2009,3.26615529,I93 NB,NB,I-93,id430602
2009,4.5,I95 SB,SB,I-95,id420629
2009,4.3004591,I93 SB,SB,I-93,id70699
2009,3.4668679,I95 NB,NB,I-95,id342815
2009,3.37733363,I95 SB,SB,I-95,id291252
2009,4.32754292,I495 SB,SB,I495,id67006
2009,2.61882698,I95 NB,NB,I-95,id341989
2009,2.92908531,I93 SB,SB,I-93,id62240
2009,4.34328305,I93 SB,SB,I-93,id70651
2009,3.34245477,I95 NB,NB,I-95,id148229
2009,3.02718773,I95 SB,SB,I-95,id112785
2009,3.96266392,I95 SB,SB,I-95,id453423
2009,1.92882513,I93 NB,NB,I-93,id350930
2009,3.70809893,I95 NB,NB,I-95,id205905
2009,2.0327975,I95 SB,SB,I-95,id112750
2009,3.27432086,I93 SB,SB,I-93,id87535
2009,3.44538198,I95 SB,SB,I-95,id388749
2009,2.74365604,I90 WB,WB,I-90,id420632
2009,3.47634567,I95 SB,SB,I-95,id343325
2009,3.97853811,I90 WB,WB,I-90,id413647
2009,3.69728328,I95 NB,NB,I-95,id219833
2009,4.09625189,I95 SB,SB,I-95,id220642
2009,4.08131573,I95 NB,NB,I-95,id262238
2009,1.68318779,I93 NB,NB,I-93,id238240
2009,3.919327,I93 SB,SB,I-93,id252421
2009,2.974763,I90 EB,EB,I-90,id62961
2009,3.69667906,I95 NB,NB,I-95,id390279
2009,3.84296226,I290 EB,EB,I290,id228235
2009,3.53512312,I495 NB,NB,I495,id153461
2009,4.23319767,I495 NB,NB,I495,id353393
2009,3.24482601,I93 SB,SB,I-93,id431231
2009,2.04675,I95 SB,SB,I-95,id112752
2009,0.65865829,I93 NB,NB,I-93,id56285
2009,3.63567528,I90 EB,EB,I-90,id56236
2009,3.49983215,I90 EB,EB,I-90,id453608
2009,2.07173218,I90 EB,EB,I-90,id420060
2009,3.9823265,I93 NB,NB,I-93,id70090
2009,4.34269167,I93 NB,NB,I-93,id319626
2009,3.67816005,I93 NB,NB,I-93,id56281
2009,3.1875,I95 SB,SB,I-95,id394014
2009,3.1875,I93 SB,SB,I-93,id431242
2009,4.40899308,I495 NB,NB,I495,id353394
2009,3.10818567,I93 SB,SB,I-93,id367152
2009,3.7125,I95 NB,NB,I-95,id389503
2009,3.21731998,I93 SB,SB,I-93,id252432
2009,4.5,I95 NB,NB,I-95,id275033
2009,3.29684009,I93 NB,NB,I-93,id431248
2009,3.40000009,I93 NB,NB,I-93,id56378
2009,3.54741795,I90 WB,WB,I-90,id353893
2009,3.14235407,I93 SB,SB,I-93,id62685
2009,2.5515769,I95 NB,NB,I-95,id392743
2009,1.73005845,I93 NB,NB,I-93,id366338
2009,2.26554824,I95 SB,SB,I-95,id388746
2009,3.44550136,I95 NB,NB,I-95,id205904
2009,2.38178115,I93 NB,NB,I-93,id56513
2009,2.23346767,I495 SB,SB,I495,id248781
2009,3.76379432,I95 SB,SB,I-95,id112790
2009,3.60749999,I93 NB,NB,I-93,id436099
2009,3.69367877,I95 NB,NB,I-95,id106835
2009,3.90376738,I95 NB,NB,I-95,id107562
2009,2.89049152,I495 SB,SB,I495,id229168
2009,3.43289116,I95 NB,NB,I-95,id390279
2009,3.1875,I95 NB,NB,I-95,id205073
2009,0.86114177,I90 WB,WB,I-90,id58731
2009,4.14701946,I90 EB,EB,I-90,id151087
2009,2.98582254,I95 SB,SB,I-95,id393975
2009,4.10329501,I95 NB,NB,I-95,id220445
2009,2.64354275,I90 EB,EB,I-90,id62958
2009,2.97837358,I93 NB,NB,I-93,id350269
2009,4.5,I495 NB,NB,I495,id208118
2009,4.44985429,I95 NB,NB,I-95,id420047
2009,4.30447465,I495 NB,NB,I495,id188558
2009,2.44882829,I90 WB,WB,I-90,id62945
2009,3.68461764,I95 NB,NB,I-95,id205897
2009,3.50261864,I95 SB,SB,I-95,id83084
2009,3.84077803,I90 EB,EB,I-90,id259620
2009,3.67595355,I93 SB,SB,I-93,id436870
2009,2.68122096,I95 SB,SB,I-95,id300923
2009,3.47505799,I95 SB,SB,I-95,id343350
2009,3.84107314,I495 SB,SB,I495,id188880
2009,2.79999995,I90 WB,WB,I-90,id420628
2009,2.6,I95 NB,NB,I-95,id300034
2009,4.5,I95 SB,SB,I-95,id420630
2009,4.37650107,I495 NB,NB,I495,id148163
2009,3.16717675,I95 NB,NB,I-95,id82711
2009,3.45964131,I90 EB,EB,I-90,id260269
2009,3.68571739,I95 SB,SB,I-95,id112735
2009,4.06834782,I95 NB,NB,I-95,id112330
2009,2.3314981,I95 SB,SB,I-95,id83030
2009,4.00383895,I90 WB,WB,I-90,id276402
2009,3.39059168,I93 SB,SB,I-93,id319594
2009,3.75813314,I495 NB,NB,I495,id446317
2009,3.75529412,I495 SB,SB,I495,id229114
2009,4.47260697,I495 NB,NB,I495,id188605
2009,3.36669202,I93 NB,NB,I-93,id430605
2009,3.70300883,I95 NB,NB,I-95,id322650
2009,3.94037596,I95 NB,NB,I-95,id262470
2009,3.17723575,I495 SB,SB,I495,id229159
2009,3.81696944,I90 WB,WB,I-90,id62219
2009,2.72,I95 SB,SB,I-95,id112736
2009,4.2101853,I495 NB,NB,I495,id66676
2009,4.21636937,I90 WB,WB,I-90,id276380
2009,3.6267714,I93 SB,SB,I-93,id319536
2009,3.83852478,I93 SB,SB,I-93,id431239
2009,4.34763135,I95 NB,NB,I-95,id420030
2009,3.6906882,I90 WB,WB,I-90,id188876
2009,4.22916602,I495 NB,NB,I495,id171709
2009,4.06266029,I495 NB,NB,I495,id66851
2009,3.61179969,I90 EB,EB,I-90,id151242
2009,2.98421718,I95 SB,SB,I-95,id87522
2009,3.85888254,I95 NB,NB,I-95,id112216
2009,3.43892677,I495 NB,NB,I495,id248241
2009,3.32722884,I95 SB,SB,I-95,id206578
2009,4.06348376,I95 SB,SB,I-95,id453423
2009,3.17261278,I95 NB,NB,I-95,id422634
2009,3.3501653,I95 SB,SB,I-95,id112755
2009,3.5,I495 SB,SB,I495,id188891
2009,3.76497274,I95 SB,SB,I-95,id300950
2009,4.5,I95 SB,SB,I-95,id276383
2009,4.33048594,I93 NB,NB,I-93,id69163
2009,1.98568187,I95 NB,NB,I-95,id82602
2009,4.2531507,I495 NB,NB,I495,id43330
2009,1.98472191,I95 SB,SB,I-95,id112789
2009,3.34801237,I90 WB,WB,I-90,id152251
2009,3.2340198,I95 NB,NB,I-95,id82499
2009,3.20000004,I93 SB,SB,I-93,id62931
2009,3.29999995,I93 NB,NB,I-93,id452204
2009,3.35150414,I95 SB,SB,I-95,id206575
2009,2.29811349,I93 SB,SB,I-93,id367110
2009,2.88755068,I95 NB,NB,I-95,id392743
2009,3.47264929,I90 WB,WB,I-90,id420634
2009,2.9,I95 NB,NB,I-95,id290588
2009,2.03813512,I90 WB,WB,I-90,id452976
2009,3.66638008,I95 SB,SB,I-95,id388730
2009,4.04970135,I95 NB,NB,I-95,id148374
2009,3.71370443,I93 NB,NB,I-93,id56285
2009,3.44850666,I90 WB,WB,I-90,id276381
2009,3.91884659,I93 SB,SB,I-93,id319594
2009,4.36902678,I495 NB,NB,I495,id353107
2009,4.38035582,I95 SB,SB,I-95,id148812
2009,2.65754573,I90 EB,EB,I-90,id452807
2009,2.6,I95 NB,NB,I-95,id300034
2009,4.44920168,I95 SB,SB,I-95,id276382
2009,3.78159389,I93 NB,NB,I-93,id320825
2009,3.85064167,I95 SB,SB,I-95,id112726
2009,3.55613441,I90 EB,EB,I-90,id413009
2009,3.2311165,I95 SB,SB,I-95,id291247
